time/episodes,time/time_elapsed,train/n_updates,time/fps,train/critic_loss,train/actor_loss,rollout/ep_len_mean,rollout/ep_cost_mean,time/total_timesteps,train/ent_coef,train/safe_critic_loss,rollout/ep_rew_mean,train/lag_coef
548,6223,649726,52,0.07622304558753967,-2179.30859375,593.0,44.09,324964,0.010784560814499855,0.029942521825432777,-2767.00859149,5.0
552,6268,654470,52,0.06771790981292725,-2177.69580078125,593.0,44.04,327336,0.010776983574032784,0.03308385610580444,-2768.276208,5.0
556,6313,659214,52,0.08193296939134598,-2177.8212890625,593.0,44.34,329708,0.010702002793550491,0.029863543808460236,-2769.0625018300007,5.0
560,6359,663958,52,0.07353781908750534,-2178.392578125,593.0,44.18,332080,0.011040819808840752,0.02820785529911518,-2770.07831714,5.0
564,6404,668702,52,0.14430566132068634,-2180.3203125,593.0,44.23,334452,0.012000040151178837,0.0279068760573864,-2770.7899313199996,5.0
568,6449,673446,52,0.21427743136882782,-2188.404541015625,593.0,46.18,336824,0.010560311377048492,0.028722716495394707,-2765.4592338300004,5.0
572,6495,678190,52,0.20573627948760986,-2185.633544921875,593.0,45.82,339196,0.010577773675322533,0.035934701561927795,-2765.0128241400007,5.0
576,6540,682934,52,0.1842837631702423,-2185.3388671875,593.0,45.61,341568,0.010530508123338223,0.030507700517773628,-2765.34325862,5.0
580,6585,687678,52,0.09953644126653671,-2183.4404296875,593.0,45.52,343940,0.010559561662375927,0.03466763347387314,-2765.37410925,5.0
584,6631,692422,52,0.08790010213851929,-2181.96826171875,593.0,45.79,346312,0.010521935299038887,0.03158768638968468,-2765.4157263800007,5.0
588,6676,697166,52,0.06575248390436172,-2180.423828125,593.0,45.93,348684,0.010662928223609924,0.029346711933612823,-2765.78202204,5.0
592,6722,701910,52,0.06904873996973038,-2179.38037109375,593.0,45.79,351056,0.010622156783938408,0.027204003185033798,-2766.4420408899996,5.0
596,6767,706654,52,0.0714026391506195,-2178.15234375,593.0,45.89,353428,0.010641487315297127,0.032401248812675476,-2767.15180369,5.0
600,6812,711398,52,0.07190167158842087,-2179.0615234375,593.0,46.08,355800,0.010678941383957863,0.0326223149895668,-2768.0027891699992,5.0
604,6858,716142,52,0.09247726947069168,-2179.79541015625,593.0,46.25,358172,0.010804913006722927,0.02957238256931305,-2768.9290824,5.0
608,6903,720886,52,0.08160004019737244,-2181.8369140625,593.0,45.46,360544,0.010868662968277931,0.027561217546463013,-2772.5374307700004,5.0
612,6948,725630,52,0.07125858962535858,-2183.1005859375,593.0,45.57,362916,0.010970450937747955,0.03062223456799984,-2773.7916052100004,5.0
616,6994,730374,52,0.0655108094215393,-2184.01123046875,593.0,45.61,365288,0.010884548537433147,0.029021838679909706,-2775.50034467,5.0
620,7039,735118,52,0.07490907609462738,-2184.87890625,593.0,45.24,367660,0.010995075106620789,0.024264296516776085,-2777.4805080899996,5.0
624,7084,739862,52,0.06689325720071793,-2187.431640625,593.0,45.63,370032,0.011082024313509464,0.027490368112921715,-2779.31119115,5.0
628,7129,744606,52,0.10112885385751724,-2187.62890625,593.0,46.09,372404,0.01099616102874279,0.033273182809352875,-2780.1467475400004,5.0
632,7175,749350,52,0.08257909119129181,-2189.19091796875,593.0,46.83,374776,0.010751058347523212,0.03108540177345276,-2779.87056942,5.0
636,7220,754094,52,0.08767129480838776,-2188.263671875,593.0,47.31,377148,0.010857396759092808,0.035191114991903305,-2780.86481577,5.0
640,7265,758838,52,0.08038994669914246,-2187.49658203125,593.0,47.67,379520,0.010847563855350018,0.026785515248775482,-2781.8781975800002,5.0
644,7310,763582,52,0.08556409925222397,-2187.640625,593.0,47.76,381892,0.01079205609858036,0.02952040359377861,-2782.83353049,5.0
648,7356,768326,52,0.0646892562508583,-2187.18798828125,593.0,47.59,384264,0.010645715519785881,0.031042853370308876,-2783.93436519,5.0
652,7401,773070,52,0.05843309685587883,-2186.665771484375,593.0,47.59,386636,0.010679367929697037,0.024674152955412865,-2785.02856217,5.0
656,7446,777814,52,0.05773589015007019,-2186.29833984375,593.0,47.01,389008,0.010772334411740303,0.028044922277331352,-2786.4927398400005,5.0
660,7492,782558,52,0.07480546087026596,-2185.69775390625,593.0,46.88,391380,0.010680223815143108,0.0332043282687664,-2787.89555747,5.0
664,7537,787302,52,0.06947217881679535,-2185.41748046875,593.0,46.6,393752,0.010788727551698685,0.02941640093922615,-2789.44469756,5.0
668,7582,792046,52,0.07103823870420456,-2187.2099609375,593.0,44.64,396124,0.010840164497494698,0.025365326553583145,-2796.747289680001,5.0
672,7628,796790,52,0.052561625838279724,-2186.48193359375,593.0,44.85,398496,0.010940156877040863,0.02421456202864647,-2798.2817000899995,5.0
676,7673,801534,52,0.08739849925041199,-2188.56787109375,593.0,44.58,400868,0.010909464210271835,0.031751710921525955,-2799.7180847199993,5.0
680,7718,806278,52,0.07454044371843338,-2188.99462890625,593.0,44.48,403240,0.010977515950798988,0.025166921317577362,-2801.09597037,5.0
684,7764,811022,52,0.06878995895385742,-2189.9189453125,593.0,44.45,405612,0.010787409730255604,0.02658146433532238,-2802.6636121500005,5.0
688,7809,815766,52,0.06374488025903702,-2190.11767578125,593.0,44.77,407984,0.010754292830824852,0.02640128880739212,-2803.9998068,5.0
692,7854,820510,52,0.06703421473503113,-2191.022705078125,593.0,44.64,410356,0.010784720070660114,0.026929443702101707,-2804.9668399300003,5.0
696,7900,825254,52,0.07148317247629166,-2191.517578125,593.0,44.38,412728,0.010782822966575623,0.03201698884367943,-2805.72513539,5.0
700,7945,829998,52,0.07220584899187088,-2191.784912109375,593.0,44.15,415100,0.010894897393882275,0.026253238320350647,-2806.62583315,5.0
704,7990,834742,52,0.06728270649909973,-2191.64208984375,593.0,44.17,417472,0.010792755521833897,0.02863600105047226,-2807.3625704999995,5.0
708,8035,839486,52,0.43522536754608154,-2199.525390625,593.0,45.03,419844,0.013563090935349464,0.033285170793533325,-2807.4228294,5.0
712,8081,844230,52,0.16189061105251312,-2200.043212890625,593.0,45.62,422216,0.01064664963632822,0.02747189812362194,-2805.79824357,5.0
716,8126,848974,52,0.18812963366508484,-2201.92529296875,593.0,45.96,424588,0.010913553647696972,0.03058682009577751,-2806.4928576800007,5.0
720,8171,853718,52,0.11706235259771347,-2200.935546875,593.0,46.44,426960,0.010829444974660873,0.028191635385155678,-2807.5383311000005,5.0
724,8216,858462,52,0.09752120822668076,-2198.52490234375,593.0,46.7,429332,0.01077976357191801,0.026934318244457245,-2808.581768039999,5.0
728,8262,863206,52,0.08324656635522842,-2198.4658203125,593.0,46.85,431704,0.010698063299059868,0.02733297273516655,-2810.31497007,5.0
732,8307,867950,52,0.07483913749456406,-2199.96435546875,593.0,46.4,434076,0.010679012164473534,0.026541419327259064,-2812.8546504900005,5.0
736,8353,872694,52,0.07154287397861481,-2197.728515625,593.0,46.55,436448,0.010776485316455364,0.028492776677012444,-2814.11104047,5.0
740,8398,877438,52,0.059853117913007736,-2197.69580078125,593.0,46.74,438820,0.010792884975671768,0.024100270122289658,-2814.8841351799997,5.0
744,8444,882182,52,0.07499586045742035,-2197.43994140625,593.0,47.28,441192,0.010866895318031311,0.025155141949653625,-2815.7254548499996,5.0
748,8489,886926,52,0.08175790309906006,-2198.122314453125,593.0,48.15,443564,0.010917223058640957,0.02737361378967762,-2816.2665221700004,5.0
752,8534,891670,52,0.07954258471727371,-2198.567138671875,593.0,48.46,445936,0.011005042120814323,0.029316961765289307,-2816.9555759999994,5.0
756,8580,896414,52,0.06914282590150833,-2200.30029296875,593.0,49.02,448308,0.010924706235527992,0.026965534314513206,-2817.5076627900003,5.0
760,8625,901158,52,0.07978679984807968,-2201.520263671875,593.0,49.29,450680,0.010893397033214569,0.02611435391008854,-2818.3697083300003,5.0
764,8670,905902,52,0.06922736018896103,-2201.84521484375,593.0,49.63,453052,0.010994845069944859,0.02559240721166134,-2819.3103206399996,5.0
768,8716,910646,52,0.08120948076248169,-2203.5888671875,593.0,50.11,455424,0.011198865249752998,0.02996111661195755,-2820.2617585499993,5.0
772,8761,915390,52,0.08360276371240616,-2204.9970703125,593.0,50.27,457796,0.01111048087477684,0.02586502581834793,-2822.004271019999,5.0
776,8806,920134,52,0.09029056876897812,-2206.672119140625,593.0,50.63,460168,0.011273300275206566,0.026115657761693,-2823.01484047,5.0
780,8851,924878,52,0.10909021645784378,-2206.754150390625,593.0,51.08,462540,0.011067306622862816,0.036438215523958206,-2823.9525085699993,5.0
784,8897,929622,52,0.16871728003025055,-2209.97998046875,593.0,51.2,464912,0.01134008914232254,0.029712943360209465,-2824.6564956199995,5.0
