time/total_timesteps,train/ent_coef,time/time_elapsed,rollout/ep_rew_mean,train/n_updates,time/episodes,rollout/ep_len_mean,time/fps,train/critic_loss,train/actor_loss
600,0.002128288149833679,9,265.94143475,400798,4,150.0,65,0.028715629130601883,-328.8900146484375
1200,0.00223060161806643,15,295.308474125,401998,8,150.0,78,0.017434129491448402,-324.04833984375
1800,0.0022346905898302794,21,306.9383223333333,403198,12,150.0,84,0.016604755073785782,-319.6182861328125
2400,0.002296728314831853,27,313.71872874999997,404398,16,150.0,86,0.016598757356405258,-315.7275390625
3000,0.0022914514411240816,33,316.72080559999995,405598,20,150.0,88,0.027127569541335106,-312.1495361328125
3600,0.002345213433727622,40,320.4282630833333,406798,24,150.0,89,0.02182462438941002,-308.36138916015625
4200,0.002349342219531536,46,322.08777928571425,407998,28,150.0,90,0.019952641800045967,-305.22674560546875
4800,0.002425234066322446,52,323.8738788125,409198,32,150.0,91,0.0218990258872509,-302.289794921875
5400,0.002534172497689724,58,323.9753228333333,410398,36,150.0,91,0.02228647843003273,-298.8343505859375
6000,0.002570594195276499,64,325.786743525,411598,40,150.0,92,0.021075943484902382,-296.14862060546875
6600,0.0026546530425548553,71,326.9271969090909,412798,44,150.0,92,0.025306612253189087,-293.9850769042969
7200,0.0026002591475844383,77,327.56505662499995,413998,48,150.0,92,0.02661176584661007,-291.51336669921875
7800,0.002619242761284113,83,328.1971002499999,415198,52,150.0,93,0.020574530586600304,-289.07244873046875
8400,0.0026247564237564802,89,328.471461,416398,56,150.0,93,0.029074687510728836,-286.9622802734375
9000,0.0026687055360525846,95,329.97190344999996,417598,60,150.0,93,0.02424921654164791,-285.3465881347656
9600,0.0026703819166868925,102,330.66791693749997,418798,64,150.0,93,0.026722848415374756,-283.2503967285156
10200,0.0025927883107215166,108,330.53171832352933,419998,68,150.0,94,0.030282892286777496,-281.41961669921875
10800,0.002579760504886508,114,331.0507816111111,421198,72,150.0,94,0.0316772386431694,-279.71563720703125
11400,0.0027789566665887833,120,331.9273099605264,422398,76,150.0,94,0.02688704803586006,-278.1530456542969
12000,0.0026276230346411467,126,332.32888008749995,423598,80,150.0,94,0.02946588397026062,-276.74725341796875
12600,0.0025108582340180874,132,333.0002699404762,424798,84,150.0,94,0.025869695469737053,-275.58477783203125
13200,0.0025139539502561092,139,333.26052738636366,425998,88,150.0,94,0.025334494188427925,-273.8572082519531
