time/total_timesteps,train/safe_critic_loss,train/n_updates,train/actor_loss,time/episodes,rollout/ep_len_mean,rollout/ep_cost_mean,train/ent_coef,train/critic_loss,train/lag_coef,rollout/ep_rew_mean,time/fps,time/time_elapsed
212352,0.028859296813607216,424502,-2295.0322265625,1344,158.0,21.0,0.014418736100196838,0.05807099863886833,5.0,-770.32850179,52,4036
212984,0.024386290460824966,425766,-2294.5625,1348,158.0,21.23,0.014228197745978832,0.05381195992231369,5.0,-770.44389762,52,4048
213616,0.020982651039958,427030,-2296.46142578125,1352,158.0,21.56,0.014032050035893917,0.05180707201361656,5.0,-770.6770890599998,52,4060
214248,0.02212493307888508,428294,-2295.0771484375,1356,158.0,21.84,0.014086386188864708,0.06463269889354706,5.0,-771.07516272,52,4072
214880,0.027890492230653763,429558,-2296.817138671875,1360,158.0,22.16,0.014119875617325306,0.0542403869330883,5.0,-771.7201380099999,52,4084
215512,0.02451479248702526,430822,-2297.23388671875,1364,158.0,22.37,0.013996211811900139,0.05462907999753952,5.0,-771.9625893200001,52,4096
216144,0.028464874252676964,432086,-2296.009765625,1368,158.0,22.47,0.01393741276115179,0.06642942875623703,5.0,-772.02457304,52,4108
216776,0.023447809740900993,433350,-2296.446533203125,1372,158.0,22.42,0.014013220556080341,0.04954198747873306,5.0,-772.2519466199999,52,4120
217408,0.02661898545920849,434614,-2297.593994140625,1376,158.0,22.17,0.013865416869521141,0.07375948876142502,5.0,-772.8643850500001,52,4132
218040,0.025028208270668983,435878,-2297.98046875,1380,158.0,21.93,0.01390752475708723,0.05663002282381058,5.0,-772.9385878599999,52,4144
218672,0.0215406846255064,437142,-2299.35888671875,1384,158.0,21.79,0.01395958662033081,0.050783321261405945,5.0,-772.8310855799999,52,4156
219304,0.02775178663432598,438406,-2298.647216796875,1388,158.0,21.82,0.014173963107168674,0.052448876202106476,5.0,-772.53544108,52,4167
219936,0.02718094177544117,439670,-2299.716796875,1392,158.0,21.57,0.013969408348202705,0.05602269992232323,5.0,-772.6672898600002,52,4179
220568,0.03243641182780266,440934,-2299.732666015625,1396,158.0,21.58,0.014036460779607296,0.10062912851572037,5.0,-772.6812588500001,52,4191
221200,0.02569839544594288,442198,-2301.2666015625,1400,158.0,21.6,0.014205656945705414,0.0699099749326706,5.0,-772.9476732900001,52,4203
221832,0.02768293209373951,443462,-2301.653076171875,1404,158.0,21.6,0.014020144939422607,0.07089067995548248,5.0,-773.04349807,52,4215
222464,0.02012113481760025,444726,-2301.86083984375,1408,158.0,21.46,0.01400767546147108,0.060875631868839264,5.0,-773.11814467,52,4227
223096,0.029471151530742645,445990,-2303.263916015625,1412,158.0,21.5,0.014248238876461983,0.06919695436954498,5.0,-773.20147642,52,4239
223728,0.022842373698949814,447254,-2303.3701171875,1416,158.0,21.38,0.014249597676098347,0.07455635815858841,5.0,-772.8051712600001,52,4251
224360,0.0282684788107872,448518,-2304.43701171875,1420,158.0,21.3,0.01443093828856945,0.08720623701810837,5.0,-772.3903183399999,52,4263
224992,0.0253389123827219,449782,-2304.896728515625,1424,158.0,21.1,0.014297778718173504,0.07235401123762131,5.0,-771.5436166300001,52,4275
225624,0.02364146150648594,451046,-2305.02880859375,1428,158.0,21.02,0.014282208867371082,0.06785652041435242,5.0,-770.5850300399999,52,4287
226256,0.023696551099419594,452310,-2305.824951171875,1432,158.0,20.78,0.014262201264500618,0.06297356635332108,5.0,-769.6902754899997,52,4299
226888,0.02926597371697426,453574,-2305.52880859375,1436,158.0,20.47,0.014288843609392643,0.07032503932714462,5.0,-769.0508272699999,52,4311
227520,0.022879822179675102,454838,-2305.707763671875,1440,158.0,20.16,0.014367173425853252,0.06022744998335838,5.0,-768.15805427,52,4323
228152,0.024994393810629845,456102,-2305.2021484375,1444,158.0,20.06,0.014546659775078297,0.057509686797857285,5.0,-767.95413965,52,4335
228784,0.028210369870066643,457366,-2306.70703125,1448,158.0,19.88,0.014604534022510052,0.06819839775562286,5.0,-768.02155056,52,4347
229416,0.024706358090043068,458630,-2308.57421875,1452,158.0,19.49,0.01476023718714714,0.04829561337828636,5.0,-768.12877839,52,4359
230048,0.028014129027724266,459894,-2309.73046875,1456,158.0,19.33,0.01461563166230917,0.05508255958557129,5.0,-768.1796415899998,52,4371
230680,0.025767480954527855,461158,-2310.0263671875,1460,158.0,19.15,0.014809679239988327,0.06072016432881355,5.0,-768.27054219,52,4383
231312,0.02792505733668804,462422,-2311.2958984375,1464,158.0,19.08,0.014651728793978691,0.07280414551496506,5.0,-768.46283281,52,4394
231944,0.028424277901649475,463686,-2312.562744140625,1468,158.0,18.92,0.014930752106010914,0.06983799487352371,5.0,-768.0663455800001,52,4406
232576,0.028738701716065407,464950,-2313.33251953125,1472,158.0,18.92,0.014910772442817688,0.06161501258611679,5.0,-767.4444811299999,52,4418
233208,0.026387067511677742,466214,-2314.311767578125,1476,158.0,18.96,0.01489278208464384,0.05659816786646843,5.0,-766.91866087,52,4430
233840,0.03080451674759388,467478,-2315.62255859375,1480,158.0,19.09,0.014869137667119503,0.06771136820316315,5.0,-766.4676103899998,52,4442
234472,0.026946676895022392,468742,-2317.146240234375,1484,158.0,19.07,0.014801128767430782,0.05828798562288284,5.0,-766.75045832,52,4454
235104,0.026241667568683624,470006,-2317.33447265625,1488,158.0,19.05,0.014970467425882816,0.05420740321278572,5.0,-767.3353892699998,52,4466
235736,0.028322532773017883,471270,-2319.34375,1492,158.0,19.16,0.014855481684207916,0.05215698480606079,5.0,-767.3284336999999,52,4478
236368,0.025748219341039658,472534,-2318.878173828125,1496,158.0,18.88,0.014895018190145493,0.054770395159721375,5.0,-767.5346894499999,52,4490
237000,0.02346719801425934,473798,-2319.767578125,1500,158.0,18.73,0.014844930730760098,0.0491347536444664,5.0,-767.79600459,52,4502
237632,0.03392359986901283,475062,-2319.69580078125,1504,158.0,18.76,0.014850898645818233,0.061242569237947464,5.0,-767.8327569299998,52,4514
238264,0.034255824983119965,476326,-2321.27392578125,1508,158.0,18.84,0.014697653241455555,0.062125079333782196,5.0,-767.93231398,52,4526
238896,0.033422090113162994,477590,-2321.52294921875,1512,158.0,18.79,0.014699517749249935,0.06504512578248978,5.0,-768.00684502,52,4538
239528,0.02656429260969162,478854,-2322.58203125,1516,158.0,18.85,0.014422263018786907,0.06191156804561615,5.0,-768.70814617,52,4550
240160,0.029871555045247078,480118,-2322.3134765625,1520,158.0,18.88,0.014572124928236008,0.0628831759095192,5.0,-769.3144488600001,52,4562
240792,0.02504814602434635,481382,-2322.5849609375,1524,158.0,18.89,0.014665617607533932,0.05582363158464432,5.0,-770.2875692399998,52,4573
241424,0.024560434743762016,482646,-2323.21630859375,1528,158.0,19.03,0.014625530689954758,0.06532219797372818,5.0,-770.86426304,52,4585
242056,0.030925903469324112,483910,-2323.70556640625,1532,158.0,19.14,0.01455610990524292,0.0719173476099968,5.0,-771.46206038,52,4597
242688,0.03216833993792534,485174,-2324.52001953125,1536,158.0,19.27,0.014593236148357391,0.06410036981105804,5.0,-771.99557669,52,4609
243320,0.02261074259877205,486438,-2325.510009765625,1540,158.0,19.36,0.014464088715612888,0.05682598799467087,5.0,-772.8736636300001,52,4621
243952,0.030396245419979095,487702,-2325.563720703125,1544,158.0,19.53,0.014483282342553139,0.06030091643333435,5.0,-773.10794514,52,4633
244584,0.025379307568073273,488966,-2326.77685546875,1548,158.0,19.71,0.014588365331292152,0.07849632203578949,5.0,-772.7819583200002,52,4645
245216,0.02752728760242462,490230,-2326.34619140625,1552,158.0,19.98,0.014809664338827133,0.06457291543483734,5.0,-772.4241367699999,52,4657
245848,0.029685191810131073,491494,-2327.01953125,1556,158.0,20.31,0.014678237959742546,0.07087817788124084,5.0,-771.4564944699999,52,4669
246480,0.03154736012220383,492758,-2327.33349609375,1560,158.0,20.4,0.014697043225169182,0.06751548498868942,5.0,-771.441111,52,4681
247112,0.029807448387145996,494022,-2327.97314453125,1564,158.0,20.44,0.014760948717594147,0.06827594339847565,5.0,-771.55800131,52,4693
247744,0.029635608196258545,495286,-2327.760986328125,1568,158.0,20.52,0.014850870706140995,0.06385989487171173,5.0,-772.4006021000001,52,4705
248376,0.0302626583725214,496550,-2328.489013671875,1572,158.0,20.66,0.014883517287671566,0.06964648514986038,5.0,-773.3329481799999,52,4717
249008,0.029806900769472122,497814,-2327.689697265625,1576,158.0,20.77,0.015001566149294376,0.06676078587770462,5.0,-774.0852030799999,52,4728
249640,0.024435769766569138,499078,-2327.72021484375,1580,158.0,20.92,0.014685029163956642,0.06517335772514343,5.0,-774.8401140700001,52,4740
250272,0.027315501123666763,500342,-2326.757080078125,1584,158.0,21.09,0.014591746963560581,0.06928733736276627,5.0,-775.0485954300003,52,4752
250904,0.023479819297790527,501606,-2327.45068359375,1588,158.0,21.16,0.014770080335438251,0.06219181418418884,5.0,-775.1166421600002,52,4764
251536,0.02888602204620838,502870,-2326.76611328125,1592,158.0,21.21,0.014656969346106052,0.07127784937620163,5.0,-775.5011782200002,52,4776
252168,0.030331918969750404,504134,-2327.724365234375,1596,158.0,21.41,0.01471791323274374,0.06903953105211258,5.0,-775.7042849100002,52,4788
252800,0.025650832802057266,505398,-2327.3271484375,1600,158.0,21.56,0.014556491747498512,0.05984831601381302,5.0,-775.9822315700002,52,4800
253432,0.028781529515981674,506662,-2327.774169921875,1604,158.0,21.59,0.014441201463341713,0.07688666135072708,5.0,-776.29977394,52,4812
254064,0.020864225924015045,507926,-2328.6142578125,1608,158.0,21.55,0.014451093040406704,0.06313974410295486,5.0,-776.5900960399999,52,4824
254696,0.022918157279491425,509190,-2327.078369140625,1612,158.0,21.45,0.014404470100998878,0.06544092297554016,5.0,-776.92649889,52,4836
255328,0.025605687871575356,510454,-2326.2197265625,1616,158.0,21.51,0.014542165212333202,0.06626222282648087,5.0,-776.9727024099999,52,4848
255960,0.021465566009283066,511718,-2327.6220703125,1620,158.0,21.51,0.014488283544778824,0.07981604337692261,5.0,-776.958619,52,4860
256592,0.025875350460410118,512982,-2327.7412109375,1624,158.0,21.73,0.014869407750666142,0.08790595829486847,5.0,-776.5952128499999,52,4872
257224,0.025539329275488853,514246,-2327.470703125,1628,158.0,21.59,0.014838242903351784,0.0958045944571495,5.0,-776.61264481,52,4884
257856,0.033527933061122894,515510,-2329.096435546875,1632,158.0,21.74,0.014552529901266098,0.10420460253953934,5.0,-776.8861573500002,52,4896
258488,0.031129861250519753,516774,-2327.606201171875,1636,158.0,21.74,0.014473830349743366,0.10037703812122345,5.0,-777.24761224,52,4908
259120,0.026755670085549355,518038,-2327.645751953125,1640,158.0,21.66,0.014626612886786461,0.0641690045595169,5.0,-777.2080071000001,52,4920
259752,0.03321433067321777,519302,-2325.82763671875,1644,158.0,21.38,0.014754248782992363,0.07041028887033463,5.0,-777.5590122199999,52,4932
260384,0.029170775786042213,520566,-2326.93505859375,1648,158.0,21.27,0.014614983461797237,0.06863238662481308,5.0,-778.19061906,52,4944
261016,0.022562455385923386,521830,-2326.58349609375,1652,158.0,21.2,0.014621508307754993,0.059533122926950455,5.0,-778.8472335499999,52,4956
261648,0.025820285081863403,523094,-2325.357421875,1656,158.0,21.05,0.014539551921188831,0.0538540855050087,5.0,-780.1898050799999,52,4968
262280,0.025826433673501015,524358,-2326.55517578125,1660,158.0,21.11,0.014560636132955551,0.05440881475806236,5.0,-780.6559798800001,52,4980
262912,0.022139623761177063,525622,-2326.618408203125,1664,158.0,20.96,0.014633184298872948,0.05201149731874466,5.0,-781.18559547,52,4992
263544,0.028250524774193764,526886,-2323.86328125,1668,158.0,20.96,0.014795314520597458,0.05613403394818306,5.0,-781.55064967,52,5004
264176,0.025791583582758904,528150,-2325.5263671875,1672,158.0,20.95,0.014615116640925407,0.05617089942097664,5.0,-781.8688204099999,52,5016
264808,0.028095636516809464,529414,-2325.93359375,1676,158.0,21.07,0.014545577578246593,0.05384910851716995,5.0,-782.1540471300001,52,5028
265440,0.026133473962545395,530678,-2326.4130859375,1680,158.0,21.01,0.014886775054037571,0.05834762752056122,5.0,-782.50300347,52,5040
266072,0.02142791450023651,531942,-2326.040283203125,1684,158.0,21.03,0.014837522059679031,0.05469922721385956,5.0,-782.71669472,52,5052
266704,0.023956796154379845,533206,-2328.2265625,1688,158.0,21.11,0.014991691336035728,0.05016935616731644,5.0,-782.9606297299999,52,5064
267336,0.026162534952163696,534470,-2326.89599609375,1692,158.0,21.1,0.015202832408249378,0.0582159161567688,5.0,-783.07312886,52,5075
267968,0.023646030575037003,535734,-2327.67138671875,1696,158.0,21.23,0.014874626882374287,0.0564056858420372,5.0,-783.26892656,52,5087
268600,0.025941364467144012,536998,-2330.160400390625,1700,158.0,21.3,0.01489286683499813,0.05540980398654938,5.0,-783.0867308999998,52,5099
269232,0.026567623019218445,538262,-2330.86572265625,1704,158.0,21.35,0.015150820836424828,0.05381134897470474,5.0,-783.0867440000002,52,5111
269864,0.02414589934051037,539526,-2330.539794921875,1708,158.0,21.35,0.015008850023150444,0.0640474259853363,5.0,-783.1154137199999,52,5123
270496,0.029683619737625122,540790,-2330.23046875,1712,158.0,21.5,0.015061099082231522,0.07104799896478653,5.0,-783.0873903199998,52,5135
271128,0.03324165195226669,542054,-2330.85302734375,1716,158.0,21.62,0.014947142452001572,0.06351013481616974,5.0,-783.28867554,52,5147
271760,0.022620895877480507,543318,-2329.58154296875,1720,158.0,21.76,0.014889408834278584,0.06268646568059921,5.0,-783.67829231,52,5159
272392,0.021515177562832832,544582,-2331.4580078125,1724,158.0,21.58,0.014867578633129597,0.055683769285678864,5.0,-784.4357232900002,52,5171
273024,0.031891778111457825,545846,-2332.02099609375,1728,158.0,21.55,0.014779901131987572,0.062324922531843185,5.0,-785.2354414199998,52,5182
273656,0.024096999317407608,547110,-2333.42578125,1732,158.0,21.44,0.01489447895437479,0.06267397105693817,5.0,-785.6672771400001,52,5194
274288,0.03009764291346073,548374,-2332.19384765625,1736,158.0,21.48,0.014924764633178711,0.06876976788043976,5.0,-786.0245911100002,52,5206
274920,0.02536281757056713,549638,-2332.36572265625,1740,158.0,21.4,0.014798561111092567,0.0644615888595581,5.0,-786.4929845,52,5218
275552,0.02492380701005459,550902,-2331.89111328125,1744,158.0,21.5,0.014906664378941059,0.06077152490615845,5.0,-786.59488587,52,5230
276184,0.02818339504301548,552166,-2332.151123046875,1748,158.0,21.45,0.014872916974127293,0.050929777324199677,5.0,-786.71984163,52,5242
276816,0.02514944225549698,553430,-2330.375,1752,158.0,21.45,0.014887697994709015,0.06259828060865402,5.0,-786.7516479699999,52,5254
277448,0.03013431839644909,554694,-2332.24658203125,1756,158.0,21.31,0.014718187972903252,0.06111941859126091,5.0,-786.7187993800002,52,5266
278080,0.02350703999400139,555958,-2332.333984375,1760,158.0,21.31,0.01502658799290657,0.04879245162010193,5.0,-786.75441827,52,5278
278712,0.024787642061710358,557222,-2333.76513671875,1764,158.0,21.55,0.014909756369888783,0.052960995584726334,5.0,-786.72670499,52,5289
279344,0.0247809998691082,558486,-2332.5859375,1768,158.0,21.79,0.01493094302713871,0.06334946304559708,5.0,-786.6448158700001,52,5301
279976,0.020316828042268753,559750,-2332.810546875,1772,158.0,21.74,0.014784433878958225,0.059265799820423126,5.0,-786.54973031,52,5313
280608,0.024364270269870758,561014,-2332.4638671875,1776,158.0,21.7,0.014935131184756756,0.06633064895868301,5.0,-786.21656997,52,5325
281240,0.03088187612593174,562278,-2332.49560546875,1780,158.0,21.78,0.01510999258607626,0.07162594795227051,5.0,-786.1501656599999,52,5337
281872,0.026689043268561363,563542,-2332.96923828125,1784,158.0,21.86,0.014845815487205982,0.07728783786296844,5.0,-785.70478671,52,5349
282504,0.024893777444958687,564806,-2333.849609375,1788,158.0,21.86,0.014946630224585533,0.0803752914071083,5.0,-784.6930549299999,52,5361
283136,0.02782534994184971,566070,-2332.790771484375,1792,158.0,21.91,0.014990953728556633,0.06694605201482773,5.0,-783.82157936,52,5373
283768,0.02253677137196064,567334,-2333.619140625,1796,158.0,22.04,0.015098411589860916,0.07158201932907104,5.0,-783.3624769800001,52,5385
284400,0.025318551808595657,568598,-2336.12890625,1800,158.0,22.01,0.015258455649018288,0.07557819038629532,5.0,-783.11274688,52,5397
285032,0.028653064742684364,569862,-2336.4267578125,1804,158.0,22.03,0.015266344882547855,0.07048396021127701,5.0,-783.0439526199998,52,5409
285664,0.03003384917974472,571126,-2336.0068359375,1808,158.0,22.24,0.015104597434401512,0.06796271353960037,5.0,-783.0936925100001,52,5421
286296,0.023934263736009598,572390,-2336.877685546875,1812,158.0,22.44,0.01513902097940445,0.0599668025970459,5.0,-783.24196732,52,5433
286928,0.02658836729824543,573654,-2336.0771484375,1816,158.0,22.38,0.015033253468573093,0.07290063053369522,5.0,-783.2923102200001,52,5445
287560,0.02695605158805847,574918,-2337.517578125,1820,158.0,22.45,0.015137533657252789,0.05976642295718193,5.0,-783.3466173900001,52,5456
288192,0.03128741681575775,576182,-2337.8505859375,1824,158.0,22.7,0.01526322215795517,0.07728354632854462,5.0,-783.3961040099999,52,5468
288824,0.027675539255142212,577446,-2339.994873046875,1828,158.0,22.89,0.015203411690890789,0.06900325417518616,5.0,-783.42920021,52,5480
289456,0.025618260726332664,578710,-2338.5322265625,1832,158.0,23.15,0.01531453151255846,0.0620809830725193,5.0,-783.5117460399998,52,5492
290088,0.022201044484972954,579974,-2340.05126953125,1836,158.0,23.29,0.015102983452379704,0.06091081723570824,5.0,-783.5516435000001,52,5504
290720,0.02208349108695984,581238,-2340.6083984375,1840,158.0,23.61,0.015054788440465927,0.05885934829711914,5.0,-783.65382218,52,5516
291352,0.02955808863043785,582502,-2342.13134765625,1844,158.0,23.65,0.015157273039221764,0.061422199010849,5.0,-783.6830457799999,52,5528
291984,0.031048886477947235,583766,-2340.361328125,1848,158.0,23.81,0.0152756217867136,0.07901906222105026,5.0,-783.6870058199999,52,5540
292616,0.02828282304108143,585030,-2340.740478515625,1852,158.0,23.87,0.015162448398768902,0.0640055388212204,5.0,-783.9174522499999,52,5552
293248,0.02610352262854576,586294,-2342.48095703125,1856,158.0,23.88,0.015056281350553036,0.07018726319074631,5.0,-784.1548770999999,52,5564
293880,0.026649419218301773,587558,-2342.409912109375,1860,158.0,24.07,0.015238060615956783,0.05789172649383545,5.0,-784.33250451,52,5576
294512,0.022319285199046135,588822,-2343.01904296875,1864,158.0,24.15,0.01519727148115635,0.06843763589859009,5.0,-784.16562532,52,5588
295144,0.03025723062455654,590086,-2342.80029296875,1868,158.0,24.05,0.01531198900192976,0.07985690236091614,5.0,-784.22971022,52,5600
295776,0.03079984337091446,591350,-2343.005615234375,1872,158.0,24.1,0.01508565153926611,0.07005003839731216,5.0,-783.9356189400002,52,5612
296408,0.02347232960164547,592614,-2342.93896484375,1876,158.0,24.17,0.015106081031262875,0.06202376261353493,5.0,-783.8754866800002,52,5624
297040,0.026125025004148483,593878,-2344.21728515625,1880,158.0,24.26,0.014805887825787067,0.07536271214485168,5.0,-783.87434181,52,5636
297672,0.02506026066839695,595142,-2342.33740234375,1884,158.0,24.41,0.01496525015681982,0.0598469153046608,5.0,-784.5032702899999,52,5648
298304,0.024062583222985268,596406,-2343.862060546875,1888,158.0,24.44,0.015153797343373299,0.05350062623620033,5.0,-785.7340994499999,52,5660
298936,0.02441580779850483,597670,-2343.845703125,1892,158.0,24.44,0.0150595773011446,0.06445576995611191,5.0,-786.8139955799999,52,5672
299568,0.029545657336711884,598934,-2343.52880859375,1896,158.0,24.3,0.015190823934972286,0.06218246743083,5.0,-787.2155674499998,52,5684
300200,0.024344319477677345,600198,-2343.720703125,1900,158.0,24.43,0.015291771851480007,0.05256224423646927,5.0,-787.75844312,52,5696
300832,0.02421759068965912,601462,-2343.1787109375,1904,158.0,24.47,0.015035582706332207,0.04387897253036499,5.0,-788.01149061,52,5708
301464,0.02520712837576866,602726,-2344.88232421875,1908,158.0,24.35,0.01490183174610138,0.05367278680205345,5.0,-788.1582786300002,52,5720
302096,0.029714535921812057,603990,-2343.11669921875,1912,158.0,24.35,0.014891290105879307,0.055910225957632065,5.0,-788.1460131599998,52,5732
302728,0.02555054798722267,605254,-2343.64892578125,1916,158.0,24.39,0.01484766323119402,0.06472363322973251,5.0,-788.2157298,52,5744
303360,0.02253275364637375,606518,-2343.638916015625,1920,158.0,24.25,0.014821793884038925,0.048652518540620804,5.0,-788.2447337599999,52,5756
303992,0.027435259893536568,607782,-2342.61474609375,1924,158.0,24.12,0.014802752062678337,0.05437847226858139,5.0,-788.4771649900001,52,5768
304624,0.030889498069882393,609046,-2343.1796875,1928,158.0,23.98,0.014750801958143711,0.05619417876005173,5.0,-788.6221233699999,52,5780
305256,0.03106536902487278,610310,-2342.65283203125,1932,158.0,23.82,0.014859569258987904,0.06316310167312622,5.0,-788.77921314,52,5792
305888,0.023747509345412254,611574,-2341.66357421875,1936,158.0,23.87,0.014797487296164036,0.049700796604156494,5.0,-789.03544483,52,5804
306520,0.02707790769636631,612838,-2342.302734375,1940,158.0,24.04,0.014933991245925426,0.05865298956632614,5.0,-789.26659506,52,5816
307152,0.026276148855686188,614102,-2343.977783203125,1944,158.0,24.09,0.014923207461833954,0.06535737216472626,5.0,-789.48251369,52,5828
307784,0.024770045652985573,615366,-2343.5244140625,1948,158.0,24.12,0.01497675757855177,0.05569063872098923,5.0,-789.2931795100001,52,5840
308416,0.024958577007055283,616630,-2344.67724609375,1952,158.0,24.43,0.014846538193523884,0.06888829916715622,5.0,-788.2639849699997,52,5852
309048,0.02199145406484604,617894,-2345.48828125,1956,158.0,24.7,0.014912594109773636,0.05142798647284508,5.0,-787.14154073,52,5864
309680,0.026146462187170982,619158,-2345.376953125,1960,158.0,24.71,0.014682536013424397,0.05120430514216423,5.0,-786.63118131,52,5876
310312,0.023499932140111923,620422,-2346.39599609375,1964,158.0,24.71,0.014770650304853916,0.05605299025774002,5.0,-786.4424633799999,52,5888
310944,0.021308520808815956,621686,-2346.159912109375,1968,158.0,24.9,0.014749163761734962,0.049463748931884766,5.0,-786.78240406,52,5900
311576,0.02334791049361229,622950,-2345.279541015625,1972,158.0,25.06,0.014866074547171593,0.05265284329652786,5.0,-787.4402400399999,52,5912
312208,0.02639782801270485,624214,-2346.42626953125,1976,158.0,25.17,0.014938990585505962,0.05699741095304489,5.0,-788.1156008300002,52,5924
312840,0.0242496095597744,625478,-2347.045654296875,1980,158.0,25.31,0.014944050461053848,0.05527062714099884,5.0,-788.3854194800001,52,5936
313472,0.024305591359734535,626742,-2347.784423828125,1984,158.0,25.18,0.014981414191424847,0.06532370299100876,5.0,-788.5490630199998,52,5948
314104,0.021295350044965744,628006,-2346.69189453125,1988,158.0,25.21,0.015064891427755356,0.06349437683820724,5.0,-788.6144160299998,52,5960
314736,0.0227050743997097,629270,-2347.70849609375,1992,158.0,25.34,0.01485399343073368,0.05030171200633049,5.0,-788.8021253600001,52,5972
315368,0.02362881600856781,630534,-2348.6962890625,1996,158.0,25.33,0.014779400080442429,0.05808531492948532,5.0,-789.21473913,52,5984
316000,0.025475937873125076,631798,-2346.71337890625,2000,158.0,25.15,0.015083616599440575,0.05260529741644859,5.0,-789.4563254999998,52,5995
316632,0.02378069795668125,633062,-2348.58740234375,2004,158.0,25.2,0.0151224909350276,0.04885229468345642,5.0,-789.7539747100001,52,6007
317264,0.031481705605983734,634326,-2348.9072265625,2008,158.0,25.36,0.01518741250038147,0.0607420839369297,5.0,-789.9061175400003,52,6019
317896,0.026007773354649544,635590,-2349.5400390625,2012,158.0,25.21,0.014978600665926933,0.049620337784290314,5.0,-790.19231991,52,6031
318528,0.022868774831295013,636854,-2349.62939453125,2016,158.0,25.37,0.015154187567532063,0.04946448281407356,5.0,-790.26604108,52,6043
319160,0.025655319914221764,638118,-2350.54931640625,2020,158.0,25.5,0.015098742209374905,0.05775229632854462,5.0,-790.3216489400002,52,6055
319792,0.027100440114736557,639382,-2350.0703125,2024,158.0,25.66,0.015091105364263058,0.05454209819436073,5.0,-790.3410328699999,52,6067
320424,0.02339782379567623,640646,-2351.32568359375,2028,158.0,25.91,0.014890437945723534,0.06368066370487213,5.0,-790.48556474,52,6079
321056,0.02463774010539055,641910,-2350.921875,2032,158.0,26.0,0.014944585040211678,0.04767995327711105,5.0,-790.42017594,52,6091
321688,0.020820369943976402,643174,-2350.37451171875,2036,158.0,25.94,0.014714321121573448,0.0450034961104393,5.0,-790.20473447,52,6103
322320,0.01904277689754963,644438,-2350.63134765625,2040,158.0,25.89,0.01487903855741024,0.04505022242665291,5.0,-790.24636858,52,6115
322952,0.02499641291797161,645702,-2351.16943359375,2044,158.0,25.98,0.014728929847478867,0.05752386525273323,5.0,-790.1459123399998,52,6127
323584,0.019789403304457664,646966,-2350.8837890625,2048,158.0,25.91,0.014867840334773064,0.05008026212453842,5.0,-790.74494317,52,6139
324216,0.025325939059257507,648230,-2350.72998046875,2052,158.0,25.65,0.015015500597655773,0.05825744569301605,5.0,-791.5662505600001,52,6151
324848,0.027924831956624985,649494,-2351.56201171875,2056,158.0,25.53,0.014722827821969986,0.06835523992776871,5.0,-792.0537676700001,52,6163
325480,0.022084755823016167,650758,-2352.01513671875,2060,158.0,25.35,0.014766291715204716,0.046115417033433914,5.0,-792.2251994899998,52,6175
326112,0.03377525880932808,652022,-2350.6943359375,2064,158.0,25.38,0.015053043141961098,0.07804769277572632,5.0,-792.3191825100001,52,6187
326744,0.022930173203349113,653286,-2352.4970703125,2068,158.0,25.24,0.01491379551589489,0.055579185485839844,5.0,-791.8668641099998,52,6199
327376,0.024627285078167915,654550,-2352.11474609375,2072,158.0,25.19,0.015010947361588478,0.05605907365679741,5.0,-791.4598395399998,52,6211
328008,0.024988418444991112,655814,-2352.017333984375,2076,158.0,25.24,0.014874215237796307,0.06056331470608711,5.0,-791.2008790699999,52,6223
328640,0.030909059569239616,657078,-2351.0947265625,2080,158.0,25.11,0.014957381412386894,0.06011659651994705,5.0,-790.7308278900002,52,6235
329272,0.03148501366376877,658342,-2352.901123046875,2084,158.0,25.29,0.015092644840478897,0.05210159346461296,5.0,-790.13858536,52,6247
329904,0.02475108578801155,659606,-2352.508544921875,2088,158.0,25.59,0.01498683076351881,0.049087658524513245,5.0,-789.73279196,52,6259
330536,0.026002466678619385,660870,-2352.462646484375,2092,158.0,25.65,0.014897042885422707,0.049422793090343475,5.0,-789.29921415,52,6271
331168,0.027129393070936203,662134,-2352.166015625,2096,158.0,25.79,0.014968860894441605,0.05568955838680267,5.0,-788.98449042,52,6283
331800,0.028922189027071,663398,-2352.53564453125,2100,158.0,26.14,0.014914763160049915,0.05102100595831871,5.0,-788.72248584,52,6295
332432,0.0229207631200552,664662,-2353.35205078125,2104,158.0,26.22,0.01479946356266737,0.04547540470957756,5.0,-788.4486649099999,52,6307
333064,0.024627095088362694,665926,-2351.938720703125,2108,158.0,26.23,0.014935322105884552,0.048909131437540054,5.0,-788.304456,52,6319
333696,0.0249507836997509,667190,-2352.18603515625,2112,158.0,26.55,0.014718159101903439,0.053555916994810104,5.0,-788.02413529,52,6331
334328,0.026897266507148743,668454,-2352.94580078125,2116,158.0,26.35,0.01486610434949398,0.04373703896999359,5.0,-788.01905023,52,6343
334960,0.026208970695734024,669718,-2352.64501953125,2120,158.0,26.37,0.014763560146093369,0.04835367575287819,5.0,-788.0410230900001,52,6355
335592,0.02393275499343872,670982,-2352.17236328125,2124,158.0,26.42,0.014819717034697533,0.04252856597304344,5.0,-787.93741814,52,6367
336224,0.029088513925671577,672246,-2352.111083984375,2128,158.0,26.45,0.01481239777058363,0.053380247205495834,5.0,-787.8606393100001,52,6379
336856,0.02895200066268444,673510,-2352.78662109375,2132,158.0,26.4,0.014907822012901306,0.04816396161913872,5.0,-787.9981403999998,52,6391
