rollout/ep_len_mean,train/ent_coef,train/critic_loss,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/actor_loss,time/episodes,time/total_timesteps,train/n_updates
150.0,0.001058295019902289,0.022732097655534744,9,66,302.70892200000003,-337.0270690917969,4,600,800798
150.0,0.0012630331330001354,0.021177692338824272,14,80,330.074146875,-332.81463623046875,8,1200,801998
150.0,0.001448365394026041,0.014951848424971104,21,85,340.49021166666665,-328.64605712890625,12,1800,803198
150.0,0.0016996554331853986,0.06035323441028595,27,88,345.4792584375,-325.1905517578125,16,2400,804398
150.0,0.001972673926502466,0.041141778230667114,33,90,344.0377205,-321.5724792480469,20,3000,805598
150.0,0.002299873623996973,0.04345392808318138,39,91,343.8664168333333,-318.1139221191406,24,3600,806798
150.0,0.002464050892740488,0.031150154769420624,45,92,345.56351935714287,-315.09710693359375,28,4200,807998
150.0,0.0025276171509176493,0.025957107543945312,51,93,348.30800915625,-312.2149353027344,32,4800,809198
150.0,0.0026933583430945873,0.05306864529848099,57,94,348.63309972222225,-309.3855895996094,36,5400,810398
150.0,0.002656590426340699,0.042859844863414764,63,94,349.253987925,-306.97039794921875,40,6000,811598
150.0,0.002896994585171342,0.07418913394212723,69,95,348.9626659772727,-304.81988525390625,44,6600,812798
150.0,0.0027693938463926315,0.058256227523088455,75,95,349.08906237499997,-302.22412109375,48,7200,813998
150.0,0.0026060284581035376,0.026550818234682083,81,95,350.6799182499999,-300.19873046875,52,7800,815198
150.0,0.0025542541407048702,0.03113182820379734,87,95,351.74542894642855,-298.42181396484375,56,8400,816398
150.0,0.0026153826620429754,0.03160548210144043,93,96,352.51542265,-297.07049560546875,60,9000,817598
150.0,0.0026600270066410303,0.03418181464076042,99,96,353.21532575,-295.5164794921875,64,9600,818798
150.0,0.0027325444389134645,0.039953991770744324,105,96,352.8037903088235,-293.78411865234375,68,10200,819998
150.0,0.0027926682960242033,0.04267549142241478,111,96,353.5094423611111,-292.23388671875,72,10800,821198
150.0,0.0027810113970190287,0.0414460115134716,117,96,354.16910515789476,-290.99871826171875,76,11400,822398
150.0,0.002730569802224636,0.03896205872297287,124,96,355.0794386875,-290.577392578125,80,12000,823598
150.0,0.002663904568180442,0.0335211344063282,130,96,355.62493365476195,-289.4189758300781,84,12600,824798
150.0,0.002655985066667199,0.027836162596940994,135,97,356.3894198863636,-288.6098327636719,88,13200,825998
150.0,0.0027633497957140207,0.03123973123729229,141,97,357.2696441086957,-287.00958251953125,92,13800,827198
150.0,0.0026006274856626987,0.04168166592717171,148,97,357.6217092083334,-286.3631896972656,96,14400,828398
150.0,0.0026452543679624796,0.032453060150146484,154,97,358.20343684000005,-285.8974609375,100,15000,829598
150.0,0.002664172789081931,0.029284130781888962,160,97,361.1423869100001,-285.5601501464844,104,15600,830798
150.0,0.0025759292766451836,0.0304793082177639,166,97,361.97859832,-284.06317138671875,108,16200,831998
150.0,0.0025191197637468576,0.026146963238716125,172,97,362.6443838299999,-284.30059814453125,112,16800,833198
150.0,0.0025597617495805025,0.030507389456033707,178,97,363.25088715,-283.65264892578125,116,17400,834398
150.0,0.002563846530392766,0.02720032073557377,184,97,364.90594322,-283.58990478515625,120,18000,835598
150.0,0.0025035131257027388,0.03128619119524956,190,97,366.61079581000007,-282.80242919921875,124,18600,836798
150.0,0.002570401644334197,0.05393016338348389,196,97,367.20853802000005,-282.77813720703125,128,19200,837998
150.0,0.002697449177503586,0.03784632310271263,202,97,367.19649498,-282.34869384765625,132,19800,839198
150.0,0.002530300058424473,0.041457727551460266,208,97,368.1404184399999,-281.82965087890625,136,20400,840398
150.0,0.0026476255152374506,0.0435309037566185,214,97,369.1115214200001,-281.8628234863281,140,21000,841598
150.0,0.002716271672397852,0.04630402475595474,221,97,370.59745712000006,-281.8962707519531,144,21600,842798
150.0,0.0026184460148215294,0.03480488806962967,227,97,371.56726096,-281.7088623046875,148,22200,843998
150.0,0.0024917367845773697,0.031835973262786865,233,97,372.14746441000005,-281.46630859375,152,22800,845198
150.0,0.0024655929300934076,0.03604539856314659,239,97,373.23801230000004,-280.9288635253906,156,23400,846398
150.0,0.002581404522061348,0.032315630465745926,245,97,374.3737904699999,-281.138671875,160,24000,847598
150.0,0.0024500596337020397,0.02611077018082142,251,97,374.93611018,-281.4085998535156,164,24600,848798
150.0,0.002381283091381192,0.028227420523762703,257,97,376.22595254,-280.66558837890625,168,25200,849998
150.0,0.0023500830866396427,0.027688248082995415,263,97,377.18431666000004,-280.41693115234375,172,25800,851198
150.0,0.002420910634100437,0.027137398719787598,269,98,377.97562695,-281.46856689453125,176,26400,852398
150.0,0.0023437230847775936,0.028396185487508774,275,98,378.31479054999994,-280.9530334472656,180,27000,853598
150.0,0.002419437048956752,0.023410961031913757,281,98,379.22863857,-281.0870361328125,184,27600,854798
150.0,0.002306296955794096,0.02547445520758629,287,98,379.8614578599999,-280.64178466796875,188,28200,855998
150.0,0.0023605390451848507,0.027322882786393166,293,98,380.5971651699999,-281.4851379394531,192,28800,857198
150.0,0.0025008749216794968,0.030221933498978615,299,98,381.39806612,-281.12823486328125,196,29400,858398
150.0,0.0026329848915338516,0.09186351299285889,305,98,381.6959804400001,-280.2591552734375,200,30000,859598
150.0,0.002377585507929325,0.030492952093482018,311,98,381.9160825499998,-280.34716796875,204,30600,860798
150.0,0.002251305850222707,0.028708815574645996,317,98,382.31652421,-280.65850830078125,208,31200,861998
