train/critic_loss,train/n_updates,time/fps,rollout/ep_rew_mean,train/actor_loss,time/total_timesteps,rollout/ep_len_mean,time/episodes,train/ent_coef,time/time_elapsed
1.7450193166732788,998,38,30.28435675,-102.83865356445312,600,150.0,4,0.8652172088623047,15
