train/n_updates,time/episodes,time/total_timesteps,time/fps,train/ent_coef,rollout/ep_len_mean,train/critic_loss,time/time_elapsed,rollout/ep_rew_mean,train/actor_loss
144790,92,72496,100,0.0010078641353175044,788.0,0.013100734911859035,719,1387.2560456195654,-218.3245391845703
151094,96,75648,100,0.0010204995051026344,788.0,0.01603672280907631,750,1397.1730054479167,-219.61509704589844
157398,100,78800,100,0.0010210679611191154,788.0,0.011354944668710232,781,1406.3818660599998,-217.85076904296875
163702,104,81952,100,0.001033608103170991,788.0,0.013635203242301941,812,1464.76331208,-218.68710327148438
170006,108,85104,100,0.0010298278648406267,788.0,0.012413340620696545,843,1502.24982688,-220.56729125976562
176310,112,88256,101,0.0010419179452583194,788.0,0.013150774873793125,873,1525.3829358,-217.4283905029297
182614,116,91408,101,0.0010479433694854379,788.0,0.01250672247260809,904,1541.5399105400002,-220.35488891601562
188918,120,94560,101,0.0010716448305174708,788.0,0.014386779628694057,935,1555.67379646,-222.06906127929688
195222,124,97712,101,0.0010787507053464651,788.0,0.01309783011674881,966,1567.12968523,-220.4763641357422
201526,128,100864,101,0.0010859882459044456,788.0,0.01284462958574295,997,1577.76024073,-220.4962158203125
207830,132,104016,101,0.0011100111296400428,788.0,0.013716430403292179,1029,1587.5742081800001,-223.3406982421875
214134,136,107168,101,0.0011084808502346277,788.0,0.011748443357646465,1060,1596.36621615,-221.09121704101562
220438,140,110320,101,0.001113837119191885,788.0,0.012705838307738304,1091,1604.7903960299998,-224.42401123046875
226742,144,113472,101,0.0011236323043704033,788.0,0.012191814370453358,1122,1613.3461729500004,-223.6044464111328
233046,148,116624,101,0.0011273676063865423,788.0,0.014318162575364113,1154,1621.71501524,-224.384033203125
239350,152,119776,101,0.001136902254074812,788.0,0.012976850382983685,1185,1629.5340232600001,-226.25149536132812
245654,156,122928,101,0.0011457824148237705,788.0,0.013170411810278893,1216,1637.78525878,-225.59878540039062
251958,160,126080,101,0.0011409949511289597,788.0,0.011240829713642597,1248,1646.1956924400001,-226.42715454101562
258262,164,129232,101,0.0011642605531960726,788.0,0.011809460818767548,1279,1653.9529366,-225.79861450195312
264566,168,132384,100,0.0011724551441147923,788.0,0.012421735562384129,1310,1661.3320783700003,-229.37747192382812
270870,172,135536,100,0.0011667519574984908,788.0,0.012361054308712482,1342,1668.34009528,-228.2787322998047
277174,176,138688,100,0.0011694823624566197,788.0,0.012045304290950298,1373,1674.91564668,-228.6780548095703
283478,180,141840,100,0.0011727274395525455,788.0,0.011769376695156097,1404,1681.0265685699999,-227.99468994140625
289782,184,144992,100,0.0011962595162913203,788.0,0.013326975516974926,1435,1687.37975545,-226.73513793945312
296086,188,148144,100,0.0012090218951925635,788.0,0.01359331514686346,1467,1693.4986066499998,-226.96383666992188
302390,192,151296,100,0.0012101206229999661,788.0,0.012775922194123268,1498,1698.89745369,-229.33766174316406
308694,196,154448,100,0.0012227491242811084,788.0,0.01257915049791336,1530,1704.0153823299997,-228.3621826171875
314998,200,157600,100,0.0012074599508196115,788.0,0.0139301223680377,1561,1709.5153837,-231.57565307617188
321302,204,160752,100,0.0012257000198587775,788.0,0.01184448879212141,1591,1714.4553999400002,-229.54116821289062
327606,208,163904,100,0.0012256087502464652,788.0,0.011948825791478157,1623,1719.1423222500002,-230.51364135742188
333910,212,167056,100,0.0012358023086562753,788.0,0.011839458718895912,1654,1723.8892021000001,-229.9923858642578
340214,216,170208,100,0.0012342393165454268,788.0,0.012205338105559349,1686,1728.5848954599996,-228.76284790039062
346518,220,173360,100,0.0012395191006362438,788.0,0.01336147915571928,1716,1732.7453963200003,-231.60531616210938
352822,224,176512,100,0.0012376989470794797,788.0,0.010953349061310291,1747,1736.2537228599997,-229.74110412597656
359126,228,179664,101,0.0012436877004802227,788.0,0.011223463341593742,1778,1739.7818895100002,-228.7594451904297
365430,232,182816,101,0.001232462702319026,788.0,0.010179000906646252,1809,1743.5418459700002,-229.3777313232422
371734,236,185968,100,0.0012431960785761476,788.0,0.010565905831754208,1841,1746.89808164,-230.18846130371094
378038,240,189120,100,0.0012440815335139632,788.0,0.012373357079923153,1873,1750.48756404,-233.20709228515625
384342,244,192272,100,0.001246148836798966,788.0,0.0108525101095438,1905,1753.9661923499998,-230.78518676757812
390646,248,195424,100,0.0012405053712427616,788.0,0.010389662347733974,1936,1757.5135685900002,-232.81777954101562
396950,252,198576,100,0.00125830655451864,788.0,0.01198881771415472,1968,1760.89128126,-233.9872283935547
403254,256,201728,100,0.0012602994684129953,788.0,0.011070712469518185,1999,1763.96543705,-230.14968872070312
409558,260,204880,100,0.0012736058561131358,788.0,0.012788104824721813,2031,1767.12470798,-232.50741577148438
415862,264,208032,100,0.001283210702240467,788.0,0.010911455377936363,2062,1770.11890002,-234.1996307373047
422166,268,211184,100,0.00127591157797724,788.0,0.01093549095094204,2093,1773.3406203,-233.34934997558594
428470,272,214336,100,0.0012864767340943217,788.0,0.01127947960048914,2124,1776.3565900699996,-232.32598876953125
434774,276,217488,100,0.0012812449131160975,788.0,0.009441958740353584,2156,1779.05438602,-230.75205993652344
441078,280,220640,100,0.0013090770225971937,788.0,0.012335481122136116,2187,1781.9856027599997,-233.88955688476562
447382,284,223792,100,0.0013058880576863885,788.0,0.00956718809902668,2219,1784.4942417699997,-232.62185668945312
453686,288,226944,100,0.0013083082158118486,788.0,0.012906353920698166,2250,1786.98935318,-233.8311309814453
459990,292,230096,100,0.0012951195240020752,788.0,0.011054832488298416,2282,1789.91321713,-232.74191284179688
466294,296,233248,100,0.0012858413392677903,788.0,0.010229567997157574,2313,1792.55656119,-234.77481079101562
472598,300,236400,100,0.0012957415310665965,788.0,0.009967423044145107,2344,1794.86476022,-234.20787048339844
478902,304,239552,100,0.0013045150553807616,788.0,0.012628442607820034,2376,1797.0348457899997,-233.80038452148438
485206,308,242704,100,0.001295277033932507,788.0,0.01196786668151617,2408,1799.5574171599999,-234.53680419921875
491510,312,245856,100,0.0012902956223115325,788.0,0.013702464289963245,2440,1801.8845270199997,-233.79171752929688
497814,316,249008,100,0.0012889064382761717,788.0,0.012700571678578854,2471,1803.96711165,-235.83876037597656
504118,320,252160,100,0.0012906702468171716,788.0,0.009935691952705383,2503,1806.1416724699998,-234.23556518554688
510422,324,255312,100,0.0012924371985718608,788.0,0.011873416602611542,2535,1809.1979003799997,-235.70330810546875
516726,328,258464,100,0.0012995884753763676,788.0,0.01154920645058155,2566,1812.07640831,-234.4245147705078
523030,332,261616,100,0.001296789268963039,788.0,0.01202135719358921,2597,1814.3091553500003,-235.59506225585938
529334,336,264768,100,0.0013213084312155843,788.0,0.010670340619981289,2629,1816.3509719600002,-235.4418487548828
535638,340,267920,100,0.0013159213121980429,788.0,0.010689465329051018,2661,1818.4287852500001,-235.2957763671875
541942,344,271072,100,0.0013024602085351944,788.0,0.012515220791101456,2693,1820.53253919,-237.40664672851562
548246,348,274224,100,0.0012986110523343086,788.0,0.011727334931492805,2724,1822.0911280100001,-236.80233764648438
554550,352,277376,100,0.0013197683729231358,788.0,0.013559505343437195,2756,1823.9381165000004,-236.118408203125
560854,356,280528,100,0.0013194147031754255,788.0,0.012639748863875866,2787,1825.65663646,-236.86831665039062
567158,360,283680,100,0.001308466074988246,788.0,0.011801925487816334,2819,1827.0627755199998,-236.95018005371094
573462,364,286832,100,0.0013103560777381063,788.0,0.01202466618269682,2851,1828.4097809,-236.1647491455078
579766,368,289984,100,0.0013238120591267943,788.0,0.01310527790337801,2882,1829.85285868,-237.6024932861328
586070,372,293136,100,0.0013330725487321615,788.0,0.012675561010837555,2914,1831.40082242,-237.03543090820312
592374,376,296288,100,0.0013405062491074204,788.0,0.014196895062923431,2946,1833.34775885,-236.05636596679688
598678,380,299440,100,0.001338812755420804,788.0,0.011418725363910198,2977,1834.6731773499996,-237.25149536132812
604982,384,302592,100,0.0013334673130884767,788.0,0.012527238577604294,3009,1836.0594422000004,-239.31204223632812
611286,388,305744,100,0.0013323582243174314,788.0,0.013623738661408424,3040,1837.4200583099998,-238.53436279296875
617590,392,308896,100,0.0013408514205366373,788.0,0.013954225927591324,3071,1838.5239241699999,-238.0644073486328
623894,396,312048,100,0.0013409927487373352,788.0,0.012952668592333794,3103,1839.8276692099998,-238.17889404296875
630198,400,315200,100,0.0013463478535413742,788.0,0.012955266050994396,3134,1841.3674366299997,-240.54104614257812
636502,404,318352,100,0.001338863163255155,788.0,0.011933408677577972,3166,1842.8084534900001,-238.74948120117188
642806,408,321504,100,0.0013421083567664027,788.0,0.013664153404533863,3197,1844.3803525000005,-239.32461547851562
649110,412,324656,100,0.0013276329264044762,788.0,0.011287353001534939,3229,1845.81744878,-240.9359130859375
655414,416,327808,100,0.0013345640618354082,788.0,0.011060009710490704,3260,1847.2166565900002,-239.22691345214844
661718,420,330960,100,0.0013295379467308521,788.0,0.011453531682491302,3292,1848.7322784100002,-237.08192443847656
668022,424,334112,100,0.0013350611552596092,788.0,0.012579863891005516,3323,1850.2969844399995,-239.9263458251953
674326,428,337264,100,0.0013192316982895136,788.0,0.011165476404130459,3355,1851.6028778300001,-239.72784423828125
680630,432,340416,100,0.0013274758821353316,788.0,0.01224561594426632,3386,1852.95150146,-237.67333984375
686934,436,343568,100,0.00131524249445647,788.0,0.011923674494028091,3417,1854.40735178,-239.8443603515625
693238,440,346720,100,0.0013207517331466079,788.0,0.012582827359437943,3449,1855.89525291,-240.13963317871094
699542,444,349872,100,0.0013242055429145694,788.0,0.013781353831291199,3480,1856.9681567300004,-241.9093780517578
705846,448,353024,100,0.0013206219300627708,788.0,0.01062526274472475,3512,1858.6070200599997,-239.82260131835938
712150,452,356176,100,0.0013323487946763635,788.0,0.012320450507104397,3544,1859.7393569500002,-236.69180297851562
718454,456,359328,100,0.0013327572960406542,788.0,0.013391212560236454,3575,1861.0916665999998,-239.5485076904297
724758,460,362480,100,0.0013352865353226662,788.0,0.0118770282715559,3607,1862.6764311399997,-239.52906799316406
731062,464,365632,100,0.0013229609467089176,788.0,0.011781273409724236,3638,1864.1759471700002,-238.80075073242188
737366,468,368784,100,0.0013253464130684733,788.0,0.011236575432121754,3670,1865.6591990600002,-239.39108276367188
743670,472,371936,100,0.0013338254066184163,788.0,0.012566572986543179,3702,1867.3737241000003,-239.00729370117188
749974,476,375088,100,0.0013355379924178123,788.0,0.010944041423499584,3733,1868.7322825100002,-241.5146484375
756278,480,378240,100,0.001343214767985046,788.0,0.013208599761128426,3765,1869.9477086599998,-239.61582946777344
762582,484,381392,100,0.0013618621742352843,788.0,0.012515607289969921,3796,1871.41709165,-240.6507568359375
768886,488,384544,100,0.0013361616292968392,788.0,0.010493865236639977,3828,1872.7394734400002,-242.14041137695312
775190,492,387696,100,0.001340012182481587,788.0,0.012333727441728115,3860,1874.2319208600002,-239.84698486328125
781494,496,390848,100,0.0013332759262993932,788.0,0.01184139959514141,3891,1875.85830333,-242.04159545898438
787798,500,394000,100,0.0013545406982302666,788.0,0.01174683216959238,3922,1877.0119597300002,-241.11277770996094
794102,504,397152,100,0.0013633774360641837,788.0,0.012790875509381294,3953,1878.36960481,-241.170166015625
800406,508,400304,100,0.0013383467448875308,788.0,0.011584999039769173,3984,1879.3505341500004,-240.59706115722656
806710,512,403456,100,0.0013454615836963058,788.0,0.0133880116045475,4015,1880.51379503,-240.96568298339844
813014,516,406608,100,0.0013612882466986775,788.0,0.011128334328532219,4046,1881.58005022,-240.24359130859375
819318,520,409760,100,0.001341107883490622,788.0,0.012896768748760223,4078,1882.6192305000002,-240.84060668945312
825622,524,412912,100,0.0013495906023308635,788.0,0.012570671737194061,4109,1883.9403376800003,-242.94711303710938
831926,528,416064,100,0.0013629080494865775,788.0,0.011934936046600342,4141,1885.0069460999998,-243.54336547851562
838230,532,419216,100,0.0013628015294671059,788.0,0.011605302803218365,4172,1886.1123412100005,-243.21197509765625
844534,536,422368,100,0.0013586184941232204,788.0,0.012424520216882229,4204,1887.0184355000001,-243.26809692382812
850838,540,425520,100,0.0013629802269861102,788.0,0.014847489073872566,4236,1887.9700658599997,-242.7692108154297
857142,544,428672,100,0.001344676478765905,788.0,0.01260320283472538,4268,1889.22778523,-242.41258239746094
863446,548,431824,100,0.0013440585462376475,788.0,0.013301005586981773,4299,1890.4018466699997,-243.62710571289062
869750,552,434976,100,0.0013544057728722692,788.0,0.014226608909666538,4331,1891.4972756900002,-242.87063598632812
876054,556,438128,100,0.0013368792133405805,788.0,0.01215734425932169,4363,1892.63370784,-243.49887084960938
882358,560,441280,100,0.001352430903352797,788.0,0.013692338950932026,4394,1893.50010363,-242.8643035888672
888662,564,444432,100,0.0013712110230699182,788.0,0.012007459998130798,4425,1894.71463983,-244.14987182617188
894966,568,447584,100,0.0013465469237416983,788.0,0.016242900863289833,4457,1895.8638611600004,-243.41246032714844
901270,572,450736,100,0.0013510760618373752,788.0,0.013978998176753521,4488,1896.6630911799998,-241.66265869140625
907574,576,453888,100,0.0013715692330151796,788.0,0.01635977439582348,4519,1897.7384287300001,-242.83253479003906
913878,580,457040,100,0.0013473612489178777,788.0,0.013004325330257416,4550,1899.0886484200005,-244.41921997070312
920182,584,460192,100,0.0013624461134895682,788.0,0.011812824755907059,4582,1900.0457807300002,-240.8491973876953
926486,588,463344,100,0.001366888638585806,788.0,0.011849825270473957,4613,1901.0257445000002,-244.16055297851562
932790,592,466496,100,0.0013625675346702337,788.0,0.0115163903683424,4645,1902.04560949,-242.86705017089844
939094,596,469648,100,0.0013597422512248158,788.0,0.0109003446996212,4676,1903.1052318100003,-241.8747100830078
945398,600,472800,100,0.001358505105599761,788.0,0.012759329751133919,4708,1904.1082845800001,-242.31057739257812
951702,604,475952,100,0.0013623617123812437,788.0,0.01210482232272625,4739,1905.2504557799998,-243.29592895507812
958006,608,479104,100,0.0013548571150749922,788.0,0.013289082795381546,4771,1906.3813694500004,-244.30035400390625
964310,612,482256,100,0.001342656323686242,788.0,0.013403099030256271,4802,1907.3982304699998,-242.48223876953125
970614,616,485408,100,0.0013516296166926622,788.0,0.011400390416383743,4834,1908.50015023,-243.7035369873047
976918,620,488560,100,0.001359460293315351,788.0,0.013260243460536003,4865,1909.3032499400003,-243.61553955078125
983222,624,491712,100,0.0013581534149125218,788.0,0.011955454014241695,4897,1909.9520576299997,-244.23414611816406
989526,628,494864,100,0.0013528340496122837,788.0,0.012216977775096893,4929,1910.7918811900004,-242.29074096679688
995830,632,498016,100,0.0013566394336521626,788.0,0.011606084182858467,4960,1911.6884214899997,-243.090576171875
1002134,636,501168,100,0.0013677356764674187,788.0,0.015497829765081406,4992,1912.8548730799998,-240.54550170898438
1008438,640,504320,100,0.0013747037155553699,788.0,0.0128122353926301,5023,1913.6867881199996,-241.97952270507812
1014742,644,507472,100,0.0013680030824616551,788.0,0.012579888105392456,5055,1914.6505182999995,-243.74008178710938
1021046,648,510624,100,0.0013661517295986414,788.0,0.012521851807832718,5086,1915.2322829700001,-244.93414306640625
1027350,652,513776,100,0.0013631252804771066,788.0,0.01225339900702238,5118,1916.2102332100005,-243.0840606689453
1033654,656,516928,100,0.0013664501020684838,788.0,0.012958904728293419,5149,1916.8078874799996,-242.73672485351562
1039958,660,520080,100,0.0013688746839761734,788.0,0.0149494968354702,5180,1917.9449331499998,-244.65118408203125
1046262,664,523232,100,0.0013558912323787808,788.0,0.01112989243119955,5212,1918.7823452899997,-245.1046142578125
1052566,668,526384,100,0.0013523902744054794,788.0,0.012005778029561043,5244,1919.55903891,-243.7108154296875
1058870,672,529536,100,0.0013543539680540562,788.0,0.01085283700376749,5274,1920.09470438,-246.03167724609375
1065174,676,532688,100,0.0013626812724396586,788.0,0.013377007097005844,5306,1920.94570114,-244.78382873535156
1071478,680,535840,100,0.0013636290095746517,788.0,0.01370355673134327,5338,1921.92613056,-245.26651000976562
1077782,684,538992,100,0.0013698659604415298,788.0,0.0112212635576725,5369,1923.2752859500001,-243.8361053466797
1084086,688,542144,100,0.0013607606524601579,788.0,0.012692146934568882,5401,1924.5522498599998,-244.9715576171875
1090390,692,545296,100,0.0013714706292375922,788.0,0.011424418538808823,5432,1925.34329095,-244.10618591308594
1096694,696,548448,100,0.001356530119664967,788.0,0.01050680410116911,5464,1926.2622935099998,-245.2769317626953
1102998,700,551600,100,0.0013753868406638503,788.0,0.011618989519774914,5495,1927.17631541,-244.29483032226562
1109302,704,554752,100,0.0013741374714300036,788.0,0.012647545896470547,5526,1927.70979058,-245.56187438964844
1115606,708,557904,100,0.0013862474588677287,788.0,0.01218468975275755,5558,1928.58786681,-246.29061889648438
1121910,712,561056,100,0.0013722319854423404,788.0,0.012636292725801468,5590,1929.08582936,-244.15182495117188
1128214,716,564208,100,0.0013661457924172282,788.0,0.014820892363786697,5622,1929.9976486899998,-245.28115844726562
1134518,720,567360,100,0.001358051667921245,788.0,0.011282302439212799,5653,1930.8131976799998,-247.7608642578125
1140822,724,570512,100,0.0013628165470436215,788.0,0.014047924429178238,5684,1931.51193005,-245.46688842773438
1147126,728,573664,100,0.0013592697214335203,788.0,0.012675902806222439,5715,1932.52678304,-245.30026245117188
1153430,732,576816,100,0.0013705167220905423,788.0,0.01264167670160532,5748,1933.4815151600005,-246.34860229492188
1159734,736,579968,100,0.0013530714204534888,788.0,0.01232968084514141,5779,1934.3960139700002,-245.56063842773438
1166038,740,583120,100,0.0013718728441745043,788.0,0.012941633351147175,5811,1935.11987979,-245.97421264648438
1172342,744,586272,100,0.0013709755148738623,788.0,0.011374341323971748,5843,1935.7254702999999,-245.50726318359375
1178646,748,589424,100,0.0013641681289300323,788.0,0.013676280155777931,5874,1936.65878157,-248.74191284179688
1184950,752,592576,100,0.0013689093757420778,788.0,0.01366900559514761,5906,1937.2045232699998,-244.89466857910156
1191254,756,595728,100,0.001381406793370843,788.0,0.012888244353234768,5937,1938.07788451,-247.7918243408203
1197558,760,598880,100,0.0013780849985778332,788.0,0.016718557104468346,5968,1938.6454547800001,-246.44845581054688
1203862,764,602032,100,0.0013626449508592486,788.0,0.014697724021971226,6000,1939.1703171000004,-246.0575714111328
1210166,768,605184,100,0.0013743247836828232,788.0,0.014694061130285263,6032,1939.5080343200002,-246.12216186523438
1216470,772,608336,100,0.0013711893698200583,788.0,0.010702259838581085,6063,1940.0119664900003,-247.10382080078125
1222774,776,611488,100,0.0013782032765448093,788.0,0.012581556104123592,6095,1940.3081389700005,-245.8216094970703
1229078,780,614640,100,0.0013598311925306916,788.0,0.012495781295001507,6126,1940.31693918,-245.2239532470703
1235382,784,617792,100,0.001366702956147492,788.0,0.013444057665765285,6157,1940.08150566,-245.8266143798828
1241686,788,620944,100,0.0013655895600095391,788.0,0.012324433773756027,6188,1940.37939951,-246.88519287109375
1247990,792,624096,100,0.0013712848303839564,788.0,0.012684393674135208,6220,1940.8868954000002,-248.3408966064453
1254294,796,627248,100,0.0014370770659297705,788.0,0.01924830861389637,6252,1940.4961666499999,-248.31712341308594
1260598,800,630400,100,0.0014393436722457409,788.0,0.01715974695980549,6283,1939.8131976600002,-248.0870819091797
1266902,804,633552,100,0.001394167891703546,788.0,0.013842019252479076,6315,1939.40671152,-248.88888549804688
1273206,808,636704,100,0.0013850806280970573,788.0,0.012277553789317608,6346,1939.2927552500003,-247.94338989257812
1279510,812,639856,100,0.0013811736134812236,788.0,0.011649834923446178,6378,1939.4785735199998,-247.80514526367188
1285814,816,643008,100,0.0013741792645305395,788.0,0.012706062756478786,6408,1939.6472163900003,-247.26083374023438
1292118,820,646160,100,0.0013787271454930305,788.0,0.015505215153098106,6439,1940.1111884800002,-247.3029022216797
1298422,824,649312,100,0.0013777032727375627,788.0,0.015225152485072613,6471,1940.7469121000001,-248.6317901611328
1304726,828,652464,100,0.0013707592152059078,788.0,0.014868956990540028,6503,1941.0334484200002,-248.6033172607422
1311030,832,655616,100,0.00137300044298172,788.0,0.024003934115171432,6535,1941.3605497299995,-246.9110870361328
1317334,836,658768,100,0.0013635269133374095,788.0,0.017649129033088684,6566,1942.0375747999997,-247.280029296875
1323638,840,661920,100,0.0013624448329210281,788.0,0.015305995009839535,6598,1942.89653823,-248.1502685546875
1329942,844,665072,100,0.001581813208758831,788.0,0.022627754136919975,6629,1943.1722232599998,-247.66159057617188
1336246,848,668224,100,0.0019399818265810609,788.0,0.0482558012008667,6660,1940.51618037,-249.71908569335938
1342550,852,671376,100,0.0017934843199327588,788.0,0.03351087495684624,6690,1934.8650179600002,-251.52670288085938
1348854,856,674528,100,0.0016475997399538755,788.0,0.027010243386030197,6721,1929.7653021600004,-253.04251098632812
1355158,860,677680,100,0.0015171177219599485,788.0,0.022370588034391403,6752,1926.0540104700003,-250.79443359375
1361462,864,680832,100,0.001452090684324503,788.0,0.015679912641644478,6783,1923.56248218,-250.72525024414062
1367766,868,683984,100,0.0013854129938408732,788.0,0.017422545701265335,6815,1921.87271339,-249.24986267089844
1374070,872,687136,100,0.0013725395547226071,788.0,0.013328634202480316,6847,1921.2947915299999,-249.46856689453125
1380374,876,690288,100,0.0013730920618399978,788.0,0.014525631442666054,6878,1921.11526688,-249.74102783203125
1386678,880,693440,100,0.0013601534301415086,788.0,0.013550293631851673,6910,1921.3111865900003,-250.37387084960938
1392982,884,696592,100,0.0013671115739271045,788.0,0.012181326746940613,6942,1921.7541481699998,-248.42861938476562
1399286,888,699744,100,0.0013596275821328163,788.0,0.014032023958861828,6974,1921.8396301800003,-247.73931884765625
1405590,892,702896,100,0.0013661888660863042,788.0,0.01287107914686203,7006,1922.0348235899999,-248.12667846679688
1411894,896,706048,100,0.0013617381919175386,788.0,0.014371620491147041,7037,1922.9768287400002,-249.80136108398438
1418198,900,709200,100,0.001352818449959159,788.0,0.012972197495400906,7069,1924.3563604299998,-250.77685546875
1424502,904,712352,100,0.0013527952833101153,788.0,0.013290341943502426,7101,1925.86382993,-247.120361328125
1430806,908,715504,100,0.0013404013589024544,788.0,0.015153228305280209,7133,1926.88761362,-248.1796112060547
1437110,912,718656,100,0.0013569972943514585,788.0,0.012512539513409138,7165,1927.9812298000002,-247.54437255859375
1443414,916,721808,100,0.0013588478323072195,788.0,0.014381692744791508,7196,1928.6917514799995,-247.84405517578125
1449718,920,724960,100,0.001358924899250269,788.0,0.013869554735720158,7228,1929.4175984800002,-250.44342041015625
1456022,924,728112,100,0.0013537160120904446,788.0,0.014459389261901379,7260,1929.8204495300001,-248.02928161621094
1462326,928,731264,100,0.0013624331913888454,788.0,0.013456656597554684,7292,1930.4184972500004,-248.72608947753906
1468630,932,734416,100,0.0013455153675749898,788.0,0.014585156925022602,7323,1930.5860866400003,-249.3332977294922
1474934,936,737568,100,0.0013551698066294193,788.0,0.017843671143054962,7355,1930.8441170200003,-248.28126525878906
1481238,940,740720,100,0.0013666325248777866,788.0,0.012887918390333652,7386,1931.13986823,-248.3817138671875
1487542,944,743872,100,0.0013560916995629668,788.0,0.011836114339530468,7419,1932.01524677,-249.14707946777344
1493846,948,747024,100,0.0013509233249351382,788.0,0.013877958059310913,7450,1935.78621206,-252.0848388671875
1500150,952,750176,100,0.001360649592243135,788.0,0.012577580288052559,7482,1942.58753582,-247.82568359375
1506454,956,753328,100,0.0013452998828142881,788.0,0.013302156701683998,7514,1948.8336169199997,-248.7021026611328
1512758,960,756480,100,0.0013484616065397859,788.0,0.012234807945787907,7545,1953.59599697,-249.5524139404297
1519062,964,759632,100,0.0013578743673861027,788.0,0.012792247347533703,7577,1957.34725762,-250.2752685546875
1525366,968,762784,100,0.0013500991044566035,788.0,0.013716998510062695,7608,1960.45865764,-250.00933837890625
1531670,972,765936,100,0.0013504363596439362,788.0,0.013806522823870182,7639,1962.5951176899998,-250.34466552734375
1537974,976,769088,100,0.001357326633296907,788.0,0.015297158621251583,7670,1964.09628812,-249.0065460205078
1544278,980,772240,100,0.0013438054593279958,788.0,0.014525793492794037,7702,1965.3508521999997,-248.83181762695312
1550582,984,775392,100,0.0013502915389835835,788.0,0.012582531198859215,7733,1966.4015418699998,-250.87522888183594
1556886,988,778544,100,0.0013433857820928097,788.0,0.012531195767223835,7765,1967.6212937299995,-249.98529052734375
1563190,992,781696,100,0.0013505240203812718,788.0,0.011011170223355293,7797,1968.7852055999997,-251.4593505859375
1569494,996,784848,100,0.0013453210704028606,788.0,0.014783820137381554,7828,1969.64639986,-250.54119873046875
1575798,1000,788000,100,0.0013497971231117845,788.0,0.011460579931735992,7860,1970.6004145999998,-251.8865966796875
1582102,1004,791152,100,0.00134962925221771,788.0,0.012264911085367203,7892,1971.4601756499999,-251.59854125976562
1588406,1008,794304,100,0.0013436438748613,788.0,0.012451518326997757,7924,1972.1752137399997,-251.56198120117188
1594710,1012,797456,100,0.0013425493380054832,788.0,0.014526570215821266,7955,1972.8726114499996,-249.98013305664062
1601014,1016,800608,100,0.0013557025231420994,788.0,0.01233653537929058,7986,1973.44103198,-251.46670532226562
1607318,1020,803760,100,0.001363129005767405,788.0,0.013122872449457645,8018,1974.03124744,-249.9666748046875
1613622,1024,806912,100,0.0013367594219744205,788.0,0.013070929795503616,8049,1974.6909328600002,-250.8959503173828
1619926,1028,810064,100,0.0013605218846350908,788.0,0.01209111325442791,8080,1975.2838124699995,-251.80465698242188
1626230,1032,813216,100,0.0013548650313168764,788.0,0.0112519022077322,8111,1976.0750281500002,-250.94754028320312
1632534,1036,816368,100,0.0013581637758761644,788.0,0.013850784860551357,8142,1976.32171856,-251.951904296875
