train/ent_coef,time/fps,time/time_elapsed,train/n_updates,rollout/ep_len_mean,time/total_timesteps,time/episodes,rollout/ep_rew_mean,train/critic_loss,train/actor_loss
0.0011899457313120365,99,454,89934,593.0,45068,76,1042.4291503157895,0.01783386617898941,-248.33937072753906
0.0012004920281469822,99,478,94678,593.0,47440,80,1056.8620644625,0.017276866361498833,-245.89984130859375
0.001226547290571034,99,502,99422,593.0,49812,84,1070.5252347619048,0.023701896890997887,-245.0481414794922
0.0012304855044931173,99,527,104166,593.0,52184,88,1083.7400605227274,0.012941502034664154,-243.77134704589844
0.0012272351887077093,98,551,108910,593.0,54556,92,1096.8089640869566,0.011995972134172916,-242.93252563476562
0.0012597161112353206,98,575,113654,593.0,56928,96,1109.506262625,0.011047204956412315,-242.627197265625
0.001335415057837963,98,599,118398,593.0,59300,100,1121.78590003,0.010982216335833073,-242.1223907470703
0.0013377540744841099,99,622,123142,593.0,61672,104,1172.05536177,0.01154223084449768,-242.83084106445312
0.0013082883087918162,99,646,127886,593.0,64044,108,1210.70187571,0.011577977798879147,-243.57293701171875
0.001311546890065074,99,670,132630,593.0,66416,112,1239.32712272,0.012141416780650616,-244.0726776123047
0.001358088687993586,99,694,137374,593.0,68788,116,1261.91547984,0.009190572425723076,-244.06268310546875
0.001360929338261485,99,717,142118,593.0,71160,120,1281.8491283599997,0.010205233469605446,-244.604736328125
0.001380904926918447,99,741,146862,593.0,73532,124,1300.35617483,0.00854441337287426,-245.66751098632812
0.0013983423123136163,99,765,151606,593.0,75904,128,1317.42672937,0.009642881341278553,-245.9524688720703
0.0013988798018544912,99,788,156350,593.0,78276,132,1332.3315030400001,0.008934371173381805,-245.84463500976562
0.0014234697446227074,99,812,161094,593.0,80648,136,1344.5388355300001,0.01011600811034441,-246.18527221679688
0.00143987697083503,99,837,165838,593.0,83020,140,1355.41059752,0.007966795936226845,-246.81724548339844
0.0014587544137611985,99,861,170582,593.0,85392,144,1366.8582712599998,0.01010905858129263,-247.4583282470703
0.00148584705311805,99,885,175326,593.0,87764,148,1378.27797502,0.00871467124670744,-248.42706298828125
0.0014579923590645194,99,909,180070,593.0,90136,152,1389.0595208599998,0.00879186112433672,-248.9630584716797
0.0014781408244743943,99,933,184814,593.0,92508,156,1399.7714913199995,0.009786692447960377,-249.34451293945312
0.0014925539726391435,99,957,189558,593.0,94880,160,1409.7277238499998,0.007356514688581228,-249.49835205078125
0.001496116747148335,99,980,194302,593.0,97252,164,1418.9838917599998,0.008786089718341827,-249.59320068359375
0.0015028909547254443,99,1004,199046,593.0,99624,168,1427.61340997,0.00894239079207182,-250.16778564453125
0.001529479632154107,99,1028,203790,593.0,101996,172,1435.8900428,0.007415393367409706,-250.9149932861328
0.0015177523018792272,99,1052,208534,593.0,104368,176,1443.2985701599996,0.007622274570167065,-251.24069213867188
0.0015290939481928945,99,1075,213278,593.0,106740,180,1450.30902855,0.008374772034585476,-251.82711791992188
0.0015274157049134374,99,1099,218022,593.0,109112,184,1456.9301488899998,0.00886570941656828,-252.08621215820312
0.0015127090737223625,99,1124,222766,593.0,111484,188,1462.6165324,0.008485791273415089,-252.17828369140625
0.0015500204171985388,99,1148,227510,593.0,113856,192,1467.80882866,0.008357451297342777,-252.9246063232422
0.001511449576355517,99,1172,232254,593.0,116228,196,1472.33946169,0.008741104044020176,-253.06979370117188
0.0015344624407589436,99,1196,236998,593.0,118600,200,1476.3210990300001,0.007884246297180653,-252.803955078125
0.001558735966682434,99,1220,241742,593.0,120972,204,1480.5484798,0.006897337734699249,-253.82080078125
0.0015662782825529575,99,1245,246486,593.0,123344,208,1484.79167346,0.00823595654219389,-253.7838134765625
0.0015747352736070752,99,1269,251230,593.0,125716,212,1488.9069421900003,0.008820484392344952,-254.43731689453125
0.0015878218691796064,99,1293,255974,593.0,128088,216,1492.7645539300001,0.008816913701593876,-255.29913330078125
0.0016001355834305286,99,1317,260718,593.0,130460,220,1496.1888611299999,0.009130297228693962,-254.8106689453125
0.001595585374161601,99,1341,265462,593.0,132832,224,1499.5380270499998,0.007357157766819,-255.45640563964844
0.0015961911994963884,99,1365,270206,593.0,135204,228,1502.8340761000002,0.00822299811989069,-255.489990234375
0.0016073047881945968,98,1389,274950,593.0,137576,232,1506.2755934400002,0.007786598522216082,-256.49896240234375
0.001601210213266313,98,1413,279694,593.0,139948,236,1509.1935490199996,0.007288647815585136,-256.461669921875
0.0015848975162953138,98,1437,284438,593.0,142320,240,1511.85760596,0.007346149999648333,-256.6885986328125
0.0016169985756278038,98,1461,289182,593.0,144692,244,1514.25013133,0.0072478330694139,-257.56207275390625
0.001607923419214785,98,1485,293926,593.0,147064,248,1517.0614013999998,0.007269718684256077,-257.18548583984375
0.0016224056016653776,98,1510,298670,593.0,149436,252,1519.6316294100002,0.00806663278490305,-257.8746337890625
0.0016255874652415514,98,1534,303414,593.0,151808,256,1522.12435288,0.006472412031143904,-258.38922119140625
0.0016464790096506476,98,1558,308158,593.0,154180,260,1524.38297085,0.008247831836342812,-257.7402648925781
0.0016339978901669383,98,1582,312902,593.0,156552,264,1526.55192018,0.008181177079677582,-258.37921142578125
0.0016374842962250113,98,1606,317646,593.0,158924,268,1528.7129877800003,0.007393862120807171,-259.0836181640625
0.0016123574459925294,98,1630,322390,593.0,161296,272,1530.9253068799997,0.006526175886392593,-259.2291259765625
0.001639768248423934,98,1654,327134,593.0,163668,276,1533.1897612599998,0.006305111572146416,-260.2100830078125
0.0016313702799379826,98,1678,331878,593.0,166040,280,1535.0168340399998,0.008127600885927677,-259.9459228515625
0.001634172280319035,98,1702,336622,593.0,168412,284,1537.0592460799996,0.007796045392751694,-260.1127624511719
0.0016350781079381704,98,1726,341366,593.0,170784,288,1539.44749128,0.008088339120149612,-260.75518798828125
0.0016524848761036992,98,1750,346110,593.0,173156,292,1541.65274853,0.008336768485605717,-260.63037109375
0.0016878073802217841,98,1774,350854,593.0,175528,296,1543.82574315,0.008262082003057003,-261.17059326171875
0.0016606739955022931,98,1798,355598,593.0,177900,300,1545.7738727499998,0.0073508587665855885,-261.19000244140625
0.0016674496000632644,98,1822,360342,593.0,180272,304,1547.74607085,0.007895909249782562,-261.6192932128906
0.0016497890464961529,98,1846,365086,593.0,182644,308,1549.74174935,0.008510081097483635,-261.16229248046875
0.001679929788224399,98,1870,369830,593.0,185016,312,1551.54446043,0.007155713625252247,-261.1656799316406
0.001679459703154862,98,1894,374574,593.0,187388,316,1553.4037072099998,0.009640499949455261,-261.6760559082031
0.0017121349228546023,98,1918,379318,593.0,189760,320,1555.3201749799998,0.00903147179633379,-262.03179931640625
0.0016799627337604761,98,1942,384062,593.0,192132,324,1556.84374981,0.00953077431768179,-262.4490051269531
0.0016849800013005733,98,1966,388806,593.0,194504,328,1558.5325007000001,0.008051082491874695,-262.557373046875
0.0016921419883146882,98,1990,393550,593.0,196876,332,1560.09873486,0.008996780961751938,-262.66705322265625
0.0016872528940439224,98,2014,398294,593.0,199248,336,1561.83059314,0.009759862907230854,-262.48382568359375
0.0016837978037074208,98,2038,403038,593.0,201620,340,1563.48538001,0.00983559712767601,-263.02423095703125
0.0016855313442647457,98,2062,407782,593.0,203992,344,1564.8451835499998,0.008225840516388416,-263.38970947265625
0.001686436589807272,98,2086,412526,593.0,206364,348,1566.08270742,0.00967930257320404,-263.6282653808594
0.001669393852353096,98,2110,417270,593.0,208736,352,1567.37284715,0.007440214045345783,-263.78106689453125
0.0016850772080942988,98,2134,422014,593.0,211108,356,1568.6870375600001,0.007444415707141161,-263.4191589355469
0.001697758212685585,98,2158,426758,593.0,213480,360,1570.26457347,0.009254362434148788,-263.381103515625
0.0016930879792198539,98,2182,431502,593.0,215852,364,1571.90949146,0.008471117354929447,-263.5333251953125
0.0016813842812553048,98,2205,436246,593.0,218224,368,1573.5750394299998,0.00915142334997654,-263.99566650390625
0.0016909620026126504,98,2229,440990,593.0,220596,372,1575.04857914,0.0076531716622412205,-264.6104736328125
0.001682017813436687,98,2253,445734,593.0,222968,376,1576.43087354,0.009301104582846165,-264.5291442871094
0.0016878548776730895,98,2277,450478,593.0,225340,380,1578.1400045399996,0.008392208255827427,-264.41943359375
0.0016725045861676335,98,2301,455222,593.0,227712,384,1579.5321982599999,0.008155393414199352,-264.4757080078125
0.0016649102326482534,98,2325,459966,593.0,230084,388,1580.674417,0.009429245255887508,-265.30218505859375
0.0016873672138899565,98,2349,464710,593.0,232456,392,1581.85744401,0.009910600259900093,-265.02947998046875
0.0016957930056378245,98,2373,469454,593.0,234828,396,1582.99190067,0.01166441198438406,-265.3709716796875
0.0016929135890677571,98,2397,474198,593.0,237200,400,1584.3497426899996,0.010389886796474457,-265.4335632324219
0.0016978197963908315,98,2421,478942,593.0,239572,404,1585.5492879800004,0.011458521708846092,-265.458740234375
0.0016844288911670446,98,2446,483686,593.0,241944,408,1586.6233390500001,0.008501502685248852,-265.95819091796875
0.0016750497743487358,98,2470,488430,593.0,244316,412,1587.7356451499998,0.011065072380006313,-265.51275634765625
0.0016971350414678454,98,2494,493174,593.0,246688,416,1588.84403949,0.007994848303496838,-265.61285400390625
0.0016737283440306783,98,2518,497918,593.0,249060,420,1589.8130730800005,0.010101454332470894,-265.6392822265625
0.001676129992119968,98,2542,502662,593.0,251432,424,1590.8677811800005,0.011254644021391869,-266.097900390625
0.001689540222287178,98,2566,507406,593.0,253804,428,1591.9138250400001,0.010572121478617191,-266.24652099609375
0.0016873888671398163,98,2590,512150,593.0,256176,432,1592.9755186299997,0.010392255149781704,-266.2600402832031
0.0017302425112575293,98,2615,516894,593.0,258548,436,1593.71440794,0.014157974161207676,-266.4274597167969
0.0017081416444852948,98,2639,521638,593.0,260920,440,1594.5081689300005,0.009660140611231327,-266.8075256347656
0.0016763913445174694,98,2663,526382,593.0,263292,444,1595.62094019,0.012736797332763672,-266.95794677734375
0.0017007521819323301,98,2686,531126,593.0,265664,448,1596.6368826799996,0.011287112720310688,-266.88885498046875
0.0016635048668831587,98,2710,535870,593.0,268036,452,1597.5800233099997,0.009808102622628212,-267.27130126953125
0.00167629134375602,98,2734,540614,593.0,270408,456,1598.44538828,0.010971595533192158,-267.0098876953125
0.001660513924434781,98,2757,545358,593.0,272780,460,1599.3558170499998,0.013285627588629723,-267.8179931640625
0.0016682837158441544,98,2780,550102,593.0,275152,464,1599.9598156299999,0.013239593245089054,-267.75311279296875
0.0017143022269010544,98,2804,554846,593.0,277524,468,1600.5360019399998,0.012819680385291576,-267.89727783203125
0.0016685223672538996,98,2828,559590,593.0,279896,472,1601.37641106,0.01218395121395588,-268.1134033203125
0.0016783660976216197,98,2852,564334,593.0,282268,476,1602.0906067899998,0.010838927701115608,-267.8155822753906
0.001673601334914565,98,2877,569078,593.0,284640,480,1602.8241871700002,0.007615985348820686,-268.27874755859375
0.0016734227538108826,98,2901,573822,593.0,287012,484,1603.1344455400001,0.011526200920343399,-268.48748779296875
0.001677634078077972,98,2925,578566,593.0,289384,488,1603.82620409,0.015238760970532894,-268.6242980957031
0.0016603033291175961,98,2949,583310,593.0,291756,492,1604.4422912999999,0.011267434805631638,-268.17938232421875
0.0016646157018840313,98,2974,588054,593.0,294128,496,1605.11184701,0.013794866390526295,-268.4470520019531
0.0017142900032922626,98,2998,592798,593.0,296500,500,1605.68335309,0.012161314487457275,-268.36553955078125
0.0016996933845803142,98,3022,597542,593.0,298872,504,1606.2860208700004,0.012175269424915314,-268.7935791015625
0.0016494429437443614,98,3046,602286,593.0,301244,508,1606.95287161,0.008895023725926876,-268.9271240234375
0.0016612069448456168,98,3070,607030,593.0,303616,512,1607.65336159,0.01275247149169445,-268.9537048339844
0.0016480734338983893,98,3094,611774,593.0,305988,516,1608.3993749499998,0.010271688923239708,-269.2152099609375
0.0016838820884004235,98,3119,616518,593.0,308360,520,1609.02281952,0.010048305615782738,-269.28704833984375
0.0016692664939910173,98,3143,621262,593.0,310732,524,1609.9702156199999,0.012555094435811043,-269.4061279296875
0.001673883874900639,98,3167,626006,593.0,313104,528,1610.5800569800003,0.01235211081802845,-269.24224853515625
0.0016672188648954034,98,3191,630750,593.0,315476,532,1611.29500173,0.009943549521267414,-269.2158203125
0.0016641871770843863,98,3215,635494,593.0,317848,536,1612.1810395300001,0.009854366071522236,-269.7141418457031
0.0016683799913153052,98,3239,640238,593.0,320220,540,1613.0005544700002,0.010565020143985748,-269.7210693359375
0.0016682177083566785,98,3263,644982,593.0,322592,544,1613.7862098600003,0.010247179307043552,-269.29840087890625
0.001653940067626536,98,3287,649726,593.0,324964,548,1614.5936622299998,0.011040102690458298,-269.6952209472656
0.001669619232416153,98,3310,654470,593.0,327336,552,1615.51030762,0.010720264166593552,-269.57611083984375
0.0016818806761875749,98,3334,659214,593.0,329708,556,1616.29773996,0.009332766756415367,-270.07928466796875
0.001664916635490954,98,3358,663958,593.0,332080,560,1616.8846387900003,0.00922219268977642,-269.7985534667969
0.001661723479628563,98,3382,668702,593.0,334452,564,1617.62857331,0.011310853064060211,-269.8123779296875
0.0017322888597846031,98,3406,673446,593.0,336824,568,1618.4119056500003,0.01095742080360651,-269.71575927734375
0.001677321968600154,98,3430,678190,593.0,339196,572,1619.2076616999998,0.00864534080028534,-270.18896484375
0.001690821722149849,98,3454,682934,593.0,341568,576,1619.7758689900002,0.009118996560573578,-270.30072021484375
0.0016770700458437204,98,3478,687678,593.0,343940,580,1620.4755156,0.007881280966103077,-270.13946533203125
0.0016834147972986102,98,3502,692422,593.0,346312,584,1621.42176711,0.010220254771411419,-270.6308288574219
0.001674516242928803,98,3526,697166,593.0,348684,588,1622.2688795000001,0.009315570816397667,-270.4905090332031
0.0016464750515297055,98,3550,701910,593.0,351056,592,1622.84261402,0.01382087729871273,-271.0184020996094
0.0016838499577715993,98,3574,706654,593.0,353428,596,1623.45748783,0.016061298549175262,-270.76226806640625
0.001659200992435217,98,3597,711398,593.0,355800,600,1623.7729743899995,0.01370633952319622,-270.70770263671875
0.0016521200304850936,98,3621,716142,593.0,358172,604,1624.2009026199999,0.012158839963376522,-270.875
0.0016383215552195907,98,3646,720886,593.0,360544,608,1624.6563012999998,0.010798252187669277,-270.98516845703125
0.0016660070978105068,98,3670,725630,593.0,362916,612,1625.23643404,0.010533255524933338,-270.78729248046875
0.0018318862421438098,98,3695,730374,593.0,365288,616,1625.2332501399997,0.03369778022170067,-271.10186767578125
0.0018239369383081794,98,3719,735118,593.0,367660,620,1624.57014232,0.051929108798503876,-271.6185607910156
0.001713668811134994,98,3744,739862,593.0,370032,624,1623.3158004,0.017092594876885414,-271.6553649902344
0.0017261698376387358,98,3768,744606,593.0,372404,628,1622.77938715,0.021782947704195976,-271.8639221191406
0.001686041010543704,98,3792,749350,593.0,374776,632,1622.7921725,0.01182996854186058,-271.63226318359375
0.0016623345436528325,98,3816,754094,593.0,377148,636,1622.8135508100004,0.015248858369886875,-271.60302734375
0.0016333574894815683,98,3840,758838,593.0,379520,640,1623.0729093900002,0.024602919816970825,-272.022705078125
0.0016021833289414644,98,3863,763582,593.0,381892,644,1623.1234823200002,0.021959831938147545,-271.72576904296875
0.0016206488944590092,98,3887,768326,593.0,384264,648,1623.1680572200003,0.010736200027167797,-271.6612548828125
0.0016235996736213565,98,3911,773070,593.0,386636,652,1623.3759109,0.010877727530896664,-271.7069091796875
0.0016532627632841468,98,3935,777814,593.0,389008,656,1623.3809685400001,0.0189129076898098,-271.9079895019531
0.001610784325748682,98,3959,782558,593.0,391380,660,1623.5952085400004,0.013567979447543621,-272.0248107910156
0.001658944645896554,98,3983,787302,593.0,393752,664,1623.8072627199997,0.012690572999417782,-271.69146728515625
0.0016330607468262315,98,4007,792046,593.0,396124,668,1623.9931905300002,0.0163266584277153,-272.1851806640625
0.0016363697359338403,98,4030,796790,593.0,398496,672,1624.0776514700003,0.015835223719477654,-272.52313232421875
0.0016126702539622784,98,4054,801534,593.0,400868,676,1624.51890916,0.013724216260015965,-272.239501953125
0.0016690150368958712,98,4078,806278,593.0,403240,680,1624.6599561000005,0.009443029761314392,-272.30657958984375
0.0016201436519622803,98,4101,811022,593.0,405612,684,1624.90956646,0.014540047384798527,-272.806396484375
0.0016272548818960786,98,4125,815766,593.0,407984,688,1624.9456958700002,0.010234071873128414,-272.7381286621094
0.0016106737311929464,98,4148,820510,593.0,410356,692,1625.1377612899994,0.010931012220680714,-272.77423095703125
0.0016183615662157536,98,4172,825254,593.0,412728,696,1625.28054871,0.02021961286664009,-272.6986083984375
0.0016154362820088863,98,4195,829998,593.0,415100,700,1625.7072184900003,0.012375242076814175,-272.42376708984375
0.0016064865048974752,98,4219,834742,593.0,417472,704,1626.0679936899999,0.011273163370788097,-273.0101318359375
0.0016222192207351327,98,4242,839486,593.0,419844,708,1626.16877587,0.008345522917807102,-273.16021728515625
0.001656471285969019,98,4266,844230,593.0,422216,712,1626.2349341500003,0.012146598659455776,-272.616943359375
0.0015888996422290802,98,4290,848974,593.0,424588,716,1626.39812084,0.01143560465425253,-272.9105529785156
0.0016158963553607464,98,4314,853718,593.0,426960,720,1627.6042514199999,0.01396798063069582,-272.84814453125
0.0015924425097182393,98,4338,858462,593.0,429332,724,1629.19187355,0.014067459851503372,-272.9486999511719
0.0015815922524780035,98,4362,863206,593.0,431704,728,1630.36628874,0.011781266890466213,-273.3113098144531
0.0015819083200767636,98,4386,867950,593.0,434076,732,1630.90864766,0.010214555077254772,-273.2976379394531
0.0015897825360298157,98,4410,872694,593.0,436448,736,1631.58107079,0.01111623365432024,-273.0322265625
0.0015955489361658692,98,4434,877438,593.0,438820,740,1632.1348354000004,0.015221705660223961,-272.77557373046875
0.00157731375657022,98,4459,882182,593.0,441192,744,1632.6516469399999,0.013345692306756973,-273.00274658203125
0.0015425578458234668,98,4483,886926,593.0,443564,748,1633.0435509699998,0.011873162351548672,-273.1917724609375
0.0016037824098020792,98,4507,891670,593.0,445936,752,1633.1575434299998,0.010938901454210281,-273.12457275390625
0.0015825489535927773,98,4531,896414,593.0,448308,756,1633.7413601999997,0.01846647635102272,-273.40338134765625
0.0015564663335680962,98,4556,901158,593.0,450680,760,1634.06602595,0.013607018627226353,-273.2060546875
0.0015875871758908033,98,4580,905902,593.0,453052,764,1634.42623214,0.011438984423875809,-273.3932189941406
0.0015915087424218655,98,4604,910646,593.0,455424,768,1634.7349268499997,0.015056652016937733,-273.2452087402344
0.0016741967992857099,98,4628,915390,593.0,457796,772,1634.3071892300002,0.017914507538080215,-273.8703308105469
0.001666720607317984,98,4653,920134,593.0,460168,776,1633.7573126999998,0.022487983107566833,-273.84088134765625
0.0017560641281306744,98,4677,924878,593.0,462540,780,1633.0701064300001,0.02167745865881443,-273.938232421875
0.0016384185291826725,98,4701,929622,593.0,464912,784,1632.6688311599999,0.013019285164773464,-273.6420593261719
0.0015985843492671847,98,4725,934366,593.0,467284,788,1632.78350546,0.014468936249613762,-274.0006103515625
0.0015650807181373239,98,4748,939110,593.0,469656,792,1632.6517685800002,0.01946237124502659,-273.8882141113281
0.0016071691643446684,98,4773,943854,593.0,472028,796,1633.0036704600002,0.012019001878798008,-273.8235778808594
0.0015461058355867863,98,4797,948598,593.0,474400,800,1633.5369845300002,0.010838243179023266,-273.77532958984375
0.0015695476904511452,98,4821,953342,593.0,476772,804,1633.89249273,0.01744554005563259,-273.6560974121094
0.001569402520544827,98,4845,958086,593.0,479144,808,1634.3967766399999,0.010064251720905304,-273.8211364746094
0.0015624247025698423,98,4870,962830,593.0,481516,812,1634.84031744,0.010256494395434856,-273.5924987792969
0.0015728531870990992,98,4894,967574,593.0,483888,816,1635.59764281,0.009038051590323448,-274.025146484375
0.0015853041550144553,98,4919,972318,593.0,486260,820,1635.9800044000003,0.00970559660345316,-273.595458984375
0.0015678235795348883,98,4943,977062,593.0,488632,824,1636.57966523,0.010899675078690052,-273.487548828125
0.0015656615141779184,98,4967,981806,593.0,491004,828,1636.93087653,0.01200153399258852,-273.59881591796875
0.0017405780963599682,98,4991,986550,593.0,493376,832,1636.8665538500002,0.04544830322265625,-273.6412658691406
0.0016977955820038915,98,5015,991294,593.0,495748,836,1636.02612976,0.01575033739209175,-274.1001892089844
0.0016753148520365357,98,5039,996038,593.0,498120,840,1635.23187417,0.018926799297332764,-274.8258361816406
0.0016951801953837276,98,5064,1000782,593.0,500492,844,1634.25525975,0.019840871915221214,-274.8520202636719
0.0016071745194494724,98,5089,1005526,593.0,502864,848,1633.45347289,0.010865073651075363,-274.804931640625
0.0015862236032262444,98,5113,1010270,593.0,505236,852,1633.10377178,0.013383816927671432,-274.8505859375
0.0015679955249652267,98,5138,1015014,593.0,507608,856,1633.30816086,0.01322190836071968,-274.63897705078125
0.0015687320847064257,98,5161,1019758,593.0,509980,860,1633.48780711,0.015204920433461666,-274.7112121582031
0.0015818126266822219,98,5185,1024502,593.0,512352,864,1633.7956261600002,0.012365833856165409,-274.3477478027344
0.001554751885123551,98,5210,1029246,593.0,514724,868,1634.0007884699999,0.010882259346544743,-273.9298095703125
0.0015439362032338977,98,5234,1033990,593.0,517096,872,1635.0157658199998,0.013769294135272503,-274.2280578613281
0.0015365740982815623,98,5258,1038734,593.0,519468,876,1636.0771762600002,0.011031550355255604,-274.5784912109375
0.0015369185712188482,98,5282,1043478,593.0,521840,880,1637.32593984,0.013101405464112759,-274.33514404296875
0.0015236926265060902,98,5307,1048222,593.0,524212,884,1638.3925014399997,0.009000581689178944,-274.1814270019531
0.0015454307431355119,98,5331,1052966,593.0,526584,888,1638.7891740999999,0.010741029866039753,-274.076171875
0.0015808881726115942,98,5355,1057710,593.0,528956,892,1639.56320411,0.012909096665680408,-274.155517578125
0.001543948776088655,98,5378,1062454,593.0,531328,896,1639.8323048999998,0.011281337589025497,-274.208984375
0.0015503137838095427,98,5403,1067198,593.0,533700,900,1639.9822492199999,0.010734262876212597,-274.2064208984375
0.0015674557071179152,98,5427,1071942,593.0,536072,904,1639.9866716700003,0.010105784982442856,-274.44659423828125
0.0016248986357823014,98,5451,1076686,593.0,538444,908,1639.8870079500002,0.021701863035559654,-274.2474060058594
0.0016234456561505795,98,5475,1081430,593.0,540816,912,1639.2265783999997,0.01786017045378685,-274.7129821777344
0.0016330451471731067,98,5499,1086174,593.0,543188,916,1638.05081426,0.014489483088254929,-274.99359130859375
0.0016792250098660588,98,5523,1090918,593.0,545560,920,1636.88126652,0.014861523173749447,-275.3258361816406
0.0016184711130335927,98,5547,1095662,593.0,547932,924,1635.6509043699998,0.015094775706529617,-274.533203125
0.0015615414595231414,98,5571,1100406,593.0,550304,928,1635.2747379099999,0.015042860992252827,-274.8653259277344
0.0015556715661659837,98,5596,1105150,593.0,552676,932,1635.5611127499997,0.011650706641376019,-274.58587646484375
0.0015173956053331494,98,5620,1109894,593.0,555048,936,1636.66751804,0.01402918342500925,-274.80645751953125
0.0015435137320309877,98,5644,1114638,593.0,557420,940,1637.88026797,0.012711904011666775,-275.05999755859375
0.0015378906391561031,98,5668,1119382,593.0,559792,944,1639.56195129,0.01726016402244568,-274.7744140625
0.001524073421023786,98,5692,1124126,593.0,562164,948,1640.79984788,0.010196628049015999,-274.44110107421875
0.0015436852118000388,98,5717,1128870,593.0,564536,952,1641.7210001899998,0.019199850037693977,-274.6580505371094
0.0015502243768423796,98,5741,1133614,593.0,566908,956,1641.8750454700003,0.014709421433508396,-274.730224609375
0.0015497218118980527,98,5765,1138358,593.0,569280,960,1641.9291129299995,0.009956419467926025,-274.24163818359375
0.0015235320897772908,98,5790,1143102,593.0,571652,964,1642.0119035499997,0.01360993180423975,-274.6789245605469
0.001513320254161954,98,5814,1147846,593.0,574024,968,1642.1383973299996,0.015268906950950623,-274.54656982421875
0.0015322944382205606,98,5838,1152590,593.0,576396,972,1642.3345809199998,0.0077057816088199615,-274.08441162109375
0.0015413947403430939,98,5862,1157334,593.0,578768,976,1642.52726935,0.012956518679857254,-274.5321350097656
0.0015384986763820052,98,5886,1162078,593.0,581140,980,1642.61886709,0.011234583333134651,-274.4151611328125
0.0015815674560144544,98,5911,1166822,593.0,583512,984,1642.3289151800002,0.020233171060681343,-274.5971984863281
0.0015552169643342495,98,5935,1171566,593.0,585884,988,1642.60965582,0.010421290062367916,-274.77386474609375
0.0015545400092378259,98,5959,1176310,593.0,588256,992,1642.52453809,0.012411577627062798,-274.8647155761719
0.0015539766754955053,98,5983,1181054,593.0,590628,996,1642.48527458,0.01345736812800169,-275.0916748046875
0.0015218526823446155,98,6008,1185798,593.0,593000,1000,1642.6757205300005,0.011614134535193443,-275.00469970703125
0.0015403521247208118,98,6032,1190542,593.0,595372,1004,1642.9018635999998,0.009967776946723461,-274.7637939453125
0.0015273726312443614,98,6057,1195286,593.0,597744,1008,1643.39749081,0.010110833682119846,-274.8428039550781
0.0015258804196491838,98,6081,1200030,593.0,600116,1012,1644.2486637499999,0.00956409890204668,-274.64117431640625
0.0015357054071500897,98,6105,1204774,593.0,602488,1016,1645.9209882299995,0.014091414399445057,-275.1960144042969
0.0015287635615095496,98,6129,1209518,593.0,604860,1020,1647.50946932,0.010032967664301395,-274.996337890625
0.0015227048425003886,98,6154,1214262,593.0,607232,1024,1648.9518456499998,0.012598293833434582,-275.0458984375
0.0015333733754232526,98,6178,1219006,593.0,609604,1028,1649.6724475299998,0.011741003021597862,-275.09747314453125
0.0015330282039940357,98,6202,1223750,593.0,611976,1032,1650.1506708599998,0.011059235781431198,-275.0723571777344
0.0015258213970810175,98,6226,1228494,593.0,614348,1036,1650.4332387699997,0.011943869292736053,-275.203369140625
0.0015009521739557385,98,6251,1233238,593.0,616720,1040,1650.51241515,0.011454124003648758,-275.1201171875
0.0015021816361695528,98,6275,1237982,593.0,619092,1044,1650.59108054,0.010040855966508389,-275.302734375
0.0015388955362141132,98,6299,1242726,593.0,621464,1048,1651.17309937,0.010290099307894707,-275.1709289550781
