train/critic_loss,train/ent_coef,time/total_timesteps,train/actor_loss,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,time/fps,time/time_elapsed
0.061253052204847336,0.27859216928482056,5284,-596.8924560546875,10366,703.3666947500001,1321.0,4,84,62
0.03389539197087288,0.08626338094472885,10568,-582.9454345703125,20934,1266.69804425,1321.0,8,92,114
0.06017906591296196,0.02744992822408676,15852,-463.2491760253906,31502,1613.7400338333334,1321.0,12,95,166
0.2536395490169525,0.009889398701488972,21136,-380.7071228027344,42070,1828.25387875,1321.0,16,96,218
0.45992612838745117,0.006633969023823738,26420,-403.3606262207031,52638,1910.94261625,1321.0,20,96,273
0.2996092140674591,0.0036733830347657204,31704,-375.78680419921875,63206,1985.2987667916668,1321.0,24,97,326
0.23138725757598877,0.0030232665594667196,36988,-339.61175537109375,73774,2049.902324678572,1321.0,28,97,378
0.2520935833454132,0.0028248908929526806,42272,-314.8169250488281,84342,2100.1685998125,1321.0,32,98,430
0.1438903957605362,0.0020764959044754505,47556,-293.2550048828125,94910,2148.5019735277774,1321.0,36,98,482
0.10363264381885529,0.0018472295487299562,52840,-273.446533203125,105478,2193.8142429499994,1321.0,40,98,534
0.07515161484479904,0.001660527428612113,58124,-260.29864501953125,116046,2233.4888023181816,1321.0,44,98,587
0.06703513860702515,0.0016135787591338158,63408,-249.42877197265625,126614,2269.0621740624997,1321.0,48,99,638
0.09001241624355316,0.001738967839628458,68692,-242.88214111328125,137182,2301.1782298653843,1321.0,52,99,690
0.20681142807006836,0.0023092119954526424,73976,-249.22242736816406,147750,2324.2597242857146,1321.0,56,99,742
0.12893059849739075,0.001932030776515603,79260,-249.59088134765625,158318,2342.2164651166668,1321.0,60,99,794
0.07278815656900406,0.0015705410623922944,84544,-246.04275512695312,168886,2363.412126609375,1321.0,64,99,847
0.068789541721344,0.0014269695384427905,89828,-241.5516357421875,179454,2385.892799617647,1321.0,68,99,899
0.06726719439029694,0.0014029006706550717,95112,-239.04049682617188,190022,2407.310905888889,1321.0,72,99,952
0.07804421335458755,0.0014591169310733676,100396,-238.97372436523438,200590,2427.161914394737,1321.0,76,99,1004
0.07145030051469803,0.001437714439816773,105680,-236.35491943359375,211158,2445.3203649125,1321.0,80,99,1056
0.06123502179980278,0.0013804249465465546,110964,-234.58135986328125,221726,2463.870506202381,1321.0,84,100,1109
0.05440640076994896,0.0013817842118442059,116248,-235.7808837890625,232294,2481.5714634204546,1321.0,88,100,1162
0.06103489175438881,0.001422327128238976,121532,-233.50253295898438,242862,2498.0138595543476,1321.0,92,100,1214
0.06320726871490479,0.0014277632581070065,126816,-234.78941345214844,253430,2512.833113458333,1321.0,96,100,1266
0.06554105877876282,0.0014114031801000237,132100,-233.52920532226562,263998,2526.5788799599995,1321.0,100,100,1319
0.05600475147366524,0.0013723850715905428,137384,-234.64285278320312,274566,2613.9923604,1321.0,104,100,1371
0.044118452817201614,0.0013491195859387517,142668,-232.9468994140625,285134,2656.8482529800003,1321.0,108,100,1423
0.056504808366298676,0.0012963390909135342,147952,-231.98675537109375,295702,2680.5643534600003,1321.0,112,100,1474
0.0482107475399971,0.0013251763302832842,153236,-233.32391357421875,306270,2698.903809530001,1321.0,116,100,1526
0.04310563579201698,0.001317380927503109,158520,-232.53561401367188,316838,2727.3465999600007,1321.0,120,100,1578
0.0487063005566597,0.0013521271757781506,163804,-234.27886962890625,327406,2750.42235798,1321.0,124,100,1631
