train/critic_loss,time/time_elapsed,train/actor_loss,time/fps,time/episodes,rollout/ep_rew_mean,train/n_updates,rollout/ep_len_mean,time/total_timesteps,train/ent_coef
0.14671199023723602,1224,-264.2400207519531,98,204,1377.39340379,241742,593.0,120972,0.0021468736231327057
0.07223224639892578,1248,-260.62103271484375,98,208,1376.57397441,246486,593.0,123344,0.0017946758307516575
0.045061979442834854,1272,-257.85107421875,98,212,1377.2188330800002,251230,593.0,125716,0.0015986781800165772
0.1484639197587967,1296,-256.37896728515625,98,216,1378.8417258400002,255974,593.0,128088,0.0016499157063663006
0.04300503805279732,1320,-254.0401611328125,98,220,1380.5791501699998,260718,593.0,130460,0.0015274506295099854
0.037087954580783844,1343,-253.24700927734375,98,224,1383.41125096,265462,593.0,132832,0.0014288590755313635
0.03383711352944374,1367,-252.84222412109375,98,228,1386.5275826499999,270206,593.0,135204,0.0014475617790594697
0.030048225075006485,1391,-251.85345458984375,98,232,1389.9906683599997,274950,593.0,137576,0.0014454497722908854
0.025653978809714317,1415,-251.77137756347656,98,236,1393.46827612,279694,593.0,139948,0.0014467578148469329
0.021416883915662766,1440,-251.59078979492188,98,240,1396.8881522999998,284438,593.0,142320,0.0014397369232028723
0.030171575024724007,1464,-251.8026123046875,98,244,1400.6497069500003,289182,593.0,144692,0.0014550343621522188
0.018708281219005585,1487,-252.00677490234375,98,248,1404.41781897,293926,593.0,147064,0.0014040811220183969
0.014929736964404583,1511,-252.43528747558594,98,252,1408.24621892,298670,593.0,149436,0.0014515576185658574
0.015159793198108673,1535,-252.16136169433594,98,256,1411.9457654399998,303414,593.0,151808,0.0014405341353267431
0.015219620428979397,1559,-252.9143524169922,98,260,1415.6631019100003,308158,593.0,154180,0.0014318102039396763
0.0127626433968544,1583,-253.05250549316406,98,264,1419.2595311599998,312902,593.0,156552,0.001440596766769886
0.01525754202157259,1607,-253.26519775390625,98,268,1422.99885049,317646,593.0,158924,0.00146729894913733
0.011811608448624611,1631,-253.91363525390625,98,272,1426.46523304,322390,593.0,161296,0.0014488205779343843
0.015698153525590897,1655,-254.1116180419922,98,276,1430.1140702400005,327134,593.0,163668,0.001463277847506106
0.024605650454759598,1679,-254.0628662109375,98,280,1434.1280486599999,331878,593.0,166040,0.0014705194626003504
0.013319703750312328,1702,-254.59027099609375,98,284,1437.4917473199996,336622,593.0,168412,0.001468936330638826
0.013098723255097866,1727,-254.68292236328125,98,288,1443.0300085600002,341366,593.0,170784,0.001470674411393702
0.012052257545292377,1751,-255.18392944335938,98,292,1453.59036838,346110,593.0,173156,0.0014837846392765641
0.011615895666182041,1774,-255.5001983642578,98,296,1466.86455376,350854,593.0,175528,0.0014802293153479695
0.01171886920928955,1798,-255.36611938476562,98,300,1479.2526490999994,355598,593.0,177900,0.001485727378167212
0.017756301909685135,1822,-256.42840576171875,98,304,1491.0346341400002,360342,593.0,180272,0.0015042803715914488
0.01689291000366211,1846,-256.6656799316406,98,308,1499.2656686399998,365086,593.0,182644,0.0014771163696423173
0.01360473595559597,1870,-256.9386901855469,98,312,1505.5942921499998,369830,593.0,185016,0.0014711781404912472
0.01741538569331169,1894,-257.3009033203125,98,316,1510.65991153,374574,593.0,187388,0.001489791669882834
0.014455444179475307,1918,-257.3946533203125,98,320,1515.5557028199996,379318,593.0,189760,0.0014959998661652207
0.01505966205149889,1942,-257.64739990234375,98,324,1519.2716015800002,384062,593.0,192132,0.0014906307915225625
0.012563598342239857,1967,-257.913818359375,98,328,1522.3934385299997,388806,593.0,194504,0.00147260632365942
0.0145915187895298,1991,-257.93865966796875,98,332,1524.98596245,393550,593.0,196876,0.0014999913983047009
0.012099448591470718,2015,-258.114013671875,98,336,1527.4286527100003,398294,593.0,199248,0.0015038371784612536
0.013553435914218426,2038,-258.52410888671875,98,340,1529.7499172399996,403038,593.0,201620,0.0015050653601065278
0.01177222654223442,2062,-259.13555908203125,98,344,1531.60269904,407782,593.0,203992,0.0015184045769274235
0.01304833684116602,2086,-258.9706726074219,98,348,1533.57933151,412526,593.0,206364,0.001527049345895648
0.014417204074561596,2110,-259.71771240234375,98,352,1535.3233593900002,417270,593.0,208736,0.0015213527949526906
0.01179972942918539,2134,-259.392822265625,98,356,1536.79672328,422014,593.0,211108,0.0015168603276833892
0.012364995665848255,2158,-260.6866455078125,98,360,1538.29610005,426758,593.0,213480,0.0015043664025142789
0.015488664619624615,2182,-260.49285888671875,98,364,1539.7176341599998,431502,593.0,215852,0.0015019538113847375
0.013067115098237991,2206,-260.55206298828125,98,368,1541.1330664199997,436246,593.0,218224,0.0015006416942924261
0.010363312438130379,2230,-262.0220947265625,98,372,1542.51536352,440990,593.0,220596,0.0014954500366002321
0.012821958400309086,2254,-261.3026123046875,98,376,1543.82361856,445734,593.0,222968,0.0014842409873381257
0.019634436815977097,2279,-261.45562744140625,98,380,1545.1032479900002,450478,593.0,225340,0.001580289681442082
0.010364255867898464,2302,-262.4656677246094,98,384,1546.20053263,455222,593.0,227712,0.0015041670994833112
0.011453798040747643,2326,-262.869384765625,98,388,1547.3795695999997,459966,593.0,230084,0.0014939431566745043
0.009514150209724903,2350,-262.44134521484375,98,392,1548.82123757,464710,593.0,232456,0.0014727390371263027
0.01119814533740282,2374,-262.52435302734375,98,396,1550.3978002099998,469454,593.0,234828,0.001471230061724782
0.01283243764191866,2397,-262.810546875,98,400,1551.7637470599998,474198,593.0,237200,0.0015129644889384508
0.01097056269645691,2421,-262.72955322265625,98,404,1552.9664449000002,478942,593.0,239572,0.0014907310251146555
0.011421771720051765,2445,-262.699951171875,98,408,1554.1766505599999,483686,593.0,241944,0.0015054262476041913
0.013938386924564838,2468,-263.28350830078125,98,412,1555.3742767999997,488430,593.0,244316,0.0015044877072796226
0.009435550309717655,2492,-263.4460144042969,98,416,1556.5751699099999,493174,593.0,246688,0.0015183886280283332
0.014923411421477795,2516,-264.54144287109375,98,420,1557.5388884300003,497918,593.0,249060,0.001526509178802371
0.029997551813721657,2541,-265.3320617675781,98,424,1557.7015049600002,502662,593.0,251432,0.0016303337179124355
0.016839466989040375,2565,-264.7724609375,98,428,1557.9197453499999,507406,593.0,253804,0.0016011102125048637
0.02051340602338314,2588,-265.733642578125,98,432,1558.74261271,512150,593.0,256176,0.0015922511229291558
0.016272207722067833,2612,-265.7452697753906,98,436,1559.5098498000004,516894,593.0,258548,0.0015274768229573965
0.014170469716191292,2636,-265.7210998535156,98,440,1560.2687839400003,521638,593.0,260920,0.0015359858516603708
0.0140287596732378,2660,-265.53900146484375,98,444,1561.31518557,526382,593.0,263292,0.0015488633653149009
0.01389580499380827,2684,-266.1596984863281,98,448,1561.9294132399998,531126,593.0,265664,0.0015177864115685225
0.01533900760114193,2708,-265.50848388671875,98,452,1562.99875808,535870,593.0,268036,0.0015513558173552155
0.018025651574134827,2733,-266.252197265625,98,456,1564.2271482600001,540614,593.0,270408,0.0015362488338723779
0.012825801968574524,2757,-265.731201171875,98,460,1565.1156769199997,545358,593.0,272780,0.0015277346828952432
0.014634616672992706,2781,-266.5730285644531,98,464,1566.1393282299996,550102,593.0,275152,0.0015386241720989347
0.01391561795026064,2805,-267.4962158203125,98,468,1567.3261069600003,554846,593.0,277524,0.0015450527425855398
0.021638205274939537,2829,-268.06500244140625,98,472,1567.74962864,559590,593.0,279896,0.0016120283398777246
0.028663111850619316,2853,-266.932373046875,98,476,1567.79353887,564334,593.0,282268,0.0016331502702087164
0.021577484905719757,2877,-269.072998046875,98,480,1568.12106511,569078,593.0,284640,0.0016196175711229444
0.03903207555413246,2901,-269.8321533203125,98,484,1568.371831,573822,593.0,287012,0.0016643911367282271
0.08313951641321182,2925,-273.6272888183594,98,488,1568.0376717699996,578566,593.0,289384,0.0017871728632599115
0.03464868664741516,2949,-274.4497375488281,98,492,1566.74230204,583310,593.0,291756,0.0017355200834572315
0.03651577606797218,2973,-274.56805419921875,98,496,1565.56138465,588054,593.0,294128,0.0016991642769426107
0.03620954602956772,2997,-275.18975830078125,98,500,1564.7603931800002,592798,593.0,296500,0.0017256143037229776
0.09563606977462769,3021,-277.52398681640625,98,504,1563.26769442,597542,593.0,298872,0.0018057734705507755
0.06471699476242065,3046,-277.170166015625,98,508,1561.12298062,602286,593.0,301244,0.001743778120726347
0.03190632537007332,3070,-279.381591796875,98,512,1560.0142911500004,607030,593.0,303616,0.0017394695896655321
0.04202893376350403,3095,-276.66064453125,98,516,1558.7504693,611774,593.0,305988,0.0016889047110453248
0.09374558180570602,3119,-276.6257629394531,98,520,1558.1662509299997,616518,593.0,308360,0.0016781084705144167
0.06867478042840958,3143,-277.55853271484375,98,524,1558.74425614,621262,593.0,310732,0.0016338629648089409
0.06373301893472672,3168,-276.01641845703125,98,528,1559.2695280700002,626006,593.0,313104,0.001693611964583397
0.034811832010746,3192,-275.7362060546875,98,532,1559.2783829400003,630750,593.0,315476,0.0015729843871667981
0.031256429851055145,3216,-275.90167236328125,98,536,1559.6761311500002,635494,593.0,317848,0.0016175939235836267
0.022370722144842148,3241,-274.76611328125,98,540,1560.51889563,640238,593.0,320220,0.0015538455918431282
0.02763229049742222,3265,-275.4986572265625,98,544,1561.18286456,644982,593.0,322592,0.0015290494775399566
0.02600311115384102,3289,-274.849853515625,98,548,1561.85440367,649726,593.0,324964,0.0015756547218188643
0.06328872591257095,3313,-274.85174560546875,98,552,1561.9365524599998,654470,593.0,327336,0.001608378137461841
0.061409689486026764,3338,-273.72711181640625,98,556,1562.0299630199997,659214,593.0,329708,0.0015851272037252784
0.0596531480550766,3362,-273.54473876953125,98,560,1562.3818305599998,663958,593.0,332080,0.001607219805009663
0.04381587728857994,3386,-273.51629638671875,98,564,1562.54243098,668702,593.0,334452,0.001573998830281198
0.023564811795949936,3411,-273.5577087402344,98,568,1562.6044420299995,673446,593.0,336824,0.0015738660003989935
0.028694501146674156,3435,-272.9988708496094,98,572,1563.4674003999999,678190,593.0,339196,0.0015701338415965438
0.025722859427332878,3459,-271.3492736816406,98,576,1564.7894769999998,682934,593.0,341568,0.0015241526998579502
0.017390171065926552,3483,-271.3579406738281,98,580,1565.6750071699998,687678,593.0,343940,0.001496819662861526
0.013166148215532303,3507,-272.11712646484375,98,584,1566.7605744399998,692422,593.0,346312,0.0015076618874445558
0.025549791753292084,3532,-270.9880065917969,98,588,1568.20991726,697166,593.0,348684,0.001499184058047831
0.015944579616189003,3556,-270.80279541015625,98,592,1570.7637840799998,701910,593.0,351056,0.0014790208078920841
0.013347244821488857,3581,-270.46966552734375,98,596,1573.3308351300002,706654,593.0,353428,0.0014961260603740811
0.015394669026136398,3604,-271.7841796875,98,600,1575.54630714,711398,593.0,355800,0.0014827350387349725
0.01239289715886116,3629,-270.70819091796875,98,604,1578.4261306500002,716142,593.0,358172,0.0014724708162248135
0.012488123029470444,3653,-270.96270751953125,98,608,1582.0482249799998,720886,593.0,360544,0.001477539073675871
0.01344219595193863,3676,-271.4925842285156,98,612,1584.7783594,725630,593.0,362916,0.0014682289911434054
0.012839370407164097,3701,-272.0361022949219,98,616,1587.6267768799999,730374,593.0,365288,0.0014731682604178786
0.010641664266586304,3726,-271.44158935546875,98,620,1589.7826326200002,735118,593.0,367660,0.0014895835192874074
0.013138038106262684,3750,-271.4911193847656,98,624,1591.6961444600001,739862,593.0,370032,0.0014688221272081137
0.01876537874341011,3774,-271.76947021484375,98,628,1593.60389858,744606,593.0,372404,0.0014893128536641598
0.015084737911820412,3798,-272.2176818847656,98,632,1595.39383574,749350,593.0,374776,0.0014924260322004557
0.012511413544416428,3822,-272.41845703125,98,636,1596.65805792,754094,593.0,377148,0.0014871818711981177
0.019969258457422256,3846,-271.1168212890625,98,640,1597.2982627800002,758838,593.0,379520,0.0015847213799133897
0.015062767080962658,3869,-273.075927734375,98,644,1597.85819059,763582,593.0,381892,0.0015300355153158307
0.02705291472375393,3893,-271.73492431640625,98,648,1598.8711309599998,768326,593.0,384264,0.0015448861522600055
0.02138162963092327,3917,-272.7495422363281,98,652,1600.1573190299998,773070,593.0,386636,0.0015454520471394062
0.011757967062294483,3942,-272.63775634765625,98,656,1601.6471859099997,777814,593.0,389008,0.0015008692862465978
0.013741341419517994,3966,-272.3946533203125,98,660,1602.71366277,782558,593.0,391380,0.0015154974535107613
0.012141692452132702,3990,-272.4843444824219,98,664,1604.02348805,787302,593.0,393752,0.00152792118024081
0.015733154490590096,4013,-271.6107482910156,98,668,1605.2874476200002,792046,593.0,396124,0.0015014412347227335
0.010772695764899254,4037,-272.9507751464844,98,672,1606.5920645600002,796790,593.0,398496,0.0014888051664456725
0.010709429159760475,4062,-272.30645751953125,98,676,1607.72721208,801534,593.0,400868,0.0014959584223106503
0.010767275467514992,4086,-271.47174072265625,98,680,1608.9294870500003,806278,593.0,403240,0.0015134775312617421
0.010726756416261196,4110,-272.43402099609375,98,684,1610.1036872199998,811022,593.0,405612,0.001507007866166532
0.011526286602020264,4134,-271.5993957519531,98,688,1611.3932674500002,815766,593.0,407984,0.0015169174876064062
0.013186665251851082,4158,-272.6352844238281,98,692,1612.4399697100002,820510,593.0,410356,0.001500080106779933
0.009839042089879513,4182,-273.54248046875,98,696,1613.0986314699996,825254,593.0,412728,0.0014954677317291498
0.010801496915519238,4206,-272.68597412109375,98,700,1613.7096889500003,829998,593.0,415100,0.0014826374826952815
0.008176160044968128,4230,-273.3899230957031,98,704,1614.5009561500003,834742,593.0,417472,0.0014908433659002185
0.01099138893187046,4254,-273.39703369140625,98,708,1615.21548153,839486,593.0,419844,0.0015021493891254067
0.011288799345493317,4278,-272.1978759765625,98,712,1615.79407587,844230,593.0,422216,0.001506196684204042
0.010128509253263474,4302,-273.7506103515625,98,716,1616.5527980499996,848974,593.0,424588,0.0015107146464288235
0.012525021098554134,4326,-272.75830078125,98,720,1617.4044551400002,853718,593.0,426960,0.0015047473134472966
0.011331569403409958,4350,-272.833984375,98,724,1618.16825596,858462,593.0,429332,0.0014985807938501239
0.009384062141180038,4374,-272.67193603515625,98,728,1618.7354634,863206,593.0,431704,0.0015117450384423137
0.014944358728826046,4398,-273.1750793457031,98,732,1619.6593705600003,867950,593.0,434076,0.001529262401163578
0.012566359713673592,4422,-273.2498474121094,98,736,1620.69819959,872694,593.0,436448,0.00151040346827358
0.014224105514585972,4446,-273.855224609375,98,740,1621.72965622,877438,593.0,438820,0.0014933741185814142
0.013269335962831974,4471,-274.0682678222656,98,744,1622.8000487799998,882182,593.0,441192,0.0014961938140913844
0.012009497731924057,4494,-274.3616027832031,98,748,1623.5107580500003,886926,593.0,443564,0.0015270900912582874
0.011356894858181477,4518,-274.0885009765625,98,752,1624.3460456500002,891670,593.0,445936,0.0015147923259064555
0.010084348730742931,4542,-274.6390380859375,98,756,1625.0398565900002,896414,593.0,448308,0.0015121755423024297
0.010660918429493904,4566,-274.232177734375,98,760,1626.0616238700004,901158,593.0,450680,0.0015050014480948448
0.012597575783729553,4590,-275.0320129394531,98,764,1626.74796225,905902,593.0,453052,0.0015575799625366926
0.012035024352371693,4613,-274.59906005859375,98,768,1626.98182886,910646,593.0,455424,0.0015290676383301616
0.012995917350053787,4638,-274.6581115722656,98,772,1627.35746891,915390,593.0,457796,0.0015352631453424692
0.01285501103848219,4662,-273.79754638671875,98,776,1627.9142797700001,920134,593.0,460168,0.001529696979559958
0.013529021292924881,4686,-275.0543212890625,98,780,1628.5196505200001,924878,593.0,462540,0.0015237769111990929
0.009279455058276653,4710,-274.36907958984375,98,784,1629.1491550400003,929622,593.0,464912,0.0015108694788068533
0.009096656925976276,4734,-273.4202880859375,98,788,1629.5828765500003,934366,593.0,467284,0.0015206870157271624
0.009638006798923016,4758,-274.51654052734375,98,792,1629.9434743,939110,593.0,469656,0.0015282855601981282
0.011146794073283672,4782,-274.4581298828125,98,796,1630.5451910600002,943854,593.0,472028,0.0015149577520787716
0.010021941736340523,4806,-273.68426513671875,98,800,1631.0539704800003,948598,593.0,474400,0.0015050279907882214
0.012709732167422771,4830,-273.76043701171875,98,804,1631.7387185400003,953342,593.0,476772,0.0015084866899996996
0.008499592542648315,4854,-274.03216552734375,98,808,1632.32834885,958086,593.0,479144,0.0015393609646707773
0.008048677816987038,4879,-274.044189453125,98,812,1632.9296415699996,962830,593.0,481516,0.001503257779404521
0.009074235334992409,4903,-273.2791748046875,98,816,1633.3568045399995,967574,593.0,483888,0.0015195338055491447
0.009649153798818588,4927,-274.6376647949219,98,820,1633.85014106,972318,593.0,486260,0.0015303405234590173
0.009050071239471436,4951,-273.8662109375,98,824,1634.33134328,977062,593.0,488632,0.001527428743429482
0.01106052752584219,4975,-274.3939208984375,98,828,1635.0411872599996,981806,593.0,491004,0.0015246535185724497
0.011846421286463737,4999,-273.72259521484375,98,832,1635.6977897499999,986550,593.0,493376,0.001529098255559802
0.009412756189703941,5023,-274.4098205566406,98,836,1636.24143268,991294,593.0,495748,0.0015494986437261105
0.009835753589868546,5047,-274.7451171875,98,840,1636.8762815199998,996038,593.0,498120,0.0015319088706746697
0.008683792315423489,5071,-274.0902099609375,98,844,1637.5782991400001,1000782,593.0,500492,0.00153827341273427
0.01013175304979086,5095,-273.86773681640625,98,848,1638.28691397,1005526,593.0,502864,0.001543526304885745
0.010532177984714508,5119,-274.04962158203125,98,852,1638.7224367200001,1010270,593.0,505236,0.0015238721389323473
0.009257817640900612,5143,-274.0003356933594,98,856,1639.15344981,1015014,593.0,507608,0.0015266889240592718
0.009088894352316856,5167,-274.58416748046875,98,860,1639.5796900900002,1019758,593.0,509980,0.0015334252966567874
0.008177423849701881,5191,-274.4150085449219,98,864,1640.2344072399999,1024502,593.0,512352,0.0015362664125859737
0.010228989645838737,5215,-273.82745361328125,98,868,1641.3171740199996,1029246,593.0,514724,0.00154343422036618
0.007707048673182726,5239,-273.6960754394531,98,872,1642.09718018,1033990,593.0,517096,0.0015448478516191244
0.008983960375189781,5263,-274.5234069824219,98,876,1642.6217638900002,1038734,593.0,519468,0.0015452200314030051
0.009831517934799194,5287,-274.1163330078125,98,880,1643.1513481799996,1043478,593.0,521840,0.001532864524051547
0.007532045245170593,5311,-273.9905090332031,98,884,1643.7342672199998,1048222,593.0,524212,0.0015290166484192014
0.01116527896374464,5336,-273.98529052734375,98,888,1644.3189808099999,1052966,593.0,526584,0.0015602150233462453
0.00990030076354742,5360,-274.2748718261719,98,892,1644.9754769800004,1057710,593.0,528956,0.0015284662367776036
0.008099964819848537,5383,-274.0694580078125,98,896,1645.51824853,1062454,593.0,531328,0.0015424506273120642
0.010886751115322113,5407,-274.8558044433594,98,900,1646.1345325700001,1067198,593.0,533700,0.0015466036275029182
0.007804370019584894,5431,-273.7061462402344,98,904,1646.4706258000006,1071942,593.0,536072,0.0015329669695347548
0.009608197957277298,5455,-274.2274475097656,98,908,1646.8015688999994,1076686,593.0,538444,0.0015396566595882177
0.008251823484897614,5479,-274.44781494140625,98,912,1647.31675994,1081430,593.0,540816,0.0015320103848353028
0.008664103224873543,5503,-274.76934814453125,98,916,1647.88080067,1086174,593.0,543188,0.0015218410408124328
0.01086650975048542,5527,-274.9197998046875,98,920,1648.3884591499998,1090918,593.0,545560,0.0015372007619589567
0.009695437736809254,5551,-274.5260009765625,98,924,1648.8620274599996,1095662,593.0,547932,0.0015276020858436823
0.007492609787732363,5575,-274.99005126953125,98,928,1649.4135591799995,1100406,593.0,550304,0.0015294206095859408
0.009041585959494114,5600,-275.262939453125,98,932,1649.7721324000001,1105150,593.0,552676,0.0015153327258303761
0.008258686400949955,5624,-275.34393310546875,98,936,1650.2321320000003,1109894,593.0,555048,0.0015202948125079274
0.007283779792487621,5648,-275.62164306640625,98,940,1650.78161318,1114638,593.0,557420,0.0015121069736778736
0.008763241581618786,5672,-275.32904052734375,98,944,1651.1481614999998,1119382,593.0,559792,0.0015258083585649729
0.009869351051747799,5696,-275.65496826171875,98,948,1651.5162374700003,1124126,593.0,562164,0.0015215929597616196
0.014515687711536884,5720,-275.4874267578125,98,952,1651.91895724,1128870,593.0,564536,0.0015371801564469934
0.009718022309243679,5744,-274.6811218261719,98,956,1652.16153398,1133614,593.0,566908,0.00150090001989156
0.00895373523235321,5768,-275.7533874511719,98,960,1652.6249062699999,1138358,593.0,569280,0.0014973493525758386
0.008815310895442963,5792,-275.5893859863281,98,964,1653.02328681,1143102,593.0,571652,0.0015164075884968042
0.008967108093202114,5816,-275.51446533203125,98,968,1653.3938214300003,1147846,593.0,574024,0.001504741609096527
0.008629461750388145,5840,-275.1413269042969,98,972,1653.9464078099998,1152590,593.0,576396,0.001505364547483623
0.008017121814191341,5865,-275.7049560546875,98,976,1654.4607939000002,1157334,593.0,578768,0.0015089866938069463
0.009445157833397388,5889,-275.64007568359375,98,980,1655.0631004000002,1162078,593.0,581140,0.001509030582383275
0.01039915718138218,5913,-276.0179443359375,98,984,1655.4846981300004,1166822,593.0,583512,0.0015010717324912548
0.007675947155803442,5937,-275.45867919921875,98,988,1656.03159784,1171566,593.0,585884,0.0014921483816578984
0.01583203114569187,5961,-275.7281799316406,98,992,1656.1840477899998,1176310,593.0,588256,0.0015382668934762478
0.00816890224814415,5985,-275.407470703125,98,996,1656.6510081899999,1181054,593.0,590628,0.0015102896140888333
0.00811677984893322,6009,-276.13104248046875,98,1000,1656.9858907899998,1185798,593.0,593000,0.0015063073951750994
0.011370301246643066,6033,-276.4408874511719,98,1004,1657.5364182700002,1190542,593.0,595372,0.0015204506926238537
0.009050404652953148,6057,-275.2372131347656,98,1008,1658.16081635,1195286,593.0,597744,0.0015097178984433413
0.009742594324052334,6081,-276.111328125,98,1012,1658.6698864600005,1200030,593.0,600116,0.0014991540228947997
0.007434916216880083,6105,-275.87921142578125,98,1016,1659.0785114699995,1204774,593.0,602488,0.0014989088522270322
0.007573504466563463,6129,-275.94842529296875,98,1020,1659.41046907,1209518,593.0,604860,0.0015097553841769695
0.009667819365859032,6153,-275.699462890625,98,1024,1659.8937069900003,1214262,593.0,607232,0.0014973565703257918
0.008511096239089966,6177,-275.8428649902344,98,1028,1660.1213511100002,1219006,593.0,609604,0.0015053179813548923
0.008327293209731579,6201,-276.1231689453125,98,1032,1660.4031560499998,1223750,593.0,611976,0.0014981100102886558
0.008857754059135914,6225,-276.08941650390625,98,1036,1660.8343077,1228494,593.0,614348,0.001509874127805233
0.008888588286936283,6249,-276.46160888671875,98,1040,1661.1935737299996,1233238,593.0,616720,0.0015073535032570362
0.00756310997530818,6274,-276.4462585449219,98,1044,1661.71039961,1237982,593.0,619092,0.00149512046482414
