time/total_timesteps,train/actor_loss,rollout/ep_len_mean,time/episodes,time/fps,train/critic_loss,time/time_elapsed,train/n_updates,train/ent_coef,rollout/ep_rew_mean
19592,-392.37176513671875,158.0,124,98,0.028402961790561676,199,38982,0.012500327080488205,267.16729142
20224,-382.17144775390625,158.0,128,98,0.026814846321940422,205,40246,0.011002779938280582,275.97326997
20856,-373.248046875,158.0,132,98,0.02835051901638508,211,41510,0.009694930166006088,284.25868888
21488,-364.63153076171875,158.0,136,98,0.027574725449085236,217,42774,0.008559267036616802,291.90893351
22120,-356.23455810546875,158.0,140,98,0.026929082348942757,224,44038,0.007558945566415787,298.87007465000005
22752,-348.5586242675781,158.0,144,98,0.026630066335201263,230,45302,0.0066868313588202,305.51642716000003
23384,-341.47442626953125,158.0,148,98,0.027006501331925392,236,46566,0.005925701931118965,311.51022223999996
24016,-334.74151611328125,158.0,152,99,0.027094518765807152,242,47830,0.0052552660927176476,316.96110588
24648,-328.40081787109375,158.0,156,99,0.02833227440714836,248,49094,0.004662937484681606,322.06130478
25280,-321.9649658203125,158.0,160,99,0.02537919208407402,254,50358,0.004148089326918125,326.75873614
25912,-316.97216796875,158.0,164,99,0.027322597801685333,260,51622,0.00371146434918046,331.50029113
