#{"t_start": 1690502051.4235322, "env_id": "None"}
r,l,t,precision,recall,f1,sustain_precision,sustain_recall,sustain_f1
42.974215,158,16.619852,0.6460970464135022,0.07542194092827004,0.3604430379746836,0.8607594936708861,0.6708860759493671,0.5316455696202531
12.15336,158,18.202475,0.6478902953586497,0.09018987341772151,0.3412597950572634,0.879746835443038,0.5886075949367089,0.46835443037974683
32.246271,158,19.786085,0.685126582278481,0.07172995780590717,0.34957805907172995,0.8860759493670886,0.620253164556962,0.5063291139240507
28.598297,158,21.355909,0.686181434599156,0.09388185654008438,0.3461422543701025,0.8924050632911392,0.6265822784810127,0.5189873417721519
36.985547,158,22.927222,0.6856540084388186,0.09071729957805907,0.3611814345991561,0.8734177215189873,0.5949367088607594,0.46835443037974683
34.898184,158,24.566357,0.6120253164556962,0.0981012658227848,0.4259493670886076,0.879746835443038,0.6455696202531646,0.5253164556962026
38.55785,158,26.233413,0.7025316455696202,0.09599156118143458,0.36645569620253166,0.879746835443038,0.6455696202531646,0.5253164556962026
41.067451,158,27.869895,0.6112869198312237,0.07278481012658228,0.4080168776371308,0.9050632911392406,0.620253164556962,0.5253164556962026
38.922032,158,29.506579,0.6188818565400844,0.07383966244725738,0.3896925858951175,0.8544303797468354,0.5822784810126582,0.43670886075949367
39.21263,158,31.250845,0.6429324894514767,0.07172995780590717,0.3938818565400844,0.8670886075949367,0.6772151898734177,0.5443037974683544
58.793254,158,32.926467,0.6566455696202531,0.08227848101265822,0.3864074743821579,0.8860759493670886,0.6962025316455697,0.5822784810126582
53.51904,158,34.588053,0.6768987341772152,0.07753164556962025,0.29769439421338156,0.8481012658227848,0.6392405063291139,0.4873417721518987
51.596387,158,36.250808,0.6724683544303798,0.08860759493670886,0.3377637130801688,0.8607594936708861,0.6645569620253164,0.5253164556962026
60.129767,158,37.855492,0.740506329113924,0.07278481012658228,0.2795358649789029,0.8607594936708861,0.6708860759493671,0.5316455696202531
67.167117,158,39.482873,0.7172995780590717,0.07383966244725738,0.30907172995780585,0.8544303797468354,0.7088607594936709,0.5632911392405063
69.591201,158,41.12617,0.6482067510548523,0.07489451476793248,0.32016274864376126,0.8481012658227848,0.689873417721519,0.5379746835443038
80.813849,158,42.71439,0.7056962025316456,0.0759493670886076,0.3048523206751055,0.8544303797468354,0.7468354430379747,0.6012658227848101
78.496223,158,44.344614,0.6772151898734177,0.06329113924050633,0.34810126582278483,0.879746835443038,0.7531645569620253,0.6329113924050633
104.074789,158,45.919687,0.7278481012658228,0.06856540084388185,0.26687763713080165,0.9113924050632911,0.7721518987341772,0.6835443037974683
84.61665,158,47.506603,0.6919831223628693,0.06962025316455696,0.3485232067510548,0.8860759493670886,0.7784810126582279,0.6645569620253164
103.979633,158,49.088917,0.6434599156118144,0.08016877637130801,0.3728350411894715,0.8987341772151899,0.810126582278481,0.7088607594936709
108.071963,158,50.697213,0.7860759493670886,0.09071729957805906,0.2583333333333333,0.8987341772151899,0.7974683544303798,0.6962025316455697
111.397768,158,52.267834,0.6635021097046413,0.07172995780590717,0.37341772151898733,0.930379746835443,0.8417721518987342,0.7721518987341772
118.27765,158,53.856816,0.8085443037974683,0.06962025316455696,0.25210970464135024,0.8860759493670886,0.8734177215189873,0.759493670886076
125.700756,158,55.446755,0.660337552742616,0.0770042194092827,0.3683544303797468,0.9367088607594937,0.8354430379746836,0.7721518987341772
149.476928,158,57.054564,0.7848101265822784,0.0759493670886076,0.28270042194092826,0.9177215189873418,0.8607594936708861,0.7784810126582279
135.797697,158,58.635381,0.7953586497890295,0.08227848101265822,0.25126582278481013,0.930379746835443,0.8164556962025317,0.7468354430379747
150.311607,158,60.237136,0.7911392405063291,0.06962025316455696,0.2721518987341772,0.9367088607594937,0.8607594936708861,0.7974683544303798
147.650461,158,61.844565,0.7774261603375527,0.07278481012658228,0.28881856540084394,0.8734177215189873,0.8734177215189873,0.7468354430379747
164.407645,158,63.391216,0.8270042194092826,0.06962025316455696,0.220253164556962,0.9367088607594937,0.879746835443038,0.8164556962025317
144.677844,158,64.927857,0.7885021097046413,0.08227848101265822,0.25464135021097045,0.9240506329113924,0.8417721518987342,0.7658227848101266
158.821336,158,66.443438,0.7489451476793249,0.06540084388185653,0.27426160337552746,0.9430379746835443,0.8860759493670886,0.8291139240506329
162.148461,158,67.9873,0.8248945147679324,0.06962025316455696,0.18670886075949367,0.9620253164556962,0.8227848101265823,0.7848101265822784
172.068223,158,69.512794,0.7990506329113924,0.06645569620253164,0.22362869198312232,0.9240506329113924,0.9177215189873418,0.8417721518987342
183.432306,158,71.036466,0.7668776371308017,0.07700421940928269,0.2791139240506329,0.9430379746835443,0.9556962025316456,0.8987341772151899
180.46433,158,72.56852,0.8765822784810127,0.06962025316455696,0.140295358649789,0.9746835443037974,0.9177215189873418,0.8924050632911392
191.788219,158,74.096012,0.8881856540084389,0.06540084388185653,0.16033755274261605,0.9367088607594937,0.930379746835443,0.8670886075949367
196.743727,158,75.631257,0.840717299578059,0.06856540084388185,0.19514767932489452,0.9683544303797469,0.9430379746835443,0.9113924050632911
196.620983,158,77.156363,0.8660337552742615,0.06962025316455696,0.17236286919831223,0.9620253164556962,0.9430379746835443,0.9050632911392406
198.066748,158,78.672778,0.8259493670886076,0.0759493670886076,0.2352320675105485,0.9556962025316456,0.9620253164556962,0.9177215189873418
199.13362,158,80.190491,0.8259493670886076,0.06751054852320675,0.20189873417721518,0.9746835443037974,0.9367088607594937,0.9113924050632911
195.46613,158,81.719621,0.8417721518987342,0.06645569620253164,0.1877637130801688,0.9746835443037974,0.9367088607594937,0.9113924050632911
199.02573,158,83.236861,0.9082278481012658,0.06645569620253164,0.1550632911392405,0.9556962025316456,0.9367088607594937,0.8924050632911392
200.605622,158,84.762097,0.810126582278481,0.06540084388185653,0.2310126582278481,0.9367088607594937,0.9367088607594937,0.8734177215189873
215.976579,158,86.28853,0.9272151898734177,0.08122362869198312,0.13966244725738397,0.9683544303797469,0.9367088607594937,0.9050632911392406
209.017971,158,87.807289,0.8164556962025317,0.06329113924050633,0.22151898734177214,0.9556962025316456,0.9493670886075949,0.9050632911392406
223.727788,158,89.37306,0.8987341772151899,0.06751054852320675,0.16329113924050634,0.9683544303797469,0.9367088607594937,0.9050632911392406
210.494805,158,90.89802,0.8670886075949367,0.06329113924050633,0.1962025316455696,0.9556962025316456,0.9556962025316456,0.9113924050632911
216.338411,158,92.42754,0.9367088607594937,0.06645569620253164,0.13080168776371306,0.9746835443037974,0.9367088607594937,0.9113924050632911
231.401018,158,93.960458,0.8924050632911392,0.06329113924050633,0.15822784810126583,0.9873417721518988,0.9683544303797469,0.9556962025316456
228.685329,158,95.481375,0.9113924050632911,0.06540084388185653,0.1550632911392405,0.9873417721518988,0.9430379746835443,0.930379746835443
234.485511,158,97.02179,0.9430379746835443,0.06962025316455696,0.12658227848101267,0.9810126582278481,0.9683544303797469,0.9493670886075949
233.176079,158,98.543602,0.9462025316455697,0.06645569620253164,0.11708860759493671,0.9810126582278481,0.9556962025316456,0.9367088607594937
244.977939,158,100.064416,0.9356540084388184,0.07278481012658228,0.12658227848101267,0.9936708860759493,0.9810126582278481,0.9746835443037974
244.65802,158,101.591853,0.9367088607594937,0.06329113924050633,0.11392405063291139,0.9873417721518988,0.9620253164556962,0.9493670886075949
242.061347,158,103.105203,0.9367088607594937,0.06962025316455696,0.13291139240506328,0.9493670886075949,0.9810126582278481,0.930379746835443
252.601121,158,104.614403,0.9430379746835443,0.0759493670886076,0.11540084388185655,0.9746835443037974,0.9746835443037974,0.9493670886075949
236.566166,158,106.124291,0.9113924050632911,0.06329113924050633,0.13924050632911392,0.9810126582278481,0.9873417721518988,0.9683544303797469
246.252573,158,107.648116,0.9177215189873418,0.06329113924050633,0.14556962025316456,0.9683544303797469,0.9873417721518988,0.9556962025316456
250.688491,158,109.162777,0.9113924050632911,0.06329113924050633,0.1518987341772152,0.9873417721518988,0.9810126582278481,0.9683544303797469
255.177043,158,110.702756,0.9430379746835443,0.06329113924050633,0.12025316455696203,0.9936708860759493,0.9810126582278481,0.9746835443037974
252.746798,158,112.244728,0.9272151898734177,0.06645569620253164,0.1360759493670886,0.9936708860759493,0.9620253164556962,0.9556962025316456
254.360322,158,113.767988,0.9572784810126582,0.07278481012658228,0.10970464135021096,0.9936708860759493,0.9746835443037974,0.9683544303797469
252.312359,158,115.316668,0.9050632911392406,0.06329113924050633,0.15822784810126583,1.0,0.9746835443037974,0.9746835443037974
251.856013,158,116.843754,0.9367088607594937,0.06329113924050633,0.12658227848101267,0.9873417721518988,0.9873417721518988,0.9746835443037974
251.764958,158,118.464625,0.9177215189873418,0.06329113924050633,0.13291139240506328,0.9873417721518988,0.9746835443037974,0.9620253164556962
252.075551,158,120.072715,0.9493670886075949,0.06329113924050633,0.11392405063291139,0.9873417721518988,0.9810126582278481,0.9683544303797469
256.040317,158,121.623924,0.9430379746835443,0.06329113924050633,0.12025316455696203,0.9810126582278481,0.9810126582278481,0.9620253164556962
254.419146,158,123.185834,0.9493670886075949,0.06329113924050633,0.11392405063291139,0.9873417721518988,0.9810126582278481,0.9683544303797469
251.600489,158,124.781635,0.9113924050632911,0.06329113924050633,0.12658227848101267,0.9936708860759493,0.9556962025316456,0.9493670886075949
261.673614,158,126.363532,0.9810126582278481,0.06329113924050633,0.08227848101265822,0.9873417721518988,0.9936708860759493,0.9810126582278481
268.656905,158,127.97463,0.9873417721518988,0.06329113924050633,0.0759493670886076,0.9683544303797469,0.9936708860759493,0.9620253164556962
257.373768,158,129.572377,0.9620253164556962,0.06329113924050633,0.10126582278481013,0.9936708860759493,0.9683544303797469,0.9620253164556962
264.583815,158,131.11947,0.9430379746835443,0.06329113924050633,0.10759493670886076,1.0,1.0,1.0
270.556367,158,132.75841,0.9683544303797469,0.06329113924050633,0.0949367088607595,0.9936708860759493,0.9936708860759493,0.9873417721518988
268.728568,158,134.409708,0.9430379746835443,0.06329113924050633,0.12025316455696203,1.0,0.9873417721518988,0.9873417721518988
275.885775,158,136.038625,0.9493670886075949,0.06329113924050633,0.11392405063291139,1.0,1.0,1.0
