train/critic_loss,train/ent_coef,time/episodes,time/fps,time/time_elapsed,time/total_timesteps,train/actor_loss,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean
0.18605685234069824,0.45383545756340027,4,72,43,3152,-477.05145263671875,6102,788.0,205.68622424999998
0.04144240915775299,0.22165997326374054,8,82,76,6304,-615.7696533203125,12406,788.0,464.472140875
0.024661697447299957,0.11015000939369202,12,86,109,9456,-601.137939453125,18710,788.0,674.9481118333333
