train/n_updates,train/critic_loss,time/episodes,train/actor_loss,time/fps,train/ent_coef,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean
1601014,0.013806941919028759,1016,-249.36053466796875,99,0.0013954521855339408,800608,1963.41717152,8019,788.0
1607318,0.011677444912493229,1020,-246.62159729003906,99,0.00140468985773623,803760,1963.98393706,8051,788.0
1613622,0.013100694864988327,1024,-249.73226928710938,99,0.001416705665178597,806912,1964.4938013500002,8084,788.0
1619926,0.013551789335906506,1028,-249.745849609375,99,0.001410531927831471,810064,1964.83221169,8116,788.0
1626230,0.012624556198716164,1032,-249.17417907714844,99,0.0014048827579244971,813216,1965.32961094,8148,788.0
1632534,0.014356497675180435,1036,-250.96815490722656,99,0.0014040470123291016,816368,1965.9327170800002,8179,788.0
1638838,0.012971512041985989,1040,-250.2498779296875,99,0.0013934799935668707,819520,1966.4717325299998,8210,788.0
1645142,0.014966732822358608,1044,-251.3490447998047,99,0.0014124332228675485,822672,1966.8087152099997,8242,788.0
1651446,0.01487679872661829,1048,-250.17221069335938,99,0.001422177185304463,825824,1967.5085566900002,8273,788.0
1657750,0.01788242533802986,1052,-252.04171752929688,99,0.0014295876026153564,828976,1968.3192532399999,8305,788.0
1664054,0.016965804621577263,1056,-249.78414916992188,99,0.0014159708516672254,832128,1968.7243671000003,8336,788.0
1670358,0.016387591138482094,1060,-251.64862060546875,99,0.001440566498786211,835280,1969.25439265,8368,788.0
1676662,0.014235684648156166,1064,-249.80307006835938,99,0.0014167077606543899,838432,1969.82638748,8399,788.0
1682966,0.012606700882315636,1068,-252.6256561279297,99,0.0014186796033754945,841584,1970.2861458200005,8431,788.0
1689270,0.017570404335856438,1072,-251.6358184814453,99,0.001414629863575101,844736,1970.76839382,8462,788.0
1695574,0.012896174564957619,1076,-251.76412963867188,99,0.0014129829360172153,847888,1971.2256598499998,8494,788.0
1701878,0.016220252960920334,1080,-251.93899536132812,99,0.0014091752236708999,851040,1971.4801306600002,8525,788.0
1708182,0.012899195775389671,1084,-250.72488403320312,99,0.001426629489287734,854192,1971.8341488499998,8557,788.0
1714486,0.013983651995658875,1088,-251.08956909179688,99,0.0014285893412306905,857344,1972.2909152399998,8589,788.0
1720790,0.012516911141574383,1092,-250.84068298339844,99,0.0014066463336348534,860496,1972.8364592900002,8621,788.0
1727094,0.013862905092537403,1096,-250.15713500976562,99,0.0014187608612701297,863648,1973.2864722000002,8652,788.0
1733398,0.013474800623953342,1100,-251.50950622558594,99,0.0014145132154226303,866800,1973.7539995999998,8684,788.0
1739702,0.012598816305398941,1104,-250.68649291992188,99,0.0014175132382661104,869952,1974.6006745100003,8716,788.0
1746006,0.013438240624964237,1108,-251.17059326171875,99,0.0014090725453570485,873104,1975.03807464,8748,788.0
1752310,0.013410878367722034,1112,-251.0587158203125,99,0.0014376172330230474,876256,1975.9258870999997,8780,788.0
1758614,0.027107905596494675,1116,-251.37588500976562,99,0.0014489159220829606,879408,1976.26268871,8812,788.0
1764918,0.012940875254571438,1120,-251.9925537109375,99,0.0014607786433771253,882560,1976.6219826000001,8844,788.0
1771222,0.021367238834500313,1124,-250.55796813964844,99,0.0014611909864470363,885712,1977.2038498700003,8876,788.0
1777526,0.013581840321421623,1128,-250.24014282226562,99,0.001472748932428658,888864,1977.6864383799998,8908,788.0
1783830,0.013786260038614273,1132,-253.65451049804688,99,0.001445071422494948,892016,1977.92225252,8939,788.0
1790134,0.014211244881153107,1136,-249.79043579101562,99,0.0014554846566170454,895168,1978.0912359000004,8971,788.0
1796438,0.015309520065784454,1140,-254.30282592773438,99,0.0014326975215226412,898320,1978.5961284699997,9003,788.0
1802742,0.01432417519390583,1144,-252.76295471191406,99,0.0014350111596286297,901472,1979.1940811499996,9034,788.0
1809046,0.012869397178292274,1148,-251.9261932373047,99,0.0014135887613520026,904624,1979.6267988700001,9066,788.0
1815350,0.015417009592056274,1152,-253.01904296875,99,0.0014119847910478711,907776,1980.0007460900003,9099,788.0
1821654,0.013053006492555141,1156,-252.83348083496094,99,0.0014198998687788844,910928,1980.74096651,9130,788.0
1827958,0.012864414602518082,1160,-253.47186279296875,99,0.0014295331202447414,914080,1981.65227701,9162,788.0
1834262,0.01346096396446228,1164,-253.0613555908203,99,0.001424639020115137,917232,1982.2729242,9194,788.0
1840566,0.013076125644147396,1168,-251.93292236328125,99,0.0014258460141718388,920384,1982.82919795,9225,788.0
1846870,0.012450175359845161,1172,-251.25711059570312,99,0.0014330896083265543,923536,1983.5493006400002,9257,788.0
1853174,0.01296619139611721,1176,-252.63372802734375,99,0.001441687229089439,926688,1983.8559810600002,9289,788.0
1859478,0.012891276739537716,1180,-249.468994140625,99,0.0014321625931188464,929840,1984.42090013,9321,788.0
1865782,0.012382764369249344,1184,-253.5784912109375,99,0.0014271363615989685,932992,1984.9783671699997,9353,788.0
1872086,0.014510959386825562,1188,-252.2014617919922,99,0.001449484028853476,936144,1985.3627131300004,9385,788.0
1878390,0.03748494014143944,1192,-253.78445434570312,99,0.0015175404259935021,939296,1985.1858563000005,9418,788.0
1884694,0.03955557197332382,1196,-253.7288818359375,99,0.0016219352837651968,942448,1984.36111029,9450,788.0
1890998,0.03020702302455902,1200,-254.2574462890625,99,0.0015507737407460809,945600,1982.684542,9482,788.0
1897302,0.021931543946266174,1204,-252.47463989257812,99,0.0015245545655488968,948752,1980.9235471099998,9514,788.0
1903606,0.01709612086415291,1208,-254.1807861328125,99,0.0015093537513166666,951904,1979.4772584600003,9546,788.0
1909910,0.017378784716129303,1212,-252.52224731445312,99,0.0014750942355021834,955056,1977.6254760199997,9578,788.0
1916214,0.014220349490642548,1216,-251.27630615234375,99,0.0014554659137502313,958208,1977.35063807,9610,788.0
1922518,0.013794418424367905,1220,-252.52517700195312,99,0.0014296817826107144,961360,1977.40022202,9641,788.0
1928822,0.01240967120975256,1224,-250.0554656982422,99,0.001417301595211029,964512,1977.6318802700002,9674,788.0
1935126,0.018519937992095947,1228,-253.383544921875,99,0.001418823143467307,967664,1978.1080802000004,9706,788.0
1941430,0.01573193073272705,1232,-252.41470336914062,99,0.0014373429585248232,970816,1978.55482441,9738,788.0
1947734,0.02697456255555153,1236,-250.33486938476562,99,0.0014410240110009909,973968,1978.5396088700002,9770,788.0
1954038,0.014391087926924229,1240,-252.32989501953125,99,0.0014559581177309155,977120,1978.2051846000002,9802,788.0
1960342,0.011990957893431187,1244,-250.92813110351562,99,0.0014511541230604053,980272,1977.5599048299998,9834,788.0
1966646,0.012636993080377579,1248,-252.43003845214844,99,0.0014074601931497455,983424,1977.6507907200003,9866,788.0
1972950,0.014107304625213146,1252,-250.52264404296875,99,0.0014126872410997748,986576,1978.1051838600001,9898,788.0
1979254,0.01414667721837759,1256,-252.96661376953125,99,0.0014166631735861301,989728,1978.5655821499997,9929,788.0
1985558,0.010605208575725555,1260,-251.2353057861328,99,0.0014219284057617188,992880,1978.7051071800001,9961,788.0
1991862,0.012802235782146454,1264,-252.8401641845703,99,0.0014256351860240102,996032,1979.1940076800001,9993,788.0
1998166,0.01174898911267519,1268,-250.97274780273438,99,0.0014279811875894666,999184,1979.7330671399998,10025,788.0
