r,l,t,c,precision,recall,f1,sustain_precision,sustain_recall,sustain_f1
-39.657906,593,30.490327,209.0,0.6687464867903317,0.027415080703444956,0.02711122491898208,0.4806070826306914,1.0,0.4806070826306914
-67.864217,593,41.622133,204.0,0.6786296474745042,0.03063451912524425,0.03183975477398749,0.4924114671163575,1.0,0.4924114671163575
-98.020156,593,52.814162,210.0,0.6646711635750421,0.03116183516689419,0.03189572278948333,0.4806070826306914,1.0,0.4806070826306914
-109.450674,593,64.019813,163.0,0.7363687464867903,0.02473299606520517,0.024781785574365674,0.3996627318718381,1.0,0.3996627318718381
-280.213208,593,75.547362,133.0,0.7927487352445194,0.02407452019593672,0.027040581678018438,0.2563237774030354,1.0,0.2563237774030354
-370.392587,593,86.930303,93.0,0.8499156829679595,0.015027168821435264,0.01607790747757021,0.13322091062394603,1.0,0.13322091062394603
-568.276249,593,98.623971,117.0,0.8093632056532563,0.018528333199496774,0.01347490807861803,0.08431703204047218,1.0,0.08431703204047218
-639.499807,593,109.984343,98.0,0.83929173693086,0.015405926282823416,0.014937498327043015,0.05902192242833052,1.0,0.05902192242833052
-677.756357,593,121.432045,167.0,0.7301172408255039,0.02004135549666747,0.022356217887415188,0.026981450252951095,1.0,0.026981450252951095
-793.761186,593,132.749645,174.0,0.7204468802698144,0.022259027275890686,0.020588077839342595,0.02023608768971332,1.0,0.02023608768971332
-782.66472,593,144.219979,210.0,0.6654581225407532,0.026957359672368102,0.026308495701413075,0.016863406408094434,1.0,0.016863406408094434
-1053.046435,593,155.760621,160.0,0.7568778607564443,0.030773709146390427,0.02811386664675029,0.006745362563237774,1.0,0.006745362563237774
-1122.248261,593,167.252401,156.0,0.7532040472175379,0.025080971118070613,0.02600816833531842,0.01011804384485666,1.0,0.01011804384485666
-1371.034899,593,178.507704,134.0,0.7901369147996465,0.0246486790331647,0.028021884429978865,0.003372681281618887,1.0,0.003372681281618887
-1495.403863,593,189.791188,216.0,0.661208811799031,0.030645895232741773,0.03394236454944718,0.008431703204047217,1.0,0.008431703204047217
-1804.774595,593,201.21218,78.0,0.8739179314221474,0.016218983377499396,0.017626274793222516,0.003372681281618887,1.0,0.003372681281618887
-1925.88997,593,212.597881,130.0,0.7957439974303381,0.024571053829063945,0.02070528309988681,0.0,1.0,0.0
-1957.925295,593,223.916785,93.0,0.8539066891512086,0.020605476591985868,0.02296246006195416,0.0016863406408094434,1.0,0.0016863406408094434
-1914.594211,593,235.322334,90.0,0.8591263149441902,0.023861720067453625,0.024769927468072495,0.0016863406408094434,1.0,0.0016863406408094434
-2005.775876,593,246.525143,100.0,0.8401349072512647,0.018668861586230892,0.013249940990244532,0.0,1.0,0.0
-2053.702555,593,257.817546,96.0,0.8462619449128724,0.019505340078695897,0.020657672849915685,0.003372681281618887,1.0,0.003372681281618887
-1958.565992,593,269.432871,112.0,0.8198988195615514,0.02001525736770256,0.020432949100739995,0.003372681281618887,1.0,0.003372681281618887
-2058.610851,593,280.855594,100.0,0.8435075885328837,0.020926684333092426,0.024200448230802363,0.0016863406408094434,1.0,0.0016863406408094434
-2047.776885,593,292.196979,93.0,0.8509555930297921,0.016576996172274417,0.016042988302684764,0.0016863406408094434,1.0,0.0016863406408094434
-2026.028012,593,303.618215,109.0,0.8268409218662168,0.021561069621777885,0.017293265101022266,0.0016863406408094434,1.0,0.0016863406408094434
-2048.559011,593,314.911917,90.0,0.8587408656548623,0.021632002997938916,0.016511537928064066,0.006745362563237774,1.0,0.006745362563237774
-2076.543155,593,326.28253,63.0,0.9049747048903878,0.018156267566048344,0.018665089828664872,0.0016863406408094434,1.0,0.0016863406408094434
-2120.841663,593,337.660997,40.0,0.9395727937043284,0.017766803179956634,0.019897275293565345,0.0,1.0,0.0
-2111.208146,593,348.897191,58.0,0.9068296795952783,0.016282555742926738,0.017420531501475853,0.0,1.0,0.0
-2089.717883,593,360.143755,54.0,0.9127318718381113,0.014631012607403838,0.015403371221246432,0.0,1.0,0.0
-2118.087746,593,371.505929,98.0,0.8466032281377981,0.020226719130597714,0.016162018607212534,0.0016863406408094434,1.0,0.0016863406408094434
-2137.167056,593,382.968717,66.0,0.8943226531759416,0.015401911186059583,0.016294844372416045,0.003372681281618887,1.0,0.003372681281618887
-2140.262582,593,394.386132,81.0,0.8693688267887255,0.016863406408094434,0.018652389394379274,0.01517706576728499,1.0,0.01517706576728499
-2160.542221,593,405.730124,81.0,0.8739460370994941,0.021233839235525572,0.023065514212225847,0.008431703204047217,1.0,0.008431703204047217
-2066.053101,593,417.140048,113.0,0.8176945314382077,0.017726652212318315,0.016165022910385473,0.011804384485666104,1.0,0.011804384485666104
-2143.926841,593,428.469032,61.0,0.9034288926363125,0.015511657164270994,0.017068419682247676,0.025295109612141653,1.0,0.025295109612141653
-2214.583136,593,439.821424,58.0,0.9061270376616075,0.014436949597151956,0.01508216348013987,0.01517706576728499,1.0,0.01517706576728499
-2191.37829,593,451.365761,68.0,0.8927768409218662,0.017919376856982253,0.01943185164095788,0.0016863406408094434,1.0,0.0016863406408094434
-2210.50407,593,462.682855,83.0,0.8708544125913434,0.01941366203592173,0.01983482135252793,0.003372681281618887,1.0,0.003372681281618887
-2251.173113,593,473.969757,62.0,0.9014614952220348,0.016198238710886267,0.01613926639221749,0.0,1.0,0.0
-2175.321115,593,485.22853,80.0,0.8694491287240023,0.014324526887764661,0.013973875103723332,0.003372681281618887,1.0,0.003372681281618887
