r,l,t,c,precision,recall,f1,sustain_precision,sustain_recall,sustain_f1
-192.958242,1321,44.269743,466.0,0.6638044771277172,0.02061749756677841,0.022229595620965797,0.48750946252838756,1.0,0.48750946252838756
-268.515321,1321,69.392436,463.0,0.6648877113298006,0.01451011138747702,0.015412970409185397,0.49205147615442846,1.0,0.49205147615442846
-649.559764,1321,94.553061,358.0,0.7415468079737572,0.014680436898453553,0.017129279165615276,0.2778198334595004,1.0,0.2778198334595004
-795.650488,1321,120.008596,476.0,0.6604394217944558,0.020604880862261633,0.021295064595594496,0.19530658591975775,1.0,0.19530658591975775
-1232.571645,1321,145.195314,306.0,0.784073513331651,0.017562452687358062,0.018852469760872487,0.05753217259651779,1.0,0.05753217259651779
-1237.634226,1321,170.728994,491.0,0.6570275044158467,0.03759777946000504,0.046333946144695576,0.00984102952308857,1.0,0.00984102952308857
-2447.762005,1321,195.779322,319.0,0.7717133484733788,0.014950794852384557,0.016075483940737538,0.015897047691143074,1.0,0.015897047691143074
-3340.403101,1321,220.901235,278.0,0.8000820085793591,0.011695685087055261,0.011265515542578373,0.001514004542013626,1.0,0.001514004542013626
-3482.661195,1321,245.940756,242.0,0.8246656573303053,0.00869921776431996,0.009369405092342261,0.000757002271006813,1.0,0.000757002271006813
-3461.950445,1321,271.456959,328.0,0.7666035831440828,0.013026747413575573,0.015354092454773758,0.008327024981074944,1.0,0.008327024981074944
-3167.088737,1321,296.670449,290.0,0.7920640928589452,0.01340705093543852,0.01641979435317815,0.04466313398940197,1.0,0.04466313398940197
-3231.156606,1321,322.473679,446.0,0.7006176450347532,0.03838632349230381,0.04077724361600213,0.03557910673732021,1.0,0.03557910673732021
-3230.524429,1321,348.386367,438.0,0.6950317219999279,0.039666919000757,0.03506755671782167,0.04390613171839516,1.0,0.04390613171839516
-3463.698761,1321,373.910293,508.0,0.6444306261490214,0.027858584766230484,0.02855824468239306,0.03709311127933384,1.0,0.03709311127933384
-3767.73668,1321,399.393105,351.0,0.7500567751703255,0.019487401319346814,0.01911671052473475,0.006056018168054504,1.0,0.006056018168054504
-3842.725175,1321,425.149802,320.0,0.7804828593057207,0.024249306081251577,0.025257850484951168,0.018925056775170326,1.0,0.018925056775170326
-3995.70166,1321,450.823593,345.0,0.7541665164678034,0.02094372949785516,0.019927162584240557,0.016654049962149888,1.0,0.016654049962149888
-4044.954654,1321,475.87395,247.0,0.823065138243034,0.010970224577340398,0.012480433184445297,0.013626040878122634,1.0,0.013626040878122634
-4104.510843,1321,501.244644,240.0,0.8257506939187483,0.00936159475145092,0.010614854066784422,0.016654049962149888,1.0,0.016654049962149888
