#{"t_start": 1691569928.0840013, "env_id": "None"}
r,l,t,precision,recall,f1,sustain_precision,sustain_recall,sustain_f1
208.703397,1321,34.624338,0.6725839010850366,0.018189683140477992,0.019187020398224033,0.4996214988644966,1.0,0.4996214988644966
445.795894,1321,51.537314,0.685795393100465,0.01813651274287156,0.018709371207478703,0.6267978803936411,1.0,0.6267978803936411
799.538414,1321,68.328072,0.7318193287913197,0.012652752243971018,0.014572348334649621,0.7698713096139288,1.0,0.7698713096139288
1196.008771,1321,85.423071,0.7647741609891496,0.013247539742619227,0.015764927309211942,0.8561695685087055,1.0,0.8561695685087055
1530.411781,1321,102.199366,0.7916603583144083,0.007626797880393641,0.009214399865421817,0.8962906888720666,1.0,0.8962906888720666
1753.78305,1321,118.801333,0.8249432248296745,0.004952056522836235,0.005896206577508622,0.9295987887963664,1.0,0.9295987887963664
1984.6414,1321,135.539667,0.867966187231895,0.004352763058289175,0.005149417829205869,0.9636638909916729,1.0,0.9636638909916729
2071.952504,1321,152.322189,0.8792581377744133,0.004605097148624778,0.006134722372421086,0.9697199091597275,1.0,0.9697199091597275
2273.063925,1321,169.086577,0.9084658087307594,0.007128438051980822,0.008431563389928266,0.9924299772899319,1.0,0.9924299772899319
2284.421771,1321,185.781656,0.8840524854907897,0.0067499369164774154,0.0075069391874842285,0.9977289931869796,1.0,0.9977289931869796
2341.575355,1321,202.717762,0.8824123139036084,0.009588695432752965,0.010956706679643848,0.9984859954579863,1.0,0.9984859954579863
2415.667235,1321,219.755945,0.8785263689124401,0.010863883782127536,0.01398356879053321,0.9977289931869796,1.0,0.9977289931869796
2379.326677,1321,236.722035,0.8675246025738077,0.01054396020330918,0.012349350540115113,1.0,1.0,1.0
2463.54902,1321,253.746021,0.8568004037345445,0.010408781226343677,0.01276329860735614,0.9992429977289932,1.0,0.9992429977289932
2504.065481,1321,270.730261,0.9024728740852888,0.011355034065102196,0.0150337046249234,0.991672975018925,1.0,0.991672975018925
2346.87889,1321,287.831352,0.8421650264950795,0.011254100428967953,0.012775314516419738,0.9901589704769115,1.0,0.9901589704769115
2098.003332,1321,305.133155,0.8071536714610144,0.007678165891640532,0.009335159751511002,0.9326267978803936,1.0,0.9326267978803936
2041.610774,1321,322.290999,0.7646479939439819,0.020581449839587613,0.025387212669574513,0.906888720666162,1.0,0.906888720666162
2004.689621,1321,339.525673,0.7547691143073428,0.012995205652283622,0.012798144743640579,0.9167297501892505,1.0,0.9167297501892505
2144.822958,1321,356.307363,0.8273403986878626,0.00933636134241736,0.01213726974514257,0.9613928841786525,1.0,0.9613928841786525
2330.83917,1321,373.046787,0.8680292707544788,0.0035326772646984603,0.004367182149165495,0.987887963663891,1.0,0.987887963663891
2336.963693,1321,389.871337,0.8163007822356801,0.004920514761544285,0.006813020439061317,0.9947009841029523,1.0,0.9947009841029523
2396.522905,1321,406.746376,0.8711834468836739,0.006213726974514256,0.007252802710789086,0.9886449659348978,1.0,0.9886449659348978
2367.396923,1321,423.598356,0.8677138531415595,0.0067183951551854654,0.008558331230549247,0.991672975018925,1.0,0.991672975018925
2324.75776,1321,440.404233,0.8717133484733788,0.015545582351032766,0.01911310575201567,0.9765329295987888,1.0,0.9765329295987888
2327.591362,1321,457.648175,0.8600176633863235,0.005267474135755741,0.006789589416387297,0.9947009841029523,1.0,0.9947009841029523
2412.235662,1321,474.652468,0.8532298763562959,0.005362099419631591,0.006316162599281448,0.9962149886449659,1.0,0.9962149886449659
2363.632149,1321,491.753119,0.8211582134746405,0.015487004794347718,0.016701512802951107,0.9810749432248297,1.0,0.9810749432248297
2401.893228,1321,508.685064,0.8614307342922027,0.005046681806712086,0.005008831693161747,0.9863739591218774,1.0,0.9863739591218774
2466.560593,1321,525.446887,0.89036083774918,0.0070338127681049715,0.008397318049097003,0.9969719909159728,1.0,0.9969719909159728
2549.920825,1321,542.482674,0.9354655563966692,0.010913449407014887,0.0131905187923356,1.0,1.0,1.0
2530.780064,1321,559.462775,0.9198839263184455,0.009588695432752967,0.011459572473955517,0.9977289931869796,1.0,0.9977289931869796
2497.791804,1321,576.272254,0.9151778955336864,0.009084027252081756,0.010617858044050322,0.991672975018925,1.0,0.991672975018925
2555.734046,1321,593.035918,0.9135755740600556,0.005513499873832955,0.00521250135178977,1.0,1.0,1.0
2525.371045,1321,610.067858,0.9032298763562956,0.008516275548826646,0.010769258498251685,0.9969719909159728,1.0,0.9969719909159728
2563.309437,1321,627.261576,0.8708680292707544,0.014004542013626041,0.01800283575453901,0.9977289931869796,1.0,0.9977289931869796
2575.08107,1321,644.139192,0.9337623012869039,0.005015140045420136,0.006645999303077275,0.9992429977289932,1.0,0.9992429977289932
