#{"t_start": 1691316373.5178223, "env_id": "None"}
r,l,t,c,precision,recall,f1,sustain_precision,sustain_recall,sustain_f1
-17.329683,158,22.3009,57.0,0.6540084388185654,0.08755274261603375,0.07742616033755274,0.8354430379746836,0.6265822784810127,0.4620253164556962
-4.343984,158,25.286698,60.0,0.6343881856540085,0.09282700421940927,0.05244122965641952,0.8481012658227848,0.5822784810126582,0.43037974683544306
2.428777,158,28.266911,46.0,0.7145569620253165,0.08016877637130801,0.0490506329113924,0.8987341772151899,0.6835443037974683,0.5822784810126582
-7.085546,158,31.315705,68.0,0.5922995780590717,0.10021097046413502,0.060970464135021094,0.8924050632911392,0.6265822784810127,0.5189873417721519
-25.078041,158,34.340164,55.0,0.6592827004219408,0.08966244725738397,0.06118143459915611,0.8670886075949367,0.6139240506329114,0.4810126582278481
-5.004932,158,37.352389,64.0,0.6075949367088608,0.0780590717299578,0.057383966244725734,0.8670886075949367,0.6518987341772152,0.5189873417721519
5.54085,158,40.399328,55.0,0.6642405063291139,0.09177215189873418,0.05244122965641952,0.8860759493670886,0.5886075949367089,0.47468354430379744
-20.56729,158,43.420306,53.0,0.6698312236286921,0.08755274261603375,0.08241912798874824,0.8607594936708861,0.6139240506329114,0.47468354430379744
-2.095644,158,46.455186,51.0,0.6809071729957806,0.07489451476793248,0.05632911392405062,0.8924050632911392,0.6645569620253164,0.5569620253164557
-23.140389,158,49.485341,61.0,0.6223628691983122,0.09071729957805906,0.05421940928270042,0.8670886075949367,0.5632911392405063,0.43037974683544306
-41.617974,158,52.493651,49.0,0.7014767932489451,0.08755274261603375,0.0719409282700422,0.8860759493670886,0.6139240506329114,0.5
-20.064761,158,55.46951,45.0,0.7243670886075949,0.0780590717299578,0.06395921237693389,0.930379746835443,0.5886075949367089,0.5189873417721519
-29.558098,158,58.443425,52.0,0.6814345991561181,0.0780590717299578,0.043459915611814344,0.930379746835443,0.5189873417721519,0.44936708860759494
-25.152963,158,61.432822,44.0,0.7320675105485231,0.08016877637130802,0.07278481012658228,0.8734177215189873,0.5569620253164557,0.43037974683544306
-26.512523,158,64.37999,49.0,0.6988396624472574,0.07911392405063292,0.052531645569620256,0.9240506329113924,0.5126582278481012,0.43670886075949367
-65.370196,158,67.328828,40.0,0.7552742616033755,0.07489451476793248,0.04367088607594937,0.930379746835443,0.4873417721518987,0.4177215189873418
-74.528101,158,70.290407,44.0,0.7341772151898734,0.07911392405063292,0.07383966244725738,0.8607594936708861,0.4810126582278481,0.34177215189873417
-95.776304,158,73.246452,18.0,0.8860759493670886,0.06329113924050633,0.05063291139240506,0.8987341772151899,0.36075949367088606,0.25949367088607594
-130.065095,158,76.219121,23.0,0.8544303797468354,0.06329113924050633,0.05063291139240506,0.8481012658227848,0.3670886075949367,0.21518987341772153
-110.47425,158,79.187501,22.0,0.8707805907172994,0.08227848101265822,0.0789029535864979,0.8544303797468354,0.3670886075949367,0.22151898734177214
-130.964751,158,82.119635,24.0,0.8512658227848101,0.07067510548523206,0.05379746835443038,0.8481012658227848,0.3291139240506329,0.17721518987341772
-170.955305,158,85.102872,30.0,0.8154008438818564,0.06962025316455696,0.03734177215189874,0.8544303797468354,0.310126582278481,0.16455696202531644
-114.182811,158,88.090713,17.0,0.8924050632911392,0.06329113924050633,0.04430379746835443,0.8354430379746836,0.379746835443038,0.21518987341772153
-152.106155,158,91.089573,22.0,0.8639240506329114,0.06962025316455696,0.0580168776371308,0.8227848101265823,0.36075949367088606,0.18354430379746836
-175.443461,158,94.10476,24.0,0.84915611814346,0.06856540084388185,0.04272151898734177,0.8417721518987342,0.2848101265822785,0.12658227848101267
-239.942084,158,97.083008,43.0,0.7291139240506329,0.06540084388185653,0.02689873417721519,0.8417721518987342,0.33544303797468356,0.17721518987341772
-270.467855,158,100.261097,33.0,0.7911392405063291,0.06645569620253164,0.06118143459915611,0.8227848101265823,0.3291139240506329,0.1518987341772152
-129.484242,158,103.253275,18.0,0.8892405063291139,0.06751054852320675,0.0689873417721519,0.8481012658227848,0.4050632911392405,0.25316455696202533
-138.080912,158,106.196476,19.0,0.879746835443038,0.06329113924050633,0.03164556962025317,0.8227848101265823,0.41139240506329117,0.23417721518987342
-191.683103,158,109.188788,46.0,0.719258589511754,0.07911392405063292,0.0312537673297167,0.8227848101265823,0.3860759493670886,0.2088607594936709
-231.440472,158,112.136772,30.0,0.8159282700421943,0.07911392405063292,0.06413502109704641,0.8227848101265823,0.26582278481012656,0.08860759493670886
-215.698185,158,115.10073,37.0,0.7721518987341772,0.07489451476793248,0.052109704641350216,0.8354430379746836,0.2848101265822785,0.12025316455696203
-264.118045,158,118.167031,52.0,0.6839662447257384,0.08913502109704641,0.06119650391802291,0.8607594936708861,0.25949367088607594,0.12025316455696203
-334.210148,158,121.183255,51.0,0.690295358649789,0.08966244725738397,0.05042194092827004,0.8291139240506329,0.2721518987341772,0.10126582278481013
-331.964088,158,124.12404,66.0,0.6075949367088608,0.10337552742616032,0.07489451476793248,0.810126582278481,0.2911392405063291,0.10126582278481013
-330.687179,158,127.090142,40.0,0.7521097046413503,0.07067510548523206,0.03716596343178622,0.8291139240506329,0.25949367088607594,0.08860759493670886
-391.83341,158,130.088183,37.0,0.7695147679324894,0.0738396624472574,0.0461121157323689,0.8164556962025317,0.27848101265822783,0.0949367088607595
-441.821895,158,133.157689,50.0,0.688818565400844,0.07489451476793248,0.03523206751054852,0.8164556962025317,0.2721518987341772,0.08860759493670886
-403.064509,158,136.239611,65.0,0.6005877034358047,0.08860759493670886,0.02427667269439421,0.8417721518987342,0.2974683544303797,0.13924050632911392
-404.383397,158,139.235484,47.0,0.7151898734177214,0.07911392405063292,0.026401446654611214,0.8227848101265823,0.26582278481012656,0.08860759493670886
-446.832244,158,142.21192,41.0,0.7417721518987342,0.07172995780590717,0.04799578059071729,0.8417721518987342,0.25316455696202533,0.0949367088607595
-437.414098,158,145.212219,37.0,0.7742616033755275,0.0759493670886076,0.04695599758890898,0.8417721518987342,0.25949367088607594,0.10126582278481013
-445.004913,158,148.159293,56.0,0.6670886075949367,0.0970464135021097,0.03758288125376733,0.8227848101265823,0.25316455696202533,0.0759493670886076
-361.93884,158,151.209584,78.0,0.5465189873417721,0.1350210970464135,0.10982017279485634,0.810126582278481,0.2848101265822785,0.0949367088607595
-458.354391,158,154.233821,54.0,0.6737341772151899,0.08755274261603375,0.051722925457102664,0.8164556962025317,0.27848101265822783,0.0949367088607595
-467.573017,158,157.231817,40.0,0.7558619650391802,0.08016877637130801,0.06110608800482219,0.8291139240506329,0.2721518987341772,0.10126582278481013
-484.959123,158,160.245424,43.0,0.739451476793249,0.08016877637130801,0.057926461723930074,0.8417721518987342,0.25949367088607594,0.10126582278481013
-515.6555,158,163.20382,28.0,0.8370253164556962,0.08966244725738397,0.07961121157323689,0.8291139240506329,0.25949367088607594,0.08860759493670886
-553.903583,158,166.196071,30.0,0.8117088607594937,0.06540084388185653,0.058770343580470154,0.8164556962025317,0.2468354430379747,0.06329113924050633
-548.828313,158,169.180928,16.0,0.8987341772151899,0.06329113924050633,0.0379746835443038,0.8164556962025317,0.27848101265822783,0.0949367088607595
-560.779544,158,172.193822,21.0,0.8686708860759493,0.06856540084388185,0.056660638939119955,0.8291139240506329,0.2468354430379747,0.0759493670886076
-555.269601,158,175.20052,18.0,0.8876582278481012,0.06540084388185653,0.05244122965641952,0.8164556962025317,0.2468354430379747,0.06329113924050633
-553.358583,158,178.227232,14.0,0.9129746835443038,0.06645569620253164,0.052742616033755275,0.8164556962025317,0.25316455696202533,0.06962025316455696
-573.055413,158,181.200292,13.0,0.9261603375527425,0.0759493670886076,0.07531645569620253,0.810126582278481,0.26582278481012656,0.0759493670886076
-579.00869,158,184.168194,7.0,0.9588607594936709,0.06540084388185653,0.04683544303797468,0.7974683544303798,0.25949367088607594,0.056962025316455694
-568.119396,158,187.090827,13.0,0.9177215189873418,0.06645569620253164,0.05485232067510548,0.810126582278481,0.26582278481012656,0.0759493670886076
-600.148602,158,190.081403,12.0,0.9240506329113924,0.06329113924050633,0.056962025316455694,0.8037974683544303,0.25316455696202533,0.056962025316455694
-588.950068,158,193.082635,14.0,0.9126582278481012,0.06856540084388185,0.05010548523206751,0.8291139240506329,0.2468354430379747,0.0759493670886076
-577.615389,158,196.089514,18.0,0.8860759493670886,0.06751054852320675,0.043037974683544304,0.8227848101265823,0.25316455696202533,0.0759493670886076
-590.333772,158,199.088762,19.0,0.879746835443038,0.06329113924050633,0.04430379746835443,0.8037974683544303,0.25316455696202533,0.056962025316455694
-584.128285,158,202.048269,9.0,0.9451476793248944,0.06645569620253164,0.059493670886075954,0.7974683544303798,0.27848101265822783,0.0759493670886076
-586.939023,158,205.02381,14.0,0.9135021097046414,0.06540084388185653,0.06540084388185653,0.7721518987341772,0.2468354430379747,0.0189873417721519
-587.498965,158,208.004596,20.0,0.8734177215189873,0.06329113924050633,0.04430379746835443,0.7784810126582279,0.25949367088607594,0.0379746835443038
-590.774076,158,210.966927,9.0,0.9430379746835443,0.06329113924050633,0.04430379746835443,0.7784810126582279,0.26582278481012656,0.04430379746835443
-555.182158,158,213.954601,13.0,0.9177215189873418,0.06329113924050633,0.04430379746835443,0.7911392405063291,0.26582278481012656,0.056962025316455694
-580.459715,158,216.922385,19.0,0.879746835443038,0.06645569620253164,0.04852320675105485,0.7721518987341772,0.26582278481012656,0.0379746835443038
-582.894126,158,219.883734,30.0,0.8154008438818564,0.06856540084388185,0.043037974683544304,0.7848101265822784,0.25949367088607594,0.04430379746835443
-599.031127,158,222.806618,16.0,0.9034810126582279,0.07067510548523206,0.06509945750452079,0.7974683544303798,0.26582278481012656,0.06329113924050633
-608.139751,158,225.763693,18.0,0.8934599156118143,0.07700421940928269,0.058966244725738394,0.7974683544303798,0.25949367088607594,0.056962025316455694
-577.956706,158,228.714898,11.0,0.9324894514767931,0.06962025316455696,0.05379746835443038,0.7911392405063291,0.25316455696202533,0.04430379746835443
-598.798012,158,231.701646,14.0,0.9145569620253164,0.06645569620253164,0.04746835443037975,0.7784810126582279,0.2468354430379747,0.02531645569620253
-579.530838,158,234.598182,13.0,0.9177215189873418,0.06329113924050633,0.056962025316455694,0.7848101265822784,0.24050632911392406,0.02531645569620253
-611.919657,158,237.52409,12.0,0.9268987341772151,0.0759493670886076,0.055274261603375535,0.7911392405063291,0.2468354430379747,0.0379746835443038
-608.56267,158,240.479434,5.0,0.9683544303797469,0.06329113924050633,0.06329113924050633,0.7658227848101266,0.24050632911392406,0.006329113924050633
-580.441809,158,243.462907,21.0,0.870253164556962,0.06645569620253164,0.028481012658227847,0.7784810126582279,0.24050632911392406,0.0189873417721519
-580.480688,158,246.454548,15.0,0.9092827004219408,0.06962025316455696,0.055696202531645575,0.7784810126582279,0.24050632911392406,0.0189873417721519
-598.529139,158,249.464402,27.0,0.8375527426160336,0.08122362869198313,0.060970464135021094,0.7784810126582279,0.24050632911392406,0.0189873417721519
-595.105233,158,252.438921,34.0,0.7932489451476793,0.07700421940928269,0.04792043399638336,0.7911392405063291,0.25316455696202533,0.04430379746835443
-615.847304,158,255.4351,28.0,0.8227848101265823,0.06329113924050633,0.05063291139240506,0.7784810126582279,0.2468354430379747,0.02531645569620253
-628.394661,158,258.454548,26.0,0.8386075949367089,0.06962025316455696,0.06118143459915613,0.7848101265822784,0.24050632911392406,0.02531645569620253
-599.50913,158,261.445525,21.0,0.8723628691983121,0.07172995780590717,0.07278481012658228,0.7911392405063291,0.24050632911392406,0.03164556962025317
-578.052345,158,264.445982,28.0,0.8270042194092826,0.06856540084388185,0.048945147679324896,0.7658227848101266,0.2468354430379747,0.012658227848101266
-584.490787,158,267.460084,26.0,0.8446202531645569,0.07700421940928269,0.06341169379144063,0.7721518987341772,0.25316455696202533,0.02531645569620253
-600.218794,158,270.56583,24.0,0.8481012658227848,0.06329113924050633,0.05063291139240506,0.7658227848101266,0.24050632911392406,0.006329113924050633
-600.041004,158,273.580144,34.0,0.7900843881856541,0.06962025316455696,0.04367088607594937,0.759493670886076,0.24050632911392406,0.0
-578.00494,158,276.567114,42.0,0.7373417721518988,0.06962025316455696,0.04535864978902953,0.7658227848101266,0.24050632911392406,0.006329113924050633
-587.072741,158,279.820774,25.0,0.8512658227848101,0.07067510548523206,0.05886075949367089,0.7658227848101266,0.2468354430379747,0.012658227848101266
-591.023079,158,282.826177,22.0,0.8670886075949367,0.07172995780590717,0.06371308016877637,0.759493670886076,0.25316455696202533,0.012658227848101266
-589.564701,158,285.82034,19.0,0.8871308016877637,0.07383966244725738,0.06772151898734177,0.7721518987341772,0.2468354430379747,0.0189873417721519
-592.015244,158,288.831588,17.0,0.8924050632911392,0.06329113924050633,0.056962025316455694,0.759493670886076,0.25316455696202533,0.012658227848101266
-583.27676,158,291.854767,28.0,0.8296413502109703,0.07700421940928269,0.06350210970464135,0.7848101265822784,0.2468354430379747,0.03164556962025317
-587.666005,158,294.821945,21.0,0.8691983122362869,0.06540084388185653,0.040084388185654005,0.7721518987341772,0.24050632911392406,0.012658227848101266
-588.259009,158,297.843794,29.0,0.8233122362869197,0.0780590717299578,0.05,0.759493670886076,0.24050632911392406,0.0
-581.412164,158,300.813479,23.0,0.8544303797468354,0.06329113924050633,0.03164556962025317,0.759493670886076,0.24050632911392406,0.0
-582.415025,158,303.766732,18.0,0.8873417721518987,0.06645569620253164,0.05244122965641952,0.7721518987341772,0.24050632911392406,0.012658227848101266
-605.592822,158,306.729834,17.0,0.896097046413502,0.06856540084388185,0.05497287522603979,0.759493670886076,0.2468354430379747,0.006329113924050633
-599.679285,158,309.726084,19.0,0.879746835443038,0.06329113924050633,0.05063291139240506,0.7658227848101266,0.24050632911392406,0.006329113924050633
-605.76441,158,312.689159,14.0,0.9126582278481012,0.06645569620253164,0.05244122965641952,0.7721518987341772,0.25316455696202533,0.02531645569620253
-602.829342,158,315.717395,26.0,0.8364978902953588,0.06645569620253164,0.03322784810126582,0.7658227848101266,0.24050632911392406,0.006329113924050633
-610.766016,158,318.667836,19.0,0.8873417721518987,0.0759493670886076,0.053496081977094635,0.7721518987341772,0.24050632911392406,0.012658227848101266
-597.106732,158,321.650583,10.0,0.9451476793248944,0.07911392405063292,0.06793248945147679,0.7658227848101266,0.25316455696202533,0.0189873417721519
-589.821383,158,324.589498,22.0,0.866824894514768,0.07383966244725738,0.04526823387582881,0.759493670886076,0.25949367088607594,0.0189873417721519
