time/total_timesteps,train/ent_coef,time/time_elapsed,rollout/ep_rew_mean,train/n_updates,time/episodes,rollout/ep_len_mean,time/fps,train/critic_loss,train/actor_loss
109800,0.002035771729424596,1113,473.32389408,219398,732,150.0,98,0.0448995977640152,-330.30755615234375
110400,0.00209564296528697,1119,473.78257357,220598,736,150.0,98,0.04856051504611969,-330.33599853515625
111000,0.0021605559159070253,1125,474.31975751000004,221798,740,150.0,98,0.05374796316027641,-330.7013244628906
111600,0.002263000002130866,1130,474.80319670000006,222998,744,150.0,98,0.0645144134759903,-330.70501708984375
112200,0.002147237304598093,1137,475.15213906,224198,748,150.0,98,0.05485958233475685,-330.63214111328125
112800,0.002080067526549101,1143,475.4195520899999,225398,752,150.0,98,0.04303361475467682,-330.86688232421875
113400,0.002036591060459614,1149,475.80714716,226598,756,150.0,98,0.05082153528928757,-330.9969482421875
114000,0.0019989062566310167,1155,475.7071619000001,227798,760,150.0,98,0.05115335062146187,-331.2773742675781
114600,0.002002093242481351,1162,475.81706019000006,228998,764,150.0,98,0.051175232976675034,-331.1142883300781
115200,0.001990969991311431,1168,475.8828796599999,230198,768,150.0,98,0.04702881723642349,-331.3958435058594
115800,0.001997679006308317,1174,476.1280716899999,231398,772,150.0,98,0.04910069331526756,-331.42864990234375
116400,0.0020186686888337135,1180,476.21925060999985,232598,776,150.0,98,0.044624775648117065,-331.37274169921875
117000,0.002050049602985382,1186,476.4242532999999,233798,780,150.0,98,0.04019782692193985,-331.7236328125
117600,0.002075419994071126,1192,476.69800878999996,234998,784,150.0,98,0.04813763499259949,-331.66534423828125
118200,0.0020030452869832516,1198,477.0307474199999,236198,788,150.0,98,0.043742451816797256,-331.5250244140625
118800,0.001975771738216281,1204,477.38814755,237398,792,150.0,98,0.047853268682956696,-331.76910400390625
119400,0.002009292831644416,1211,477.74385806000004,238598,796,150.0,98,0.04546564444899559,-331.83294677734375
120000,0.001972074853256345,1217,478.5149438899999,239798,800,150.0,98,0.04432658478617668,-331.7614440917969
120600,0.00197027949616313,1223,478.5675303,240998,804,150.0,98,0.041221581399440765,-331.714111328125
121200,0.0019910477567464113,1229,479.1126037700001,242198,808,150.0,98,0.0417293906211853,-331.5080261230469
121800,0.00201518926769495,1235,479.33927543,243398,812,150.0,98,0.053978629410266876,-331.745361328125
122400,0.0020502323750406504,1241,479.51673257000004,244598,816,150.0,98,0.04484369233250618,-331.7099914550781
123000,0.0019632813055068254,1247,479.69912239999996,245798,820,150.0,98,0.043469615280628204,-331.9377136230469
123600,0.0019329596543684602,1253,479.70850573999996,246998,824,150.0,98,0.04230506718158722,-331.97344970703125
124200,0.0019224787829443812,1260,479.85819792999996,248198,828,150.0,98,0.04393167421221733,-332.189697265625
124800,0.0018890227656811476,1266,480.2182053499999,249398,832,150.0,98,0.041649993509054184,-331.88128662109375
125400,0.0018731054151430726,1272,480.12449367,250598,836,150.0,98,0.03728923201560974,-332.028076171875
126000,0.0019278187537565827,1278,480.14457530999994,251798,840,150.0,98,0.043880462646484375,-332.0575256347656
126600,0.0018759594531729817,1284,480.04918939000004,252998,844,150.0,98,0.03752489760518074,-332.1669006347656
127200,0.0018794083734974265,1290,480.34793033,254198,848,150.0,98,0.04271841049194336,-331.85137939453125
127800,0.0018601033370941877,1297,480.41098029,255398,852,150.0,98,0.03790706768631935,-331.89892578125
128400,0.0018797758966684341,1303,480.6804326700001,256598,856,150.0,98,0.04056975618004799,-332.184814453125
129000,0.0018446178874000907,1309,480.89584138,257798,860,150.0,98,0.038822710514068604,-332.1388854980469
129600,0.0018306304700672626,1315,480.79083073000004,258998,864,150.0,98,0.036225881427526474,-332.1154479980469
130200,0.0017961844569072127,1321,481.01650247000003,260198,868,150.0,98,0.035326529294252396,-331.97467041015625
130800,0.0018007492180913687,1327,481.10771552,261398,872,150.0,98,0.03800929710268974,-331.97064208984375
131400,0.001790626673027873,1333,481.29541038,262598,876,150.0,98,0.0442926399409771,-331.9937438964844
132000,0.0020602245349437,1339,481.35460225,263798,880,150.0,98,0.05143570154905319,-332.4731750488281
132600,0.001972707686945796,1345,481.15412506,264998,884,150.0,98,0.0615120530128479,-332.454833984375
133200,0.0018930715741589665,1351,480.7723679,266198,888,150.0,98,0.05035048723220825,-332.5429992675781
133800,0.0019294151570647955,1357,480.38265306,267398,892,150.0,98,0.04136628657579422,-332.923583984375
134400,0.0019049601396545768,1363,480.66084324,268598,896,150.0,98,0.0460277795791626,-333.1114501953125
135000,0.0019168456783518195,1369,480.53285719,269798,900,150.0,98,0.0494912825524807,-333.077880859375
135600,0.0018622829811647534,1375,480.50857822,270998,904,150.0,98,0.039547622203826904,-333.30499267578125
136200,0.0018046819604933262,1381,480.35160336,272198,908,150.0,98,0.04107033088803291,-333.33245849609375
136800,0.0018301773816347122,1387,480.74730296000007,273398,912,150.0,98,0.04431947320699692,-333.52099609375
137400,0.0018116571009159088,1393,481.08567495000005,274598,916,150.0,98,0.03976523503661156,-333.42584228515625
138000,0.0017980636330321431,1399,481.40425013,275798,920,150.0,98,0.045217663049697876,-333.52874755859375
138600,0.0017753734719008207,1405,481.2720196900001,276998,924,150.0,98,0.04252799600362778,-333.1187438964844
139200,0.001783275860361755,1411,481.44368301000003,278198,928,150.0,98,0.0376051664352417,-333.1995849609375
139800,0.001768194604665041,1417,481.62938388999993,279398,932,150.0,98,0.03706599399447441,-333.19537353515625
140400,0.0017341667553409934,1423,481.9265312,280598,936,150.0,98,0.038663819432258606,-333.09844970703125
141000,0.0019302313448861241,1430,481.99850324000005,281798,940,150.0,98,0.06515437364578247,-333.18255615234375
141600,0.0018157938029617071,1435,482.00296636999997,282998,944,150.0,98,0.05283818766474724,-332.931884765625
142200,0.0018238943303003907,1442,481.99791394999994,284198,948,150.0,98,0.04428804665803909,-333.23468017578125
142800,0.0018074153922498226,1448,481.59841319,285398,952,150.0,98,0.041509173810482025,-333.3671875
143400,0.0018593380227684975,1454,481.60695685999997,286598,956,150.0,98,0.03843963146209717,-333.14923095703125
144000,0.0017766276141628623,1460,481.54433586,287798,960,150.0,98,0.044495128095149994,-332.959716796875
144600,0.0017525716684758663,1466,481.94554270000003,288998,964,150.0,98,0.042748548090457916,-332.8354797363281
145200,0.0017036873614415526,1472,481.75656835,290198,968,150.0,98,0.03984871506690979,-333.2807922363281
145800,0.0017002730164676905,1478,481.77565942,291398,972,150.0,98,0.037904564291238785,-333.0553283691406
146400,0.0017023879336193204,1484,482.00426484999997,292598,976,150.0,98,0.03944963589310646,-332.96014404296875
147000,0.0017177979461848736,1490,482.46007856999995,293798,980,150.0,98,0.037395305931568146,-333.08001708984375
147600,0.0017333796713501215,1496,482.90827465,294998,984,150.0,98,0.03603774681687355,-333.11749267578125
148200,0.0017381827346980572,1502,483.45843434999995,296198,988,150.0,98,0.03743121773004532,-333.1373291015625
148800,0.001762993517331779,1508,483.96748292999996,297398,992,150.0,98,0.03960572928190231,-333.05828857421875
149400,0.001710550277493894,1514,483.6987762299999,298598,996,150.0,98,0.041353702545166016,-332.85736083984375
150000,0.001707700314000249,1520,483.58156362,299798,1000,150.0,98,0.03418172895908356,-332.9610595703125
150600,0.001673918217420578,1526,483.8492049599999,300998,1004,150.0,98,0.03210442140698433,-332.865234375
151200,0.0016681485576555133,1532,484.22309699,302198,1008,150.0,98,0.03670345991849899,-332.97930908203125
151800,0.0016891664126887918,1538,484.42730208,303398,1012,150.0,98,0.03493412211537361,-332.8764343261719
152400,0.001653348677791655,1544,484.65476068,304598,1016,150.0,98,0.03380639851093292,-332.8251647949219
153000,0.0016556872287765145,1550,484.97098458,305798,1020,150.0,98,0.03361518308520317,-332.8708801269531
153600,0.0016567603452131152,1556,485.24403941,306998,1024,150.0,98,0.0354669913649559,-332.73602294921875
154200,0.001647148746997118,1562,485.48045222,308198,1028,150.0,98,0.031697116792201996,-332.74456787109375
154800,0.0016505515668541193,1568,485.40866022999995,309398,1032,150.0,98,0.03240145742893219,-332.9894714355469
155400,0.001636039698496461,1574,485.47629982,310598,1036,150.0,98,0.035465773195028305,-332.8189697265625
156000,0.0016108342679217458,1580,485.80988000000013,311798,1040,150.0,98,0.03311654552817345,-332.828857421875
156600,0.0016365834744647145,1586,486.44277606,312998,1044,150.0,98,0.036120738834142685,-332.6021728515625
157200,0.0016280612908303738,1592,486.67986414,314198,1048,150.0,98,0.035963475704193115,-332.8365783691406
157800,0.0016525377286598086,1598,487.3004462100001,315398,1052,150.0,98,0.03481604531407356,-332.7471618652344
158400,0.0016704043373465538,1604,487.25052835,316598,1056,150.0,98,0.039083439856767654,-332.87371826171875
159000,0.001683266251347959,1610,487.10123015000005,317798,1060,150.0,98,0.04189296066761017,-332.6932373046875
159600,0.001680936198681593,1616,486.99672182,318998,1064,150.0,98,0.03881433233618736,-332.8226623535156
160200,0.0016647253651171923,1622,486.82908909000014,320198,1068,150.0,98,0.03665131330490112,-332.55902099609375
