time/fps,train/critic_loss,time/episodes,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,train/ent_coef,train/actor_loss
97,0.019578954204916954,1056,150.0,158400,383.7584619400001,1626,1116398,0.0014410055009648204,-260.12646484375
97,0.01928211934864521,1060,150.0,159000,384.1237188399999,1632,1117598,0.0014186647022143006,-259.99884033203125
97,0.021733535453677177,1064,150.0,159600,384.44078944000006,1638,1118798,0.0014298936584964395,-260.115478515625
97,0.022115953266620636,1068,150.0,160200,384.82667942999996,1645,1119998,0.0014263397315517068,-259.9400329589844
97,0.022824397310614586,1072,150.0,160800,385.40069793000004,1651,1121198,0.0014125148300081491,-260.10040283203125
97,0.021643802523612976,1076,150.0,161400,385.53176502,1657,1122398,0.0014259166782721877,-260.06298828125
97,0.022732438519597054,1080,150.0,162000,385.61411644,1663,1123598,0.0014162930892780423,-260.1475524902344
97,0.022548461332917213,1084,150.0,162600,385.70087578,1669,1124798,0.0014287405647337437,-260.17620849609375
97,0.024233557283878326,1088,150.0,163200,385.99972412999995,1675,1125998,0.001393021666444838,-260.15966796875
97,0.019354766234755516,1092,150.0,163800,386.27719713,1681,1127198,0.001410449156537652,-259.8842468261719
97,0.02107810042798519,1096,150.0,164400,386.33382550000005,1687,1128398,0.001425950787961483,-260.2241516113281
97,0.02117129974067211,1100,150.0,165000,386.46308579000004,1693,1129598,0.001427634502761066,-260.1390686035156
97,0.025586813688278198,1104,150.0,165600,386.55875364,1699,1130798,0.0014416659250855446,-260.0926513671875
97,0.024476872757077217,1108,150.0,166200,386.2359579000001,1706,1131998,0.001484290580265224,-260.27105712890625
97,0.020609406754374504,1112,150.0,166800,386.39222505,1712,1133198,0.0014541312120854855,-260.0633544921875
97,0.020987754687666893,1116,150.0,167400,386.45222784999993,1718,1134398,0.0014255366986617446,-260.0901794433594
97,0.021114036440849304,1120,150.0,168000,386.38961708000005,1724,1135598,0.0014116502134129405,-260.35516357421875
97,0.018412714824080467,1124,150.0,168600,386.36122338,1730,1136798,0.0014082543784752488,-260.20208740234375
97,0.019281815737485886,1128,150.0,169200,386.48396109000004,1736,1137998,0.0014221426099538803,-260.346435546875
97,0.018653329461812973,1132,150.0,169800,386.66708837999994,1742,1139198,0.001417305669747293,-260.1715087890625
97,0.022504741325974464,1136,150.0,170400,387.04428100000007,1748,1140398,0.0014086626470088959,-260.27703857421875
97,0.02199714072048664,1140,150.0,171000,387.23757435999994,1754,1141598,0.001382709015160799,-260.263671875
97,0.01957728900015354,1144,150.0,171600,387.81974058,1761,1142798,0.001385922310873866,-260.0753479003906
97,0.02101023495197296,1148,150.0,172200,388.03881173,1767,1143998,0.0013890133704990149,-260.20245361328125
97,0.022328687831759453,1152,150.0,172800,388.13984034000003,1773,1145198,0.001402558060362935,-260.08551025390625
97,0.02074059657752514,1156,150.0,173400,388.52645584,1779,1146398,0.0013767542550340295,-260.12420654296875
97,0.02202264592051506,1160,150.0,174000,388.62759522,1785,1147598,0.0013815490528941154,-260.17242431640625
97,0.02024909108877182,1164,150.0,174600,388.69359048000007,1792,1148798,0.0013827835209667683,-260.2076110839844
97,0.016766052693128586,1168,150.0,175200,388.8505151099999,1798,1149998,0.001381061039865017,-260.3292541503906
97,0.020915521308779716,1172,150.0,175800,388.93771011000007,1804,1151198,0.0013656989904120564,-260.3053894042969
97,0.021985922008752823,1176,150.0,176400,389.15405866000003,1810,1152398,0.0013620726531371474,-260.299072265625
97,0.01809299737215042,1180,150.0,177000,389.28828172,1817,1153598,0.0013551033334806561,-260.2803955078125
97,0.020549634471535683,1184,150.0,177600,389.42028103999996,1823,1154798,0.0013535302132368088,-260.4676513671875
97,0.022152768447995186,1188,150.0,178200,389.15886403999997,1829,1155998,0.0013596107019111514,-260.2462158203125
97,0.021228939294815063,1192,150.0,178800,389.11417772,1835,1157198,0.0013601599493995309,-260.2275695800781
97,0.022551605477929115,1196,150.0,179400,388.97056341999996,1842,1158398,0.0013658383395522833,-260.65496826171875
97,0.018934011459350586,1200,150.0,180000,389.0448686599999,1848,1159598,0.0013597144279628992,-260.1747741699219
97,0.01906437799334526,1204,150.0,180600,389.1681473400001,1855,1160798,0.0013343876926228404,-260.55145263671875
97,0.02267085202038288,1208,150.0,181200,389.65048075,1861,1161998,0.001330711878836155,-260.2763366699219
97,0.019837358966469765,1212,150.0,181800,389.92887845999996,1867,1163198,0.0013365024933591485,-260.3717041015625
97,0.017169781029224396,1216,150.0,182400,390.0384496000001,1873,1164398,0.0013256926322355866,-260.23638916015625
97,0.02044546790421009,1220,150.0,183000,390.16474114000005,1880,1165598,0.0013265368761494756,-260.31842041015625
97,0.018464986234903336,1224,150.0,183600,390.15387540999996,1886,1166798,0.0013230283511802554,-260.4074401855469
97,0.020380422472953796,1228,150.0,184200,390.54837306,1892,1167998,0.001333659398369491,-260.3748779296875
97,0.020164277404546738,1232,150.0,184800,390.62877344000003,1898,1169198,0.0013245072914287448,-260.22491455078125
97,0.027758058160543442,1236,150.0,185400,390.51060966999995,1904,1170398,0.0013585465494543314,-260.37530517578125
97,0.023494932800531387,1240,150.0,186000,390.38588497000006,1910,1171598,0.0013943467056378722,-260.34197998046875
97,0.02121112123131752,1244,150.0,186600,390.01484147,1916,1172798,0.0013979963259771466,-260.32525634765625
97,0.020038405433297157,1248,150.0,187200,389.662188,1922,1173998,0.0013579714577645063,-260.298828125
97,0.01737525314092636,1252,150.0,187800,389.69928079000005,1928,1175198,0.0013413348933681846,-260.3514404296875
97,0.019321884959936142,1256,150.0,188400,389.55446653,1934,1176398,0.0013268588809296489,-260.1675109863281
97,0.020907824859023094,1260,150.0,189000,389.5801597400001,1940,1177598,0.001327180303633213,-260.38531494140625
97,0.015295300632715225,1264,150.0,189600,389.47384105000003,1947,1178798,0.0013374491827562451,-260.5676574707031
97,0.015643281862139702,1268,150.0,190200,389.16455136999997,1953,1179998,0.001331149716861546,-260.50360107421875
97,0.020872939378023148,1272,150.0,190800,389.04331733999993,1959,1181198,0.0013244220754131675,-260.32666015625
97,0.02138516493141651,1276,150.0,191400,388.99373479,1965,1182398,0.0013197154039517045,-260.4601745605469
97,0.019183358177542686,1280,150.0,192000,388.96945450000015,1971,1183598,0.001319253002293408,-260.4088439941406
97,0.017950987443327904,1284,150.0,192600,388.94237408000004,1977,1184798,0.001310231164097786,-260.3330993652344
97,0.019343221560120583,1288,150.0,193200,389.10328634000007,1984,1185998,0.0013123169774189591,-260.5140686035156
97,0.018345961347222328,1292,150.0,193800,388.92627649,1990,1187198,0.0013009500689804554,-260.26104736328125
97,0.019607599824666977,1296,150.0,194400,388.8878318199999,1996,1188398,0.0013087206752970815,-260.4275817871094
97,0.01942792907357216,1300,150.0,195000,388.86469299000004,2002,1189598,0.0012950497912243009,-260.25244140625
97,0.01884477771818638,1304,150.0,195600,388.9817473399999,2008,1190798,0.0012803715653717518,-260.557373046875
97,0.018575411289930344,1308,150.0,196200,389.23719730000005,2014,1191998,0.0012654239544644952,-260.4270324707031
97,0.019638728350400925,1312,150.0,196800,389.38451856,2020,1193198,0.0012602105271071196,-260.5757751464844
97,0.01877487450838089,1316,150.0,197400,389.47875038999996,2026,1194398,0.0012659423518925905,-260.5595703125
97,0.017842434346675873,1320,150.0,198000,389.73255197,2032,1195598,0.0012605303199961782,-260.2969970703125
97,0.020213613286614418,1324,150.0,198600,389.97075739,2038,1196798,0.001266022096388042,-260.4212341308594
97,0.026013821363449097,1328,150.0,199200,389.93616247,2044,1197998,0.0012837633257731795,-260.1685791015625
97,0.02055174671113491,1332,150.0,199800,389.98714358999996,2050,1199198,0.0012687483103945851,-260.70404052734375
97,0.019819077104330063,1336,150.0,200400,390.10209873,2056,1200398,0.0012899128487333655,-260.3114013671875
97,0.01856493391096592,1340,150.0,201000,390.26203117,2063,1201598,0.0012783242855221033,-260.4683837890625
97,0.0176972858607769,1344,150.0,201600,390.69298497000005,2069,1202798,0.001259534154087305,-260.36865234375
97,0.021367540583014488,1348,150.0,202200,391.23305396,2075,1203998,0.0012627821415662766,-260.3040466308594
97,0.01846352405846119,1352,150.0,202800,391.41564263,2081,1205198,0.0012484982144087553,-260.491943359375
97,0.020287156105041504,1356,150.0,203400,391.5540193599999,2087,1206398,0.0012455993564799428,-260.44793701171875
97,0.021288488060235977,1360,150.0,204000,391.61047519,2093,1207598,0.0012468175264075398,-260.37200927734375
97,0.017503350973129272,1364,150.0,204600,391.49942287,2099,1208798,0.0012312473263591528,-260.3502502441406
97,0.022636404260993004,1368,150.0,205200,391.7305894899999,2106,1209998,0.0012470142683014274,-260.4078369140625
97,0.016833847388625145,1372,150.0,205800,391.87653796,2112,1211198,0.0012530912645161152,-260.51397705078125
97,0.02152317576110363,1376,150.0,206400,391.95893873,2118,1212398,0.0012398484395816922,-260.6349182128906
97,0.020001370459794998,1380,150.0,207000,392.0004967900001,2124,1213598,0.001233213348314166,-260.24774169921875
97,0.01640954427421093,1384,150.0,207600,392.11529926000003,2131,1214798,0.0012385236332193017,-260.4683837890625
97,0.01846158877015114,1388,150.0,208200,392.1976629400001,2137,1215998,0.0012425229651853442,-260.5774841308594
97,0.016964927315711975,1392,150.0,208800,392.51656018,2143,1217198,0.001239972421899438,-260.37640380859375
97,0.01852989010512829,1396,150.0,209400,392.5989514999999,2149,1218398,0.001225483720190823,-260.4736022949219
97,0.01886989176273346,1400,150.0,210000,392.6788187799999,2155,1219598,0.0012314593186601996,-260.4196472167969
97,0.019533976912498474,1404,150.0,210600,392.54618639,2162,1220798,0.001222774269990623,-260.2527770996094
97,0.019724419340491295,1408,150.0,211200,392.5355799199999,2168,1221998,0.0012236397014930844,-260.39337158203125
97,0.01888791099190712,1412,150.0,211800,392.4376682799999,2174,1223198,0.0012700024526566267,-260.53948974609375
97,0.02372446283698082,1416,150.0,212400,392.40929756,2180,1224398,0.0012543108314275742,-260.41546630859375
97,0.01960488222539425,1420,150.0,213000,392.26726084,2186,1225598,0.0012576341396197677,-260.4271240234375
97,0.016551285982131958,1424,150.0,213600,392.26226972000006,2192,1226798,0.0012463817838579416,-260.3621826171875
97,0.020282212644815445,1428,150.0,214200,392.21314285999995,2198,1227998,0.001253149239346385,-260.43017578125
97,0.017628954723477364,1432,150.0,214800,392.35114584,2205,1229198,0.0012209202395752072,-260.501953125
97,0.017843926325440407,1436,150.0,215400,392.52080993,2211,1230398,0.0012160182232037187,-260.42169189453125
97,0.020337171852588654,1440,150.0,216000,392.60862076999996,2217,1231598,0.001228999113664031,-260.4697265625
97,0.02482449635863304,1444,150.0,216600,392.57255079000004,2223,1232798,0.0012407839531078935,-260.35546875
97,0.019242379814386368,1448,150.0,217200,392.600947,2230,1233998,0.001236300333403051,-260.4672546386719
97,0.020477578043937683,1452,150.0,217800,392.69730675000005,2236,1235198,0.0012333651538938284,-260.44317626953125
97,0.017146723344922066,1456,150.0,218400,392.74318135,2242,1236398,0.0012260134099051356,-260.39910888671875
97,0.04031077399849892,1460,150.0,219000,392.5275161199999,2248,1237598,0.0013713645748794079,-260.53570556640625
97,0.025283077731728554,1464,150.0,219600,392.23854995999994,2255,1238798,0.0013883200008422136,-260.37091064453125
97,0.02548878639936447,1468,150.0,220200,392.02871393000004,2261,1239998,0.0013810702366754413,-260.4267272949219
97,0.019605040550231934,1472,150.0,220800,391.64742337999996,2267,1241198,0.0013266418827697635,-260.525146484375
97,0.019927311688661575,1476,150.0,221400,391.02225677,2272,1242398,0.0013116557383909822,-260.5020446777344
97,0.020894208922982216,1480,150.0,222000,390.42150411,2279,1243598,0.0012919375440105796,-260.52227783203125
97,0.01946905441582203,1484,150.0,222600,390.04686921999996,2285,1244798,0.0012473141541704535,-260.2262268066406
97,0.018108179792761803,1488,150.0,223200,390.10986301,2291,1245998,0.0012209545820951462,-260.3316650390625
97,0.01853933185338974,1492,150.0,223800,390.15176797999993,2297,1247198,0.001221157843247056,-260.56488037109375
97,0.01991397514939308,1496,150.0,224400,390.45459045999996,2303,1248398,0.0012296820059418678,-260.3541259765625
97,0.01898997835814953,1500,150.0,225000,390.58854557000006,2309,1249598,0.0012047815835103393,-260.3595275878906
97,0.016297893598675728,1504,150.0,225600,390.81904801,2315,1250798,0.001215885509736836,-260.49188232421875
97,0.019569996744394302,1508,150.0,226200,390.92701387,2321,1251998,0.0012197820469737053,-260.4677429199219
97,0.02026025392115116,1512,150.0,226800,391.13375419000005,2327,1253198,0.0012161099584773183,-260.5558776855469
97,0.01583554595708847,1516,150.0,227400,391.3545076100001,2333,1254398,0.0011984804878011346,-260.6521301269531
97,0.020498160272836685,1520,150.0,228000,391.5425096699999,2339,1255598,0.0012118465965613723,-260.50482177734375
97,0.019869502633810043,1524,150.0,228600,391.73850372,2345,1256798,0.0011974317021667957,-260.3695068359375
97,0.01686732843518257,1528,150.0,229200,391.88669002,2352,1257998,0.0011960946721956134,-260.6080322265625
97,0.01849113032221794,1532,150.0,229800,392.00536024,2358,1259198,0.0011890552705153823,-260.4901428222656
97,0.022148901596665382,1536,150.0,230400,392.0737820299999,2364,1260398,0.0012041619047522545,-260.7736511230469
97,0.019664492458105087,1540,150.0,231000,391.97379125,2370,1261598,0.0011900676181539893,-260.6116027832031
97,0.019999422132968903,1544,150.0,231600,391.88582681,2377,1262798,0.001203185529448092,-260.79254150390625
97,0.0171639584004879,1548,150.0,232200,391.86360986,2383,1263998,0.0012236712500452995,-260.6189880371094
97,0.017428716644644737,1552,150.0,232800,391.61925623,2389,1265198,0.0012310941237956285,-260.68115234375
97,0.019218776375055313,1556,150.0,233400,391.55310837,2395,1266398,0.0012052188394591212,-260.743896484375
97,0.019332345575094223,1560,150.0,234000,391.68400643999996,2401,1267598,0.001217688200995326,-260.787841796875
97,0.017821714282035828,1564,150.0,234600,392.2830051100001,2407,1268798,0.0011839700164273381,-260.6788635253906
97,0.017219221219420433,1568,150.0,235200,392.6609718,2413,1269998,0.001174643635749817,-260.674560546875
97,0.016326136887073517,1572,150.0,235800,393.17999331,2419,1271198,0.001177976606413722,-260.9442443847656
97,0.02536132000386715,1576,150.0,236400,393.71782426,2425,1272398,0.001149698393419385,-260.6924743652344
97,0.016202105209231377,1580,150.0,237000,394.43076518999993,2432,1273598,0.001169604598544538,-260.947021484375
97,0.01897544600069523,1584,150.0,237600,394.92980886,2438,1274798,0.0011729662073776126,-260.8935546875
97,0.02033938840031624,1588,150.0,238200,395.0138327700001,2445,1275998,0.0011705926153808832,-260.6534423828125
97,0.01591896079480648,1592,150.0,238800,394.90835602999994,2451,1277198,0.001169412164017558,-260.963134765625
97,0.01457460317760706,1596,150.0,239400,394.74213011999996,2457,1278398,0.0011688146041706204,-260.9639587402344
97,0.015034551732242107,1600,150.0,240000,394.69064776,2463,1279598,0.0011639491422101855,-260.9429931640625
97,0.018437722697854042,1604,150.0,240600,394.68401407000005,2470,1280798,0.0011588033521547914,-260.7940673828125
97,0.017023930326104164,1608,150.0,241200,394.71617233999996,2477,1281998,0.001166904461570084,-261.0934143066406
97,0.015708424150943756,1612,150.0,241800,394.78093009,2487,1283198,0.0011490390170365572,-260.81134033203125
97,0.014877847395837307,1616,150.0,242400,394.52519463,2497,1284398,0.0011564248707145452,-261.0702209472656
96,0.016601497307419777,1620,150.0,243000,394.61823869,2507,1285598,0.0011550928466022015,-260.77655029296875
96,0.017704050987958908,1624,150.0,243600,394.55965566,2517,1286798,0.0011728471145033836,-260.92840576171875
96,0.01856486313045025,1628,150.0,244200,394.6796985599999,2527,1287998,0.0011773190926760435,-260.9192810058594
96,0.020383289083838463,1632,150.0,244800,394.48442749999987,2537,1289198,0.0011746801901608706,-261.0119934082031
96,0.016538461670279503,1636,150.0,245400,394.24273063999993,2547,1290398,0.0011657454306259751,-261.1749267578125
96,0.016774732619524002,1640,150.0,246000,394.3339765200001,2553,1291598,0.0011581913568079472,-260.9703674316406
96,0.023114170879125595,1644,150.0,246600,394.5405710499999,2559,1292798,0.0011544633889570832,-261.0811462402344
96,0.012749874964356422,1648,150.0,247200,394.60302430999997,2566,1293998,0.0011766758980229497,-261.2021484375
96,0.016485629603266716,1652,150.0,247800,394.90797090000007,2572,1295198,0.0011817043414339423,-261.07965087890625
96,0.018025781959295273,1656,150.0,248400,395.0699181,2578,1296398,0.0011836076155304909,-261.1589050292969
96,0.016916094347834587,1660,150.0,249000,395.25358703000006,2584,1297598,0.0012040401343256235,-261.0811767578125
96,0.015770701691508293,1664,150.0,249600,395.27802369999995,2590,1298798,0.0011878424556925893,-261.00030517578125
96,0.016108432784676552,1668,150.0,250200,395.21584247,2596,1299998,0.001198934274725616,-261.2162780761719
96,0.02029453217983246,1672,150.0,250800,395.20304503,2602,1301198,0.001198836020193994,-261.16943359375
96,0.014953547157347202,1676,150.0,251400,395.24585041,2608,1302398,0.0011918985983356833,-261.2979736328125
96,0.02368498221039772,1680,150.0,252000,395.3553361399999,2615,1303598,0.0011896659852936864,-261.13092041015625
96,0.017961200326681137,1684,150.0,252600,395.30154851,2621,1304798,0.0011718894820660353,-261.480712890625
96,0.017281843349337578,1688,150.0,253200,395.38093008,2627,1305998,0.0011759668122977018,-261.35528564453125
96,0.017737088724970818,1692,150.0,253800,395.54205394,2633,1307198,0.00118578365072608,-261.29803466796875
96,0.019096393138170242,1696,150.0,254400,395.67701303999996,2639,1308398,0.001226689899340272,-261.24951171875
96,0.016471017152071,1700,150.0,255000,395.75573720999995,2646,1309598,0.0012392697390168905,-261.36865234375
96,0.020185008645057678,1704,150.0,255600,395.90452221,2652,1310798,0.0012043904280290008,-261.3424377441406
96,0.017615409567952156,1708,150.0,256200,396.02193454,2657,1311998,0.0011898316442966461,-261.21661376953125
96,0.018676940351724625,1712,150.0,256800,395.98235502000006,2664,1313198,0.00118216872215271,-261.0991516113281
96,0.016560902819037437,1716,150.0,257400,396.24796712999995,2670,1314398,0.0011792659061029553,-261.388671875
96,0.01808939501643181,1720,150.0,258000,396.3623781400001,2676,1315598,0.0011954024666920304,-261.40435791015625
96,0.016270475462079048,1724,150.0,258600,396.5550454800001,2682,1316798,0.001176018500700593,-261.3265380859375
96,0.016880638897418976,1728,150.0,259200,396.56701997999994,2688,1317998,0.0011902623809874058,-261.2585754394531
96,0.01575521193444729,1732,150.0,259800,396.82064944999985,2694,1319198,0.0011846250854432583,-261.23223876953125
96,0.018259990960359573,1736,150.0,260400,396.99588666999995,2700,1320398,0.0011972114443778992,-261.4198913574219
96,0.016421547159552574,1740,150.0,261000,397.24790239999993,2707,1321598,0.0011758743785321712,-261.5549011230469
96,0.01916167512536049,1744,150.0,261600,397.35908777000003,2714,1322798,0.0011903576087206602,-261.3187561035156
96,0.016605624929070473,1748,150.0,262200,397.243957,2723,1323998,0.0011740277986973524,-261.4466552734375
96,0.016518156975507736,1752,150.0,262800,397.32228554999995,2729,1325198,0.0011739656329154968,-261.37811279296875
96,0.01994837075471878,1756,150.0,263400,397.41839663999997,2735,1326398,0.0011815928155556321,-261.42144775390625
96,0.018261175602674484,1760,150.0,264000,397.3142777499999,2741,1327598,0.0011894191848114133,-261.4507141113281
96,0.01984919048845768,1764,150.0,264600,397.55942279000004,2747,1328798,0.001166097936220467,-261.4383239746094
96,0.01717439293861389,1768,150.0,265200,397.68921843,2754,1329998,0.0011636617127805948,-261.476806640625
96,0.024981264024972916,1772,150.0,265800,397.41748490000003,2760,1331198,0.001168578863143921,-261.40887451171875
96,0.02005392126739025,1776,150.0,266400,396.4110213099999,2766,1332398,0.0012027100892737508,-261.50927734375
96,0.018718067556619644,1780,150.0,267000,396.3778982,2772,1333598,0.0011975927045568824,-261.3464660644531
96,0.018585994839668274,1784,150.0,267600,396.48613158,2778,1334798,0.0011873440816998482,-261.5077819824219
96,0.017983051016926765,1788,150.0,268200,396.60312063,2785,1335998,0.0011974426452070475,-261.4627685546875
96,0.01565822772681713,1792,150.0,268800,396.7279563199999,2791,1337198,0.0011980896815657616,-261.6911926269531
96,0.016972754150629044,1796,150.0,269400,396.85253621000004,2797,1338398,0.001195424236357212,-261.38873291015625
96,0.015781467780470848,1800,150.0,270000,397.0902037700001,2805,1339598,0.001194377546198666,-261.4674987792969
96,0.019204946234822273,1804,150.0,270600,397.23969589999996,2816,1340798,0.0011778738116845489,-261.741455078125
95,0.019529687240719795,1808,150.0,271200,397.09526913,2826,1341998,0.0011942960554733872,-261.5584716796875
95,0.018381908535957336,1812,150.0,271800,397.09492622,2837,1343198,0.001198368496261537,-261.6197509765625
95,0.016755007207393646,1816,150.0,272400,397.0424788200001,2847,1344398,0.0011929715983569622,-261.824462890625
95,0.016825217753648758,1820,150.0,273000,396.93003038,2857,1345598,0.0011906512081623077,-261.79559326171875
95,0.019657796248793602,1824,150.0,273600,396.661692,2867,1346798,0.0011813207529485226,-261.9176330566406
95,0.020145568996667862,1828,150.0,274200,396.63797299,2875,1347998,0.0011823073728010058,-261.71844482421875
95,0.017308896407485008,1832,150.0,274800,396.4524309399999,2881,1349198,0.0011734473519027233,-261.91998291015625
95,0.018225479871034622,1836,150.0,275400,396.49398303999993,2887,1350398,0.0011489070020616055,-261.7042236328125
95,0.018556494265794754,1840,150.0,276000,396.54841594999994,2894,1351598,0.001166901201941073,-261.7733154296875
95,0.013586364686489105,1844,150.0,276600,396.5589320699999,2900,1352798,0.0011474204948171973,-261.9965515136719
95,0.014960161410272121,1848,150.0,277200,396.90667268000004,2906,1353998,0.0011475583305582404,-262.02667236328125
95,0.02083057351410389,1852,150.0,277800,396.75064309000004,2912,1355198,0.0011595501564443111,-261.6711730957031
95,0.015488943085074425,1856,150.0,278400,396.65301993,2918,1356398,0.0011520388070493937,-261.864990234375
95,0.016023628413677216,1860,150.0,279000,396.7930286099999,2924,1357598,0.0011695359135046601,-261.9790954589844
95,0.014179471880197525,1864,150.0,279600,396.6897265399999,2931,1358798,0.0011374775785952806,-261.9804382324219
95,0.014913083054125309,1868,150.0,280200,396.64575403999993,2937,1359998,0.0011587613262236118,-262.22882080078125
95,0.017122242599725723,1872,150.0,280800,396.96066768,2943,1361198,0.001161973923444748,-261.98687744140625
95,0.017616599798202515,1876,150.0,281400,398.2725788899999,2949,1362398,0.0011533453362062573,-262.0029296875
95,0.01612122356891632,1880,150.0,282000,398.24645558999987,2955,1363598,0.001166592352092266,-261.8564453125
95,0.014829236082732677,1884,150.0,282600,398.03490292000004,2961,1364798,0.0011643744073808193,-261.8869323730469
95,0.015046357177197933,1888,150.0,283200,397.95519142999996,2967,1365998,0.0011376679176464677,-261.96142578125
95,0.015465615317225456,1892,150.0,283800,397.81626378,2973,1367198,0.0011352337896823883,-261.9499206542969
95,0.018334517255425453,1896,150.0,284400,397.54815218999994,2979,1368398,0.0011289076646789908,-262.1094055175781
95,0.015967875719070435,1900,150.0,285000,397.4870561700001,2986,1369598,0.0011388723505660892,-262.0310363769531
95,0.016329826787114143,1904,150.0,285600,397.10547110000016,2993,1370798,0.0011336876777932048,-261.8609619140625
95,0.018187420442700386,1908,150.0,286200,396.81219296999996,2999,1371998,0.001107834163121879,-262.02618408203125
95,0.015230072662234306,1912,150.0,286800,396.68490158000003,3005,1373198,0.0011248181108385324,-262.1373291015625
95,0.017980512231588364,1916,150.0,287400,396.7085052600001,3012,1374398,0.0011404934339225292,-262.2069396972656
95,0.013745557516813278,1920,150.0,288000,396.86930859000006,3018,1375598,0.001152940676547587,-262.08587646484375
95,0.018457919359207153,1924,150.0,288600,397.2577117300001,3024,1376798,0.0011467881267890334,-261.95953369140625
95,0.01615907810628414,1928,150.0,289200,397.42428623,3030,1377998,0.0011239538434892893,-262.2542419433594
95,0.020692311227321625,1932,150.0,289800,397.76507288,3036,1379198,0.0011016139760613441,-262.0551452636719
95,0.01340257003903389,1936,150.0,290400,398.0537405,3042,1380398,0.0011107651516795158,-262.00067138671875
95,0.015569846145808697,1940,150.0,291000,397.99386895000004,3048,1381598,0.0011067342711612582,-262.11981201171875
95,0.01483188197016716,1944,150.0,291600,398.11992948000005,3054,1382798,0.0011029517045244575,-261.9520263671875
95,0.014501246623694897,1948,150.0,292200,398.1126105200001,3060,1383998,0.0011423532851040363,-262.215087890625
95,0.018825368955731392,1952,150.0,292800,398.41979291999996,3066,1385198,0.001136829610913992,-262.16363525390625
95,0.015271845273673534,1956,150.0,293400,398.66659001,3073,1386398,0.0011457742657512426,-261.90234375
95,0.014969111420214176,1960,150.0,294000,398.72066782,3079,1387598,0.0011511064367368817,-262.27294921875
95,0.0153574887663126,1964,150.0,294600,398.7579360900001,3085,1388798,0.0011433756444603205,-262.1587219238281
95,0.015362328849732876,1968,150.0,295200,398.8777287500001,3091,1389998,0.0011333385482430458,-262.05706787109375
95,0.017498301342129707,1972,150.0,295800,399.06527995000005,3097,1391198,0.0011322135105729103,-262.1455078125
95,0.017733866348862648,1976,150.0,296400,399.13625889,3104,1392398,0.001132346224039793,-262.2422790527344
95,0.019400520250201225,1980,150.0,297000,399.43420252,3113,1393598,0.0011280123144388199,-262.0330810546875
95,0.01616732031106949,1984,150.0,297600,399.86592154,3119,1394798,0.0011369554558768868,-261.886962890625
95,0.015824025496840477,1988,150.0,298200,400.01310825,3126,1395998,0.0011353767476975918,-262.36016845703125
95,0.016563937067985535,1992,150.0,298800,400.09716795,3132,1397198,0.0011392232263460755,-262.41558837890625
95,0.012088203802704811,1996,150.0,299400,400.4107830799999,3138,1398398,0.001138258376158774,-262.0462646484375
95,0.02855675108730793,2000,150.0,300000,400.46442873,3144,1399598,0.0011401117080822587,-261.94671630859375
95,0.020224709063768387,2004,150.0,300600,400.8219456300001,3150,1400798,0.0011796483304351568,-262.36767578125
95,0.0233013816177845,2008,150.0,301200,401.1228785699999,3156,1401998,0.0011962053831666708,-261.94647216796875
95,0.04011499136686325,2012,150.0,301800,400.7792939799999,3162,1403198,0.001346189295873046,-262.0667724609375
95,0.018650854006409645,2016,150.0,302400,400.5584076399999,3168,1404398,0.0011939305113628507,-262.1459655761719
95,0.015710674226284027,2020,150.0,303000,400.5738059599999,3174,1405598,0.0011684768833220005,-262.0496520996094
95,0.0170300155878067,2024,150.0,303600,400.30019795,3180,1406798,0.0011554525699466467,-262.3961181640625
95,0.017916588112711906,2028,150.0,304200,400.3065417099999,3186,1407998,0.0011304833460599184,-262.41802978515625
95,0.01801414228975773,2032,150.0,304800,400.22724440999997,3192,1409198,0.0011311277048662305,-262.2803039550781
95,0.016624506562948227,2036,150.0,305400,400.02196167999995,3198,1410398,0.0011442831018939614,-262.3953552246094
95,0.01769634708762169,2040,150.0,306000,400.07364912,3204,1411598,0.0011494330829009414,-262.1136474609375
95,0.015341841615736485,2044,150.0,306600,399.82340956,3210,1412798,0.0011510998010635376,-262.1735534667969
95,0.015825731679797173,2048,150.0,307200,399.7491651,3216,1413998,0.0011328031541779637,-262.4335021972656
95,0.019522391259670258,2052,150.0,307800,399.7629833799999,3222,1415198,0.0011237936560064554,-262.26220703125
95,0.016986729577183723,2056,150.0,308400,399.76703405999996,3228,1416398,0.0011216960847377777,-262.18280029296875
95,0.016092659905552864,2060,150.0,309000,400.04821871,3234,1417598,0.001133988960646093,-262.19580078125
95,0.016306867823004723,2064,150.0,309600,400.20192066999994,3240,1418798,0.0011552833020687103,-262.3421630859375
95,0.01598077453672886,2068,150.0,310200,400.33247087999996,3246,1419998,0.001163740991614759,-262.5155944824219
95,0.018587961792945862,2072,150.0,310800,400.4178421599999,3253,1421198,0.0011427259305492043,-262.3531494140625
95,0.016674231737852097,2076,150.0,311400,400.40610476,3259,1422398,0.0011587946210056543,-262.2023010253906
95,0.01547233946621418,2080,150.0,312000,400.4046451500001,3265,1423598,0.0011306429514661431,-262.2264709472656
95,0.016996683552861214,2084,150.0,312600,400.29634687000004,3271,1424798,0.0011617434211075306,-262.3179016113281
