time/episodes,train/n_updates,time/total_timesteps,train/ent_coef,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/actor_loss,rollout/ep_len_mean,train/critic_loss
2124,636998,318600,0.0010939625790342689,499.96590762,3212,99,-339.05511474609375,150.0,0.021726597100496292
2128,638198,319200,0.0010831757681444287,499.9836052000001,3218,99,-339.1709289550781,150.0,0.02536548674106598
2132,639398,319800,0.001163237844593823,499.73540732000004,3225,99,-339.4464416503906,150.0,0.026756659150123596
2136,640598,320400,0.001129886251874268,499.26148113999994,3231,99,-339.430908203125,150.0,0.026770150288939476
2140,641798,321000,0.0011376343900337815,498.96044487,3238,99,-339.3664245605469,150.0,0.031971368938684464
2144,642998,321600,0.0012318757362663746,498.50478992999996,3244,99,-339.4089660644531,150.0,0.057094674557447433
2148,644198,322200,0.0013531011063605547,497.91726416,3250,99,-339.64349365234375,150.0,0.0536588579416275
2152,645398,322800,0.001238177064806223,497.54309083,3257,99,-339.33087158203125,150.0,0.02849438227713108
2156,646598,323400,0.0012298168148845434,497.35381927,3263,99,-339.58355712890625,150.0,0.028386300429701805
2160,647798,324000,0.0012635590974241495,497.1536695499999,3269,99,-339.7054748535156,150.0,0.0314115509390831
2164,648998,324600,0.0012178292963653803,497.04690466000005,3275,99,-339.5462341308594,150.0,0.03136412799358368
2168,650198,325200,0.0011755900923162699,496.94969858999997,3282,99,-339.48583984375,150.0,0.029820669442415237
2172,651398,325800,0.0011557925026863813,496.81266370000003,3288,99,-339.85150146484375,150.0,0.025306526571512222
2176,652598,326400,0.0011798368068411946,496.62254931999996,3295,99,-339.70782470703125,150.0,0.029273098334670067
2180,653798,327000,0.0011297870660200715,496.63143873,3301,99,-339.5248107910156,150.0,0.034347712993621826
2184,654998,327600,0.0011435948545113206,496.31560871,3307,99,-339.650634765625,150.0,0.02474578283727169
2188,656198,328200,0.0011232756078243256,496.22288042,3314,99,-339.45684814453125,150.0,0.021561624482274055
2192,657398,328800,0.0011144618038088083,496.09688917,3320,99,-339.4134826660156,150.0,0.021457871422171593
2196,658598,329400,0.0010964620159938931,495.96634806000003,3326,99,-339.2713623046875,150.0,0.021593499928712845
2200,659798,330000,0.001107919728383422,495.92302585,3332,99,-339.244384765625,150.0,0.024839866906404495
2204,660998,330600,0.0011228423099964857,495.92401638999996,3339,99,-339.288330078125,150.0,0.021630268543958664
2208,662198,331200,0.0011308107059448957,496.31830836999984,3345,98,-339.22723388671875,150.0,0.02075551636517048
2212,663398,331800,0.0011104700388386846,496.49436033000006,3351,98,-339.20379638671875,150.0,0.02210910990834236
2216,664598,332400,0.0010691218776628375,496.56986199,3358,98,-339.15264892578125,150.0,0.019825881347060204
2220,665798,333000,0.0010640136897563934,496.78132167,3364,98,-339.006103515625,150.0,0.020169276744127274
2224,666998,333600,0.0010471362620592117,497.02693376999997,3370,98,-338.9839172363281,150.0,0.01534393522888422
2228,668198,334200,0.0010239402763545513,497.1045149099999,3377,98,-339.160888671875,150.0,0.01797095686197281
2232,669398,334800,0.001030223211273551,497.55099176000004,3383,98,-338.978271484375,150.0,0.016287053003907204
2236,670598,335400,0.0010225540027022362,498.15410442,3390,98,-338.998779296875,150.0,0.020499205216765404
2240,671798,336000,0.0010142525425180793,498.5951483299999,3396,98,-338.9720153808594,150.0,0.018248427659273148
2244,672998,336600,0.0010183552512899041,499.1662898299999,3402,98,-339.1498107910156,150.0,0.02153692953288555
2248,674198,337200,0.0010195442009717226,499.90618381,3409,98,-339.10064697265625,150.0,0.015588371083140373
2252,675398,337800,0.0010360373416915536,500.32550822999997,3415,98,-339.23431396484375,150.0,0.017020881175994873
2256,676598,338400,0.0010331971570849419,500.57694166999994,3421,98,-339.34521484375,150.0,0.020736416801810265
2260,677798,339000,0.0010530527215451002,500.7791569099999,3428,98,-339.4299621582031,150.0,0.019802212715148926
2264,678998,339600,0.0010394026758149266,501.03872622999995,3434,98,-339.3999938964844,150.0,0.017561735585331917
2268,680198,340200,0.001027674414217472,501.42898467,3441,98,-339.22845458984375,150.0,0.020764866843819618
2272,681398,340800,0.0010211172048002481,501.62605768000003,3447,98,-339.12103271484375,150.0,0.019708743318915367
2276,682598,341400,0.0010550064034759998,501.67057071000005,3453,98,-339.11077880859375,150.0,0.021045753732323647
2280,683798,342000,0.0010585286654531956,501.64178426,3460,98,-339.139892578125,150.0,0.018583891913294792
2284,684998,342600,0.001059392699971795,501.7402078,3466,98,-339.03179931640625,150.0,0.021293940022587776
2288,686198,343200,0.0010566703276708722,501.6558029099999,3473,98,-339.131591796875,150.0,0.02303185872733593
2292,687398,343800,0.0010487072868272662,501.57498262999997,3479,98,-339.23883056640625,150.0,0.0243533868342638
2296,688598,344400,0.0010478295153006911,501.61514917,3486,98,-339.3680419921875,150.0,0.026484739035367966
2300,689798,345000,0.0011549049522727728,500.82592088999996,3492,98,-339.266845703125,150.0,0.040287796407938004
2304,690998,345600,0.0010482942452654243,500.62164962,3498,98,-339.434814453125,150.0,0.030447939410805702
2308,692198,346200,0.0010483107762411237,500.52274740999997,3505,98,-339.4508056640625,150.0,0.02389296144247055
2312,693398,346800,0.0010399628663435578,500.48072383,3511,98,-339.29461669921875,150.0,0.02464107796549797
2316,694598,347400,0.0010232266504317522,500.49301801,3517,98,-339.267822265625,150.0,0.022433500736951828
2320,695798,348000,0.0010097397025674582,500.47068461000003,3524,98,-339.5295715332031,150.0,0.022524753585457802
2324,696998,348600,0.001017006696201861,500.38428772,3530,98,-339.6359558105469,150.0,0.016836905851960182
2328,698198,349200,0.0010240691481158137,500.39979016000007,3537,98,-339.4029846191406,150.0,0.0189815703779459
2332,699398,349800,0.0010196531657129526,500.28220972,3543,98,-339.477294921875,150.0,0.020460747182369232
2336,700598,350400,0.001013382337987423,500.23997091000007,3549,98,-339.5650634765625,150.0,0.016332346946001053
2340,701798,351000,0.0010133122559636831,500.17001947000006,3556,98,-339.3341064453125,150.0,0.017242981120944023
2344,702998,351600,0.0010229056933894753,500.0683681,3562,98,-339.64752197265625,150.0,0.0235394649207592
2348,704198,352200,0.0010079535422846675,500.09669121999997,3568,98,-339.7372741699219,150.0,0.020687812939286232
2352,705398,352800,0.0010038625914603472,500.09540104,3575,98,-339.692138671875,150.0,0.021881625056266785
2356,706598,353400,0.0010213333880528808,500.14134347,3581,98,-339.44268798828125,150.0,0.015752596780657768
2360,707798,354000,0.0010170775931328535,500.2281879099999,3587,98,-339.2818603515625,150.0,0.023619813844561577
2364,708998,354600,0.0010443901410326362,500.22959983999993,3594,98,-339.6040954589844,150.0,0.014277045615017414
2368,710198,355200,0.0010382103500887752,500.24072185,3600,98,-339.5421142578125,150.0,0.022308502346277237
2372,711398,355800,0.0010369789088144898,500.3098292699999,3607,98,-339.619140625,150.0,0.021717041730880737
2376,712598,356400,0.0010290700010955334,500.5637326799999,3613,98,-339.8636169433594,150.0,0.0181110929697752
2380,713798,357000,0.0010081977816298604,500.70451303999994,3619,98,-339.84979248046875,150.0,0.017304962500929832
2384,714998,357600,0.0010245498269796371,500.93603540000004,3626,98,-339.55340576171875,150.0,0.01889548823237419
2388,716198,358200,0.0010375452693551779,501.17334388,3632,98,-339.85504150390625,150.0,0.020920593291521072
2392,717398,358800,0.0010281542781740427,501.35910201,3638,98,-339.73748779296875,150.0,0.017865216359496117
2396,718598,359400,0.001024569384753704,501.16117617,3645,98,-339.63189697265625,150.0,0.024823741987347603
2400,719798,360000,0.0010332247475162148,501.6317539100001,3651,98,-339.5518798828125,150.0,0.02489573508501053
2404,720998,360600,0.0010409243404865265,501.7388854000001,3657,98,-339.6855163574219,150.0,0.02317154034972191
2408,722198,361200,0.0010278272675350308,501.89145566,3664,98,-339.6124267578125,150.0,0.02024233154952526
2412,723398,361800,0.0010154962074011564,501.87640329000004,3670,98,-339.4947204589844,150.0,0.02112514339387417
2416,724598,362400,0.0010176422074437141,501.88544817999997,3677,98,-339.4176330566406,150.0,0.020947180688381195
2420,725798,363000,0.0010331602534279227,501.6276791699999,3683,98,-339.79913330078125,150.0,0.02211703173816204
2424,726998,363600,0.0010360329179093242,501.51217857000006,3689,98,-339.5003967285156,150.0,0.01881612092256546
2428,728198,364200,0.0010228847386315465,501.4094582900001,3696,98,-339.6728515625,150.0,0.019446995109319687
2432,729398,364800,0.0009991148253902793,501.3535273,3702,98,-339.90777587890625,150.0,0.017461346462368965
2436,730598,365400,0.0009906124323606491,501.2784093100001,3708,98,-339.47900390625,150.0,0.017011992633342743
2440,731798,366000,0.0009759647655300796,501.37176575999996,3714,98,-339.89422607421875,150.0,0.019533658400177956
2444,732998,366600,0.0009589585824869573,501.4591797399999,3721,98,-339.6503601074219,150.0,0.019674085080623627
2448,734198,367200,0.0009558532619848847,501.47063833,3727,98,-339.8885498046875,150.0,0.013185335323214531
2452,735398,367800,0.000958843796979636,501.52876677,3734,98,-339.88116455078125,150.0,0.01608746312558651
2456,736598,368400,0.0009554190328344703,501.52112753,3740,98,-339.6202697753906,150.0,0.013751044869422913
2460,737798,369000,0.0009583355276845396,501.53383137,3746,98,-339.6824645996094,150.0,0.01705271564424038
2464,738998,369600,0.0009473427198827267,501.63644172000005,3753,98,-339.50213623046875,150.0,0.015884896740317345
2468,740198,370200,0.0009540232713334262,501.7015123200001,3759,98,-339.827880859375,150.0,0.014479313977062702
2472,741398,370800,0.0009509642841294408,501.69571741000004,3766,98,-339.765625,150.0,0.017946677282452583
2476,742598,371400,0.0009622611105442047,501.7815021400001,3772,98,-339.76318359375,150.0,0.01513285655528307
2480,743798,372000,0.0009659006609581411,501.77459125000007,3778,98,-339.58941650390625,150.0,0.024664796888828278
2484,744998,372600,0.0009948736988008022,501.70072541,3785,98,-339.67034912109375,150.0,0.025975801050662994
2488,746198,373200,0.0010004702489823103,501.64772054,3791,98,-339.73065185546875,150.0,0.018572503700852394
2492,747398,373800,0.0009985290234908462,501.72643017999985,3797,98,-339.9710693359375,150.0,0.016744079068303108
2496,748598,374400,0.0009794660145416856,501.98925942999995,3803,98,-339.83056640625,150.0,0.019098319113254547
2500,749798,375000,0.0009675094042904675,502.38728475999994,3809,98,-339.4549255371094,150.0,0.01760079525411129
2504,750998,375600,0.0009582399507053196,502.57377595,3816,98,-339.7527160644531,150.0,0.019441206008195877
2508,752198,376200,0.0009545455686748028,502.5762406699999,3822,98,-339.90570068359375,150.0,0.015675652772188187
2512,753398,376800,0.0009364245925098658,502.81646133000004,3828,98,-339.8973388671875,150.0,0.01630595326423645
2516,754598,377400,0.0009398646070621908,502.98927492,3834,98,-339.5843505859375,150.0,0.017411941662430763
2520,755798,378000,0.0009424532181583345,503.3744968399999,3841,98,-339.89471435546875,150.0,0.01830994337797165
2524,756998,378600,0.0009376421221531928,503.5967183499998,3847,98,-339.60906982421875,150.0,0.017953336238861084
2528,758198,379200,0.0009391764760948718,503.6922845499999,3854,98,-339.8792724609375,150.0,0.014502177014946938
2532,759398,379800,0.0009382861899212003,503.81772346,3860,98,-339.7410888671875,150.0,0.017499396577477455
2536,760598,380400,0.0009366162121295929,503.95440048999995,3866,98,-340.04803466796875,150.0,0.013586562126874924
2540,761798,381000,0.0009487729985266924,503.89893113000005,3872,98,-340.094482421875,150.0,0.01729905791580677
2544,762998,381600,0.0009467429481446743,503.83230641999995,3879,98,-339.6710205078125,150.0,0.016313889995217323
2548,764198,382200,0.0009475477272644639,503.8212841799999,3885,98,-340.095458984375,150.0,0.015043819323182106
2552,765398,382800,0.0009609745466150343,503.7209631399999,3891,98,-339.9715576171875,150.0,0.015370347537100315
2556,766598,383400,0.0009756702347658575,503.74355827999995,3897,98,-339.818115234375,150.0,0.01684298738837242
2560,767798,384000,0.0009607994579710066,503.73852809999994,3903,98,-339.9139404296875,150.0,0.016151150688529015
2564,768998,384600,0.0009475292754359543,503.65891759000004,3910,98,-340.05712890625,150.0,0.018573695793747902
2568,770198,385200,0.000953242473769933,503.5923616600001,3916,98,-340.1406555175781,150.0,0.01625800132751465
2572,771398,385800,0.0009468174539506435,503.59741784000005,3923,98,-340.0164794921875,150.0,0.015455328859388828
2576,772598,386400,0.000928256893530488,503.57627102999993,3929,98,-340.17205810546875,150.0,0.014142272062599659
2580,773798,387000,0.0009277143399231136,503.51481033000005,3935,98,-339.94561767578125,150.0,0.01803894340991974
2584,774998,387600,0.0009197353501804173,503.6322552600001,3942,98,-339.9713134765625,150.0,0.013093211688101292
2588,776198,388200,0.0009588858811184764,503.55044775999994,3948,98,-340.04949951171875,150.0,0.019755873829126358
2592,777398,388800,0.0009523964836262167,503.48634408000004,3955,98,-339.9820861816406,150.0,0.019374415278434753
2596,778598,389400,0.0009359237155877054,503.50042831999997,3961,98,-340.14508056640625,150.0,0.018808437511324883
2600,779798,390000,0.0009350186446681619,503.5252318,3967,98,-339.97491455078125,150.0,0.014729060232639313
2604,780998,390600,0.0009324406855739653,503.53441576999995,3973,98,-340.02276611328125,150.0,0.018146900460124016
2608,782198,391200,0.0010063821682706475,503.3484044599999,3980,98,-340.1991882324219,150.0,0.018999390304088593
2612,783398,391800,0.0009723443072289228,503.13516283999996,3986,98,-340.1698303222656,150.0,0.017321206629276276
2616,784598,392400,0.0009637705516070127,502.86377314,3992,98,-339.82476806640625,150.0,0.02988370880484581
2620,785798,393000,0.0009651925065554678,502.60467148000004,3998,98,-339.8482666015625,150.0,0.01971902884542942
2624,786998,393600,0.000960029661655426,502.26947033,4005,98,-339.9783935546875,150.0,0.01947951689362526
2628,788198,394200,0.0009749303571879864,502.0350434899999,4011,98,-339.750732421875,150.0,0.017769692465662956
2632,789398,394800,0.0009741329122334719,501.85526629,4017,98,-339.9976806640625,150.0,0.024006616324186325
2636,790598,395400,0.0009735250496305525,501.62782087999994,4023,98,-339.8424072265625,150.0,0.02227889746427536
2640,791798,396000,0.000969194748904556,501.5310008800001,4030,98,-339.9139099121094,150.0,0.01957661658525467
2644,792998,396600,0.0009594950824975967,501.38021535000007,4036,98,-339.84552001953125,150.0,0.021961543709039688
2648,794198,397200,0.0009493182878941298,501.21163669000003,4042,98,-339.76812744140625,150.0,0.022560933604836464
2652,795398,397800,0.0009448776254430413,501.2228550499999,4048,98,-339.71051025390625,150.0,0.018657783046364784
2656,796598,398400,0.000918232777621597,501.12628889,4055,98,-339.91998291015625,150.0,0.020296389237046242
2660,797798,399000,0.0009271514136344194,501.13252925,4061,98,-339.8932800292969,150.0,0.01863791048526764
2664,798998,399600,0.0009360116673633456,501.13924987000007,4067,98,-339.8482971191406,150.0,0.025047581642866135
