time/episodes,train/n_updates,time/total_timesteps,train/ent_coef,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/actor_loss,rollout/ep_len_mean,train/critic_loss
1072,321398,160800,0.001745131448842585,488.30723582999997,1628,98,-335.6306457519531,150.0,0.038418419659137726
1076,322598,161400,0.0017300568288192153,488.23634742,1634,98,-336.53033447265625,150.0,0.03536763787269592
1080,323798,162000,0.0016927521210163832,488.33964717999993,1640,98,-336.4681701660156,150.0,0.034613680094480515
1084,324998,162600,0.001689862459897995,488.75793821,1646,98,-336.5882568359375,150.0,0.02989795245230198
1088,326198,163200,0.0016751663060858846,488.94032688000016,1652,98,-335.91119384765625,150.0,0.03600000962615013
1092,327398,163800,0.0017255411949008703,488.95355604,1658,98,-336.1781005859375,150.0,0.03590806946158409
1096,328598,164400,0.0017928063170984387,488.73581542,1664,98,-336.505615234375,150.0,0.03910618647933006
1100,329798,165000,0.001734038582071662,488.81466138999997,1670,98,-336.71142578125,150.0,0.03428461030125618
1104,330998,165600,0.001690411358140409,488.76690671999995,1676,98,-336.6492004394531,150.0,0.035195492208004
1108,332198,166200,0.0016754571115598083,488.7106293999999,1682,98,-336.462158203125,150.0,0.030253365635871887
1112,333398,166800,0.0016647372394800186,488.81855282,1688,98,-336.18902587890625,150.0,0.030502114444971085
1116,334598,167400,0.001666866010054946,489.102306,1694,98,-336.2922058105469,150.0,0.03208573907613754
1120,335798,168000,0.001663742819800973,489.33701728,1700,98,-336.2231750488281,150.0,0.03337157517671585
1124,336998,168600,0.0016554937465116382,489.61740613,1706,98,-336.164794921875,150.0,0.03322465345263481
1128,338198,169200,0.0016597951762378216,489.6628799799999,1712,98,-336.1242370605469,150.0,0.03916008770465851
1132,339398,169800,0.0016755466349422932,489.79476691,1718,98,-336.354736328125,150.0,0.035920027643442154
1136,340598,170400,0.0016372890677303076,489.96761469999996,1724,98,-336.1504211425781,150.0,0.03424929454922676
1140,341798,171000,0.0016261233249679208,490.00759812,1730,98,-335.93438720703125,150.0,0.03581975772976875
1144,342998,171600,0.0016405831556767225,489.8799485,1736,98,-336.0851745605469,150.0,0.03647635504603386
1148,344198,172200,0.0016485073138028383,490.32463966999995,1742,98,-335.92742919921875,150.0,0.03380007669329643
1152,345398,172800,0.001711332588456571,490.83560858000004,1748,98,-335.81219482421875,150.0,0.06949328631162643
1156,346598,173400,0.0017623630119487643,490.68042491000017,1754,98,-336.1461181640625,150.0,0.05561744421720505
1160,347798,174000,0.0017240212764590979,490.42703060000014,1760,98,-335.99072265625,150.0,0.03636309877038002
1164,348998,174600,0.001655971398577094,490.39382289,1765,98,-335.6625671386719,150.0,0.03348271921277046
1168,350198,175200,0.0016009812243282795,490.51325636000007,1771,98,-336.244140625,150.0,0.03686201944947243
1172,351398,175800,0.0015868287300691009,490.6552973500001,1777,98,-335.90643310546875,150.0,0.03318779915571213
1176,352598,176400,0.0015857962425798178,490.79999827,1783,98,-336.1024169921875,150.0,0.03303765505552292
1180,353798,177000,0.0015976631548255682,490.87286605,1789,98,-335.8307800292969,150.0,0.04144301265478134
1184,354998,177600,0.0016296333633363247,490.50102217000006,1795,98,-336.5675354003906,150.0,0.03183497488498688
1188,356198,178200,0.0016116118058562279,490.46726882999997,1801,98,-336.28424072265625,150.0,0.03200651705265045
1192,357398,178800,0.001623811200261116,490.42657018,1807,98,-336.1348876953125,150.0,0.03169902041554451
1196,358598,179400,0.0017016242491081357,490.6632173399999,1813,98,-335.88775634765625,150.0,0.04227263852953911
1200,359798,180000,0.0016720769926905632,490.48340658,1819,98,-336.2785339355469,150.0,0.03963590785861015
1204,360998,180600,0.0016168204601854086,490.64453550999997,1825,98,-335.73858642578125,150.0,0.03747062012553215
1208,362198,181200,0.0016434245044365525,490.59915713999993,1831,98,-336.07025146484375,150.0,0.03698413074016571
1212,363398,181800,0.0016774924006313086,490.65510887000005,1836,98,-335.97021484375,150.0,0.035239312797784805
1216,364598,182400,0.0016367115313187242,490.68900257999996,1842,98,-336.201904296875,150.0,0.02988552674651146
1220,365798,183000,0.0015925024636089802,490.84780659999996,1848,98,-336.05804443359375,150.0,0.027692602947354317
1224,366998,183600,0.001555749448016286,490.86434183,1854,98,-336.0679931640625,150.0,0.028522541746497154
1228,368198,184200,0.0015817491803318262,490.87387669000003,1860,98,-336.2916259765625,150.0,0.03487706184387207
1232,369398,184800,0.0018658483168110251,490.63061191,1866,98,-336.10369873046875,150.0,0.07946913689374924
1236,370598,185400,0.0018823931459337473,490.4612642299999,1872,98,-336.2707824707031,150.0,0.06293170154094696
1240,371798,186000,0.0017755250446498394,490.0897953599999,1878,98,-336.66070556640625,150.0,0.04912163317203522
1244,372998,186600,0.001737551181577146,489.9093217400001,1884,99,-336.4395751953125,150.0,0.048271432518959045
1248,374198,187200,0.0016935747116804123,489.85885540000004,1890,99,-336.4237976074219,150.0,0.04124997928738594
1252,375398,187800,0.00173470180016011,489.75605283000004,1896,99,-336.39093017578125,150.0,0.04359405115246773
1256,376598,188400,0.0016240394907072186,489.85151764999995,1902,99,-336.2933349609375,150.0,0.03410792723298073
1260,377798,189000,0.0015873321099206805,489.9105672799999,1908,99,-336.30816650390625,150.0,0.03743162751197815
1264,378998,189600,0.0015564409550279379,489.79626824,1914,99,-336.33770751953125,150.0,0.03764217346906662
1268,380198,190200,0.0016693867510184646,489.6945250500001,1920,99,-336.087158203125,150.0,0.12014712393283844
1272,381398,190800,0.0016981055960059166,489.21084765,1926,99,-336.40313720703125,150.0,0.051211997866630554
1276,382598,191400,0.001566654653288424,489.32163619999994,1932,99,-336.149658203125,150.0,0.0329723060131073
1280,383798,192000,0.001532670808956027,489.40261229,1938,99,-336.1303405761719,150.0,0.03268349543213844
1284,384998,192600,0.001532941940240562,489.67392088,1944,99,-336.4302062988281,150.0,0.029198801144957542
1288,386198,193200,0.0015286995330825448,489.8319626,1950,99,-336.24310302734375,150.0,0.03208370879292488
1292,387398,193800,0.0015057866694405675,490.05260688000004,1955,99,-336.31024169921875,150.0,0.030930189415812492
1296,388598,194400,0.0014894960913807154,490.20901193,1961,99,-336.39398193359375,150.0,0.03136373683810234
1300,389798,195000,0.001499515725299716,490.56607257000013,1967,99,-336.83160400390625,150.0,0.030211055651307106
1304,390998,195600,0.0015086407074704766,490.77105011,1974,99,-336.93829345703125,150.0,0.02719850093126297
1308,392198,196200,0.0014878315851092339,491.10214796,1980,99,-336.92431640625,150.0,0.031012315303087234
1312,393398,196800,0.0014840386575087905,491.11391363999996,1986,99,-336.87518310546875,150.0,0.02664783224463463
1316,394598,197400,0.001495796488597989,491.2155237700001,1992,99,-336.90899658203125,150.0,0.035431232303380966
1320,395798,198000,0.0015151904663071036,491.21015511999997,1998,99,-337.0173034667969,150.0,0.03435438126325607
1324,396998,198600,0.0014932872727513313,491.11200761,2004,99,-336.44757080078125,150.0,0.0370979867875576
1328,398198,199200,0.0014981614658609033,491.14149290999995,2010,99,-336.80010986328125,150.0,0.03278457745909691
1332,399398,199800,0.001564183970913291,491.56279948999986,2016,99,-336.7795104980469,150.0,0.03243006765842438
1336,400598,200400,0.0015040264697745442,491.68135880999995,2022,99,-336.83966064453125,150.0,0.034645043313503265
1340,401798,201000,0.0014727573143318295,492.08130146999997,2029,99,-336.713623046875,150.0,0.03164450824260712
1344,402998,201600,0.001477584126405418,492.56664433,2035,99,-336.9330749511719,150.0,0.027715519070625305
1348,404198,202200,0.0014546645106747746,492.9411143599999,2041,99,-336.8387451171875,150.0,0.030637890100479126
1352,405398,202800,0.001445240224711597,493.1842342500001,2047,99,-336.6778564453125,150.0,0.027851074934005737
1356,406598,203400,0.0014364303788170218,493.51555319,2053,99,-336.71923828125,150.0,0.0325782336294651
1360,407798,204000,0.0014491991605609655,493.78107243,2059,99,-336.7892150878906,150.0,0.02658762037754059
1364,408998,204600,0.0014265594072639942,494.2492522000001,2065,99,-336.87835693359375,150.0,0.03744220361113548
1368,410198,205200,0.0014228182844817638,494.55928479999994,2071,99,-336.726806640625,150.0,0.027421392500400543
1372,411398,205800,0.0014415106270462275,495.1908221999999,2078,99,-336.9618225097656,150.0,0.02853252924978733
1376,412598,206400,0.0014328997349366546,495.28600330999996,2084,99,-337.03131103515625,150.0,0.02780633047223091
1380,413798,207000,0.001411079429090023,495.32900801000005,2090,99,-336.81658935546875,150.0,0.02411586046218872
1384,414998,207600,0.0014205343322828412,495.51801426000003,2096,99,-336.87677001953125,150.0,0.031107168644666672
1388,416198,208200,0.0014201997546479106,495.6476077,2102,99,-336.825927734375,150.0,0.03202364221215248
1392,417398,208800,0.0014351417776197195,495.6827957500001,2108,99,-336.924560546875,150.0,0.026594046503305435
1396,418598,209400,0.0014183163875713944,495.71671823,2114,99,-336.89788818359375,150.0,0.028550170361995697
1400,419798,210000,0.0014040423557162285,495.90200148,2120,99,-336.63739013671875,150.0,0.030193641781806946
1404,420998,210600,0.001382940448820591,496.01248046999996,2126,99,-336.84539794921875,150.0,0.02624131739139557
1408,422198,211200,0.0014055274659767747,496.10096403999995,2132,99,-336.7952880859375,150.0,0.0316786915063858
1412,423398,211800,0.0013885166263207793,496.23367819999993,2138,99,-336.81536865234375,150.0,0.025692256167531013
1416,424598,212400,0.0013823562767356634,496.36151562,2144,99,-336.6648254394531,150.0,0.028956154361367226
1420,425798,213000,0.0013909845147281885,496.46329383000005,2150,99,-336.6285400390625,150.0,0.03330177068710327
1424,426998,213600,0.0014858725480735302,496.3971442,2156,99,-336.6418151855469,150.0,0.0454244464635849
1428,428198,214200,0.001519240322522819,496.36347712,2161,99,-336.9163818359375,150.0,0.03358718380331993
1432,429398,214800,0.001425506197847426,496.51191224999997,2167,99,-336.49603271484375,150.0,0.03380410745739937
1436,430598,215400,0.0014161214930936694,496.71210401,2173,99,-336.6242980957031,150.0,0.031191185116767883
1440,431798,216000,0.0013979737414047122,496.73302364000006,2179,99,-336.64654541015625,150.0,0.028983095660805702
1444,432998,216600,0.001443623099476099,496.46116561,2185,99,-336.63494873046875,150.0,0.038962386548519135
1448,434198,217200,0.0014175638789311051,496.39342052000006,2191,99,-336.5565490722656,150.0,0.030913610011339188
1452,435398,217800,0.0013956432230770588,496.41515276000007,2197,99,-336.68011474609375,150.0,0.032327231019735336
1456,436598,218400,0.0013924763770774007,496.35447539000006,2203,99,-336.7144775390625,150.0,0.02443654276430607
1460,437798,219000,0.001381130889058113,496.43090361,2209,99,-336.781005859375,150.0,0.029484601691365242
1464,438998,219600,0.0014037865912541747,496.37257027999993,2215,99,-336.4989929199219,150.0,0.030255693942308426
1468,440198,220200,0.0014962024288251996,496.0549293999999,2221,99,-336.7198486328125,150.0,0.03195623680949211
1472,441398,220800,0.0014047193108126521,495.57996581999987,2227,99,-336.6676025390625,150.0,0.03034338355064392
1476,442598,221400,0.0013750864891335368,495.38453755,2233,99,-336.5885314941406,150.0,0.028340183198451996
1480,443798,222000,0.0015731861349195242,494.82648487,2239,99,-336.752197265625,150.0,0.0712905302643776
1484,444998,222600,0.001494317315518856,493.67206853999994,2245,99,-336.34759521484375,150.0,0.03542279824614525
1488,446198,223200,0.0013894544681534171,493.59747607,2251,99,-336.2987976074219,150.0,0.034707773476839066
1492,447398,223800,0.001355743152089417,493.6688211600001,2257,99,-336.65313720703125,150.0,0.029352620244026184
1496,448598,224400,0.0013656533556059003,493.76206305,2263,99,-336.5972900390625,150.0,0.0305788554251194
1500,449798,225000,0.0013548836577683687,493.70061918999994,2269,99,-336.64642333984375,150.0,0.026917072013020515
1504,450998,225600,0.0013655134243890643,493.54427174999995,2275,99,-336.6371154785156,150.0,0.029260391369462013
1508,452198,226200,0.0013673821231350303,493.41607395999995,2281,99,-336.4158935546875,150.0,0.02502715215086937
1512,453398,226800,0.0013604842824861407,493.34578770999985,2287,99,-336.73016357421875,150.0,0.02254261076450348
1516,454598,227400,0.0013616447104141116,493.25794195,2293,99,-336.88006591796875,150.0,0.027464188635349274
1520,455798,228000,0.0013748485362157226,493.24983226999996,2299,99,-336.52398681640625,150.0,0.023681556805968285
1524,456998,228600,0.001364028314128518,493.18330496000004,2305,99,-336.68109130859375,150.0,0.02762373723089695
1528,458198,229200,0.0013637773226946592,493.1907646100001,2311,99,-336.53521728515625,150.0,0.0248242300003767
1532,459398,229800,0.0013469893019646406,493.01314514999996,2317,99,-336.75030517578125,150.0,0.027541382238268852
1536,460598,230400,0.001337584457360208,493.01184581,2323,99,-337.0718994140625,150.0,0.02232605405151844
1540,461798,231000,0.0013256124220788479,493.1850099,2329,99,-336.5047607421875,150.0,0.02980366349220276
1544,462998,231600,0.0013129867147654295,493.49601748000003,2335,99,-336.5563659667969,150.0,0.026286182925105095
1548,464198,232200,0.0013292558724060655,493.70436723,2340,99,-336.78314208984375,150.0,0.026355363428592682
1552,465398,232800,0.0014911326579749584,493.42223844000006,2346,99,-336.38970947265625,150.0,0.04277152940630913
1556,466598,233400,0.0014001198578625917,493.54756177999997,2352,99,-336.5789794921875,150.0,0.02589571475982666
1560,467798,234000,0.0013587273424491286,493.68086287,2358,99,-336.34197998046875,150.0,0.028701068833470345
1564,468998,234600,0.0013427529484033585,493.79623169,2364,99,-336.86602783203125,150.0,0.02380518428981304
1568,470198,235200,0.001302334712818265,493.82309045999995,2370,99,-336.78375244140625,150.0,0.020217441022396088
1572,471398,235800,0.0013062722282484174,494.29341638000005,2376,99,-336.9937744140625,150.0,0.0243917778134346
1576,472598,236400,0.0012837137328460813,494.44352061000006,2382,99,-336.9239501953125,150.0,0.025861946865916252
1580,473798,237000,0.0013135283952578902,494.96482262000006,2388,99,-336.843505859375,150.0,0.03018464520573616
1584,474998,237600,0.001308975275605917,496.22033463,2394,99,-336.8805236816406,150.0,0.0235922671854496
1588,476198,238200,0.0013085260288789868,496.39099326999997,2400,99,-336.818359375,150.0,0.021852554753422737
1592,477398,238800,0.0012915396364405751,496.40104033000006,2406,99,-337.2857666015625,150.0,0.022098354995250702
1596,478598,239400,0.0013386275386437774,496.33577471000007,2412,99,-336.9932861328125,150.0,0.02480194717645645
1600,479798,240000,0.0013540447689592838,496.38839871000005,2417,99,-336.900390625,150.0,0.025229141116142273
1604,480998,240600,0.001323828473687172,496.4968946199999,2423,99,-337.21697998046875,150.0,0.025544894859194756
1608,482198,241200,0.0012963199988007545,496.48237301,2429,99,-336.78466796875,150.0,0.02526511624455452
1612,483398,241800,0.0012893674429506063,496.6456619699999,2435,99,-336.8370056152344,150.0,0.027020864188671112
1616,484598,242400,0.001293510664254427,496.65152914000004,2441,99,-337.1495361328125,150.0,0.023777004331350327
1620,485798,243000,0.0012819048715755343,496.6845035400001,2446,99,-337.0052185058594,150.0,0.027345405891537666
1624,486998,243600,0.0012726455461233854,496.93552637,2452,99,-337.27490234375,150.0,0.02517092227935791
1628,488198,244200,0.001276465249247849,497.1064190600001,2458,99,-337.08770751953125,150.0,0.02475370466709137
1632,489398,244800,0.001282838056795299,497.4012129700001,2464,99,-337.2641296386719,150.0,0.026378128677606583
1636,490598,245400,0.0012657764600589871,497.56087942000005,2470,99,-337.34234619140625,150.0,0.02368542179465294
1640,491798,246000,0.0012727384455502033,497.55986315,2476,99,-337.237060546875,150.0,0.02398005686700344
1644,492998,246600,0.001271071145310998,497.69352921999996,2482,99,-337.50567626953125,150.0,0.0247856006026268
1648,494198,247200,0.0012894953833892941,497.62696900000003,2488,99,-337.5448303222656,150.0,0.03174014389514923
1652,495398,247800,0.0012929155491292477,497.6603570299999,2494,99,-337.228515625,150.0,0.024045880883932114
1656,496598,248400,0.0012788467574864626,497.83438404000003,2500,99,-337.2641296386719,150.0,0.022988172248005867
1660,497798,249000,0.0012784755090251565,497.91369441,2506,99,-337.2158203125,150.0,0.02976924180984497
1664,498998,249600,0.0013099624775350094,497.97760078,2512,99,-337.40496826171875,150.0,0.026591727510094643
1668,500198,250200,0.001311226631514728,498.2470688000001,2518,99,-337.44989013671875,150.0,0.024579094722867012
1672,501398,250800,0.0013047135435044765,498.2145428100001,2524,99,-337.33233642578125,150.0,0.02743552066385746
1676,502598,251400,0.0013100699288770556,498.2521034900001,2530,99,-337.5919494628906,150.0,0.027184974402189255
1680,503798,252000,0.00128995964769274,498.40020563999997,2536,99,-337.53070068359375,150.0,0.02683533914387226
1684,504998,252600,0.001293265726417303,498.28875489999996,2542,99,-337.48968505859375,150.0,0.028690099716186523
1688,506198,253200,0.0012625557137653232,498.1875373399999,2548,99,-337.3399658203125,150.0,0.026521673426032066
1692,507398,253800,0.0012956933351233602,498.1032641000001,2554,99,-337.81768798828125,150.0,0.021938927471637726
1696,508598,254400,0.0012738119112327695,498.11335570999995,2560,99,-337.65570068359375,150.0,0.02249675802886486
1700,509798,255000,0.0013246525777503848,498.07097774999994,2566,99,-337.79595947265625,150.0,0.023485906422138214
1704,510998,255600,0.0013043471844866872,497.81522412000004,2572,99,-337.9862060546875,150.0,0.02439119853079319
1708,512198,256200,0.0012695895275101066,497.47143580000005,2578,99,-338.034912109375,150.0,0.02041173353791237
1712,513398,256800,0.0012603270588442683,497.0646432500001,2585,99,-338.1175537109375,150.0,0.028036296367645264
1716,514598,257400,0.00128158216830343,496.9390806,2591,99,-337.8336181640625,150.0,0.025947876274585724
1720,515798,258000,0.0012956940336152911,496.75571170999996,2597,99,-338.01690673828125,150.0,0.026375148445367813
1724,516998,258600,0.0013087643310427666,496.4432592399999,2604,99,-337.77703857421875,150.0,0.027222933247685432
1728,518198,259200,0.0012839953415095806,496.25643596000003,2612,99,-337.74627685546875,150.0,0.028931086882948875
1732,519398,259800,0.0012771794572472572,495.92086269,2618,99,-338.13299560546875,150.0,0.025636818259954453
1736,520598,260400,0.0012993152486160398,495.8277396599999,2624,99,-337.9139099121094,150.0,0.022162027657032013
1740,521798,261000,0.001283548423089087,495.61857039,2630,99,-338.16424560546875,150.0,0.026636818423867226
1744,522998,261600,0.001255083829164505,495.51102298999996,2636,99,-338.05865478515625,150.0,0.023541530594229698
1748,524198,262200,0.0012289099395275116,495.63737276999996,2642,99,-337.93408203125,150.0,0.024097878485918045
1752,525398,262800,0.0012210303684696555,496.10134726,2648,99,-338.084716796875,150.0,0.026312123984098434
1756,526598,263400,0.0012110875686630607,496.0941348100001,2654,99,-338.1260070800781,150.0,0.023408738896250725
1760,527798,264000,0.0012278889771550894,496.07971727000006,2660,99,-338.11431884765625,150.0,0.02773701399564743
1764,528998,264600,0.0012671956792473793,496.00005636000003,2666,99,-338.0321960449219,150.0,0.025066230446100235
1768,530198,265200,0.0012503665639087558,496.0147632300001,2672,99,-338.43621826171875,150.0,0.023507792502641678
1772,531398,265800,0.001244881423190236,496.0174780599999,2678,99,-338.0308837890625,150.0,0.02549174427986145
1776,532598,266400,0.0012336574727669358,496.0252615500001,2684,99,-337.94940185546875,150.0,0.024983873590826988
1780,533798,267000,0.0012313952902331948,495.99237162,2690,99,-338.00054931640625,150.0,0.025601809844374657
1784,534998,267600,0.0012277186615392566,495.99547705,2696,99,-337.9364013671875,150.0,0.03195766732096672
1788,536198,268200,0.0012316300999373198,495.73008497,2702,99,-337.88671875,150.0,0.025988616049289703
1792,537398,268800,0.0012142029590904713,495.55351694999996,2708,99,-337.8548889160156,150.0,0.021755250170826912
1796,538598,269400,0.0012221627403050661,494.85011891,2714,99,-337.8355407714844,150.0,0.02537212148308754
1800,539798,270000,0.001217879238538444,493.9524879600001,2720,99,-337.96221923828125,150.0,0.024304820224642754
1804,540998,270600,0.0011849923757836223,494.21044289,2726,99,-337.65887451171875,150.0,0.024273796007037163
1808,542198,271200,0.0011929420288652182,494.5723334599999,2732,99,-337.6419677734375,150.0,0.02976909466087818
1812,543398,271800,0.0013167611323297024,494.70954336999995,2738,99,-338.17974853515625,150.0,0.04180600121617317
1816,544598,272400,0.0013008569367229939,494.55412938999996,2745,99,-338.15374755859375,150.0,0.03820928558707237
1820,545798,273000,0.0012175150914117694,494.73210784,2751,99,-338.16058349609375,150.0,0.025652654469013214
1824,546998,273600,0.0011665861820802093,495.05031992,2757,99,-338.21392822265625,150.0,0.019871730357408524
1828,548198,274200,0.0011724361684173346,495.31338247,2763,99,-337.78759765625,150.0,0.021552277728915215
1832,549398,274800,0.0011432196479290724,495.71993533999995,2769,99,-338.019287109375,150.0,0.020046845078468323
1836,550598,275400,0.0011465076822787523,495.87510534,2775,99,-337.8980407714844,150.0,0.018528621643781662
1840,551798,276000,0.0011407975107431412,496.0253753800001,2781,99,-337.8905029296875,150.0,0.021774401888251305
1844,552998,276600,0.001133061945438385,496.05555565000003,2787,99,-337.75439453125,150.0,0.021423280239105225
1848,554198,277200,0.0011617999989539385,495.99013544,2793,99,-338.026611328125,150.0,0.022165613248944283
1852,555398,277800,0.0011623939499258995,495.91165455999993,2799,99,-338.03466796875,150.0,0.02238425798714161
1856,556598,278400,0.0011560074053704739,495.69519792,2805,99,-337.9345703125,150.0,0.02346666157245636
1860,557798,279000,0.0011249285889789462,495.58106526000006,2811,99,-338.0301513671875,150.0,0.02676558308303356
1864,558998,279600,0.0011425084667280316,495.50653836,2817,99,-337.920166015625,150.0,0.01965504139661789
1868,560198,280200,0.0011991453357040882,495.40001874000006,2823,99,-338.03131103515625,150.0,0.02966143749654293
1872,561398,280800,0.0013332415837794542,495.05177484,2829,99,-338.62005615234375,150.0,0.026591651141643524
1876,562598,281400,0.0013428465463221073,494.94985635999996,2835,99,-338.86151123046875,150.0,0.02725403942167759
1880,563798,282000,0.001326870871707797,494.97900519,2841,99,-338.57086181640625,150.0,0.023775143548846245
1884,564998,282600,0.0012986840447410941,495.13658975,2847,99,-339.2283630371094,150.0,0.024936765432357788
1888,566198,283200,0.0012593587161973119,495.54350723000005,2853,99,-339.3128356933594,150.0,0.023718295618891716
1892,567398,283800,0.0012609536061063409,495.91808222,2859,99,-339.1506652832031,150.0,0.024106761440634727
1896,568598,284400,0.0012907570926472545,496.6932972699999,2865,99,-339.38751220703125,150.0,0.0230935700237751
1900,569798,285000,0.001295585883781314,497.61213838,2871,99,-339.57403564453125,150.0,0.02181391231715679
1904,570998,285600,0.0012818952091038227,497.5862549699999,2877,99,-339.32440185546875,150.0,0.023906836286187172
1908,572198,286200,0.0012536088470369577,497.40215475,2884,99,-339.6654968261719,150.0,0.020423075184226036
1912,573398,286800,0.001266135019250214,497.65219656999994,2890,99,-339.7276916503906,150.0,0.025270886719226837
1916,574598,287400,0.0012439267011359334,497.98759528000005,2896,99,-339.84429931640625,150.0,0.023450985550880432
1920,575798,288000,0.0012110868701711297,498.0011164699999,2902,99,-339.88909912109375,150.0,0.023184102028608322
1924,576998,288600,0.0012006162432953715,498.0482505,2908,99,-339.89373779296875,150.0,0.018506862223148346
1928,578198,289200,0.0011766585521399975,497.92870597999996,2914,99,-339.9194030761719,150.0,0.022097153589129448
1932,579398,289800,0.0011507261078804731,497.84199947,2920,99,-339.53790283203125,150.0,0.02342684008181095
1936,580598,290400,0.0011444343253970146,497.8491058899999,2926,99,-339.68048095703125,150.0,0.022496186196804047
1940,581798,291000,0.0011300289770588279,497.98222676999995,2932,99,-339.4615783691406,150.0,0.0253240205347538
1944,582998,291600,0.0011367889819666743,498.02453676,2938,99,-339.78546142578125,150.0,0.018393978476524353
1948,584198,292200,0.0011563884327188134,498.00133944000004,2944,99,-339.72308349609375,150.0,0.02103291265666485
1952,585398,292800,0.0011578985722735524,497.7444317900001,2950,99,-339.6352844238281,150.0,0.023604383692145348
1956,586598,293400,0.0011836630292236805,497.83180243000004,2956,99,-339.7756652832031,150.0,0.020633479580283165
1960,587798,294000,0.0011722985655069351,497.96590299000013,2962,99,-339.5070495605469,150.0,0.02382800169289112
1964,588998,294600,0.0011619445867836475,498.08597819999994,2969,99,-339.48333740234375,150.0,0.020819447934627533
1968,590198,295200,0.0011348278494551778,498.2018712400001,2975,99,-339.54144287109375,150.0,0.02270323783159256
1972,591398,295800,0.0011240283492952585,498.4060032500001,2981,99,-339.4149475097656,150.0,0.022833842784166336
1976,592598,296400,0.001130173448473215,498.60152458,2987,99,-339.62164306640625,150.0,0.018441209569573402
1980,593798,297000,0.0011148354969918728,498.64029833,2994,99,-339.302490234375,150.0,0.0160886999219656
1984,594998,297600,0.0011214511469006538,498.62737938000004,3000,99,-339.302490234375,150.0,0.024260425940155983
1988,596198,298200,0.0011108609614893794,498.7005955000001,3006,99,-339.32696533203125,150.0,0.02381773293018341
1992,597398,298800,0.0011086405720561743,498.64348298,3012,99,-339.1546630859375,150.0,0.019451703876256943
1996,598598,299400,0.0011227240320295095,498.65732398999995,3018,99,-339.3031005859375,150.0,0.02157781645655632
2000,599798,300000,0.0011016392381861806,498.78011408,3024,99,-339.22705078125,150.0,0.01965850219130516
2004,600998,300600,0.0011198341380804777,498.70181543,3030,99,-339.09466552734375,150.0,0.020123686641454697
2008,602198,301200,0.0011084708385169506,499.08381161000005,3037,99,-339.2780456542969,150.0,0.02165733464062214
2012,603398,301800,0.0011096226517111063,499.01736195000007,3043,99,-339.1510009765625,150.0,0.020409628748893738
2016,604598,302400,0.0010954433819279075,499.03698876999994,3049,99,-339.22625732421875,150.0,0.018304014578461647
2020,605798,303000,0.0011130953207612038,499.11700647,3055,99,-338.9110412597656,150.0,0.021057434380054474
2024,606998,303600,0.001126306364312768,499.21941473,3061,99,-339.3382263183594,150.0,0.022822381928563118
2028,608198,304200,0.0011212147073820233,499.3789051400001,3067,99,-339.1866760253906,150.0,0.02235044166445732
2032,609398,304800,0.0011018577497452497,499.45089613999994,3073,99,-339.06494140625,150.0,0.018395671620965004
2036,610598,305400,0.0010961018269881606,499.48421698999994,3079,99,-339.1060791015625,150.0,0.018359346315264702
2040,611798,306000,0.0010911320568993688,499.48696060999987,3085,99,-339.1789855957031,150.0,0.021184667944908142
2044,612998,306600,0.0011009748559445143,499.59161208,3091,99,-338.91387939453125,150.0,0.02123553492128849
2048,614198,307200,0.0010818693554028869,499.6652109099999,3097,99,-339.25201416015625,150.0,0.01760072633624077
2052,615398,307800,0.0010793352266773582,500.04896038000004,3103,99,-339.08392333984375,150.0,0.018136024475097656
2056,616598,308400,0.0010738520650193095,500.23340716,3109,99,-339.316650390625,150.0,0.022477254271507263
2060,617798,309000,0.0010997046483680606,500.27091537,3115,99,-339.0234375,150.0,0.02021518163383007
2064,618998,309600,0.0011940505355596542,500.24014814000003,3121,99,-339.132568359375,150.0,0.0270889513194561
2068,620198,310200,0.001174186822026968,500.10164387,3127,99,-339.22686767578125,150.0,0.024676792323589325
2072,621398,310800,0.0011294111609458923,500.32904495,3133,99,-339.2933654785156,150.0,0.021897589787840843
2076,622598,311400,0.0010924935340881348,500.28166962999995,3139,99,-339.1591796875,150.0,0.02016466297209263
2080,623798,312000,0.0010746173793449998,500.24988535999995,3145,99,-339.31866455078125,150.0,0.01918882690370083
2084,624998,312600,0.001094677485525608,500.30291543,3151,99,-339.3973693847656,150.0,0.01908021792769432
2088,626198,313200,0.0010828112717717886,500.27131951,3157,99,-339.3211975097656,150.0,0.018957700580358505
2092,627398,313800,0.0010865693911910057,500.38859828999995,3163,99,-339.1044616699219,150.0,0.01836319826543331
2096,628598,314400,0.0010717951226979494,500.50835206999994,3169,99,-338.9556884765625,150.0,0.021717319265007973
2100,629798,315000,0.0010520615614950657,500.54850191,3175,99,-338.88116455078125,150.0,0.01797846332192421
2104,630998,315600,0.0010622343979775906,500.69022732999997,3181,99,-339.19940185546875,150.0,0.025297271087765694
2108,632198,316200,0.0012450863141566515,500.31731319000005,3187,99,-339.1004638671875,150.0,0.029927434399724007
2112,633398,316800,0.0011709315003827214,500.2291167000001,3193,99,-339.3535461425781,150.0,0.02013002522289753
2116,634598,317400,0.0011694311397150159,500.22078658000004,3200,99,-339.5145263671875,150.0,0.018114471808075905
2120,635798,318000,0.0011774228187277913,500.07649113,3206,99,-339.24615478515625,150.0,0.019009288400411606
